Direction,tCount,MaxViewingRange,HeadStartVector,HeadEndVector,MaxBodyRange,BodyStartVector,BodyEndVector,StartRotation
Left,1,86.02251,(-0.02* 0.99* 0.10),(0.44* -0.01* 0.90),28.94378,(0.11* 0.99* -0.07),(-0.39* 0.92* -0.06),(275.71* 350.73* 125.19)
Left,2,92.3515,(-0.01* 0.99* 0.14),(0.43* -0.16* 0.89),27.63099,(0.02* 1.00* -0.09),(-0.45* 0.89* -0.09),(275.71* 350.73* 125.19)
Left,3,88.97606,(-0.01* 0.99* 0.13),(0.45* -0.10* 0.89),23.11155,(0.01* 1.00* -0.04),(-0.38* 0.92* -0.06),(275.71* 350.73* 125.19)
Down,1,73.70825,(0.00* 0.99* 0.13),(0.85* 0.34* -0.40),-4.90768,(0.00* 1.00* -0.02),(0.07* 1.00* 0.04),(275.71* 350.73* 125.19)
Down,2,58.86172,(0.02* 1.00* 0.08),(0.78* 0.53* -0.34),1.769346,(0.04* 1.00* 0.03),(0.05* 1.00* 0.00),(275.71* 350.73* 125.19)
Down,3,51.55622,(0.01* 1.00* 0.08),(0.71* 0.64* -0.30),1.279625,(0.02* 1.00* 0.03),(0.04* 1.00* 0.01),(275.71* 350.73* 125.19)
Right,1,-100.1281,(-0.01* 0.99* 0.11),(-0.44* -0.08* -0.90),43.19543,(0.02* 1.00* 0.05),(0.66* 0.71* 0.25),(275.71* 350.73* 125.19)
Right,2,-93.53325,(-0.04* 1.00* 0.07),(-0.43* -0.01* -0.90),33.94657,(0.12* 0.99* 0.08),(0.64* 0.75* 0.19),(275.71* 350.73* 125.19)
Right,3,-100.5139,(-0.03* 1.00* 0.09),(-0.44* -0.12* -0.89),37.71572,(0.09* 1.00* 0.03),(0.66* 0.73* 0.18),(275.71* 350.73* 125.19)
Up,1,-57.83629,(-0.04* 0.99* 0.09),(-0.78* 0.46* 0.42),-1.547375,(0.10* 1.00* -0.02),(0.09* 1.00* 0.01),(275.71* 350.73* 125.19)
Up,2,-49.84002,(-0.08* 0.99* 0.13),(-0.73* 0.54* 0.43),-0.8829308,(0.09* 1.00* -0.02),(0.09* 1.00* 0.00),(275.71* 350.73* 125.19)
Up,3,-52.3951,(-0.05* 0.99* 0.12),(-0.74* 0.52* 0.43),-0.3956476,(0.09* 1.00* -0.02),(0.09* 1.00* -0.01),(275.71* 350.73* 125.19)
