Direction,tCount,Time,HeadPitch,HeadYaw,HeadRoll,BodyPitch,BodyYaw,BodyRoll
Down,1,5.237337,-2.859581,1.733365,2.542374,0.1008706,-0.03426402,-0.03426402
Down,1,5.320546,-2.858006,1.721242,2.539755,0.04423466,-0.04423466,-0.05233916
Down,1,5.342369,-2.857389,1.72181,2.541219,0.1101434,-0.01978234,-0.03956468
Down,1,5.372324,-2.858622,1.703413,2.539678,0.166689,0,-0.02797646
Down,1,5.399907,-2.855265,1.691423,2.539524,0.2158,0,-0.01978234
Down,1,5.427961,-2.853139,1.682141,2.541065,0.2631872,0.01978234,0
Down,1,5.450439,-2.852865,1.686904,2.545759,0.3232465,0,0
Down,1,5.478494,-2.851355,1.69096,2.549601,0.416371,0.01978234,0.04423466
Down,1,5.506751,-2.847439,1.707429,2.553743,0.4801054,0.01978234,0.0656106
Down,1,5.53556,-2.84393,1.705135,2.556195,0.5467969,0.03426402,0.07912937
Down,1,5.562561,-2.863207,1.71589,2.574279,0.615167,0.04423466,0.09278741
Down,1,5.582913,-2.868739,1.701919,2.572529,0.6425489,0.04845664,0.09891172
Down,1,5.604558,-2.891102,1.71532,2.585659,0.6649964,0.05233916,0.1046783
Down,1,5.632,-2.918865,1.71703,2.591406,0.7184606,0.06255726,0.1119058
Down,1,5.660174,-2.994475,1.701689,2.621818,0.7793398,0.07661668,0.1251145
Down,1,5.688153,-3.066437,1.712579,2.654464,0.8381346,0.09065409,0.1384764
Down,1,5.715795,-3.116527,1.727711,2.669392,0.8849231,0.1027921,0.1493534
Down,1,5.73629,-3.127563,1.746076,2.67203,0.9026566,0.1083524,0.1545051
Down,1,5.75767,-3.134628,1.76536,2.671078,0.9259842,0.1186941,0.1607126
Down,1,5.785387,-3.146036,1.795914,2.667631,0.9707584,0.1370561,0.166689
Down,1,5.81355,-3.147156,1.813049,2.657707,1.014907,0.1532334,0.1690205
Down,1,5.843388,-3.147778,1.824133,2.643898,1.048292,0.1643245,0.1713202
Down,1,5.868596,-3.151632,1.830987,2.628752,1.072649,0.1713202,0.174713
Down,1,5.910159,-3.004721,1.822094,2.719734,1.086245,0.1928145,0.1312212
Down,1,5.938233,-2.922819,1.795805,2.80805,1.184817,0.1958353,0.1251145
Down,1,5.965996,-2.897054,1.793842,2.860265,0.9596078,0.1186941,0.08622923
Down,1,5.993902,-2.895838,1.788379,2.896446,0.8524867,0.08622923,0.07132626
Down,1,6.021603,-2.903466,1.789691,2.921948,1.055176,0.09891172,0.0656106
Down,1,6.042023,-2.90569,1.79144,2.929776,1.175864,0.09891172,0.0656106
Down,1,6.063536,-2.883033,1.785531,2.878548,1.150631,0.08622923,0.03426402
Down,1,6.09109,-2.934182,1.767022,2.73545,1.057954,0.1027921,-0.03426402
Down,1,6.119332,-3.081213,1.799289,2.651882,1.248352,0.1101434,-0.01978234
Down,1,6.146971,-3.249501,1.856883,2.632993,1.504542,0.1235407,0.02797646
Down,1,6.174957,-3.42005,1.854247,2.590045,1.679114,0.1467098,0.09065409
Down,1,6.216467,-3.730614,1.851289,2.593293,1.702953,0.1690205,0.1412742
Down,1,6.244133,-4.089979,1.874506,2.590121,1.590901,0.183454,0.1690205
Down,1,6.271655,-4.468439,1.893309,2.57055,1.496979,0.1855749,0.1813082
Down,1,6.299914,-4.824708,1.905878,2.544375,1.309853,0.1440177,0.1532334
Down,1,6.327887,-5.202285,1.93967,2.558032,1.250701,0.1312212,0.1412742
Down,1,6.34805,-5.341334,1.957647,2.561167,1.14961,0.09891172,0.1119058
Down,1,6.369515,-5.439055,1.971495,2.540372,1.091278,0.08392937,0.09691329
Down,1,6.397086,-5.625178,1.969111,2.500376,1.196158,0.1119058,0.1136409
Down,1,6.425168,-5.766568,1.987019,2.468152,1.315815,0.1493534,0.1370561
Down,1,6.452702,-5.891922,2.077165,2.479229,1.404163,0.183454,0.1532334
Down,1,6.481242,-6.015749,2.131848,2.497165,1.468338,0.2139789,0.1631294
Down,1,6.522535,-6.207568,2.20753,2.502724,1.534676,0.2422834,0.1724585
Down,1,6.549767,-6.519147,2.271502,2.521269,1.202196,0.1251145,0.07401875
Down,1,6.577549,-6.802532,2.330534,2.528865,0.9795874,0.05934703,0.01978234
Down,1,6.60542,-7.135616,2.392938,2.569331,0.8713301,0.03426402,0
Down,1,6.633359,-7.620815,2.389828,2.551059,0.7404569,0,-0.02797646
Down,1,6.653666,-7.840848,2.376935,2.519172,0.6952065,-0.01978234,-0.04423466
Down,1,6.67551,-8.09432,2.38302,2.502645,0.6573014,-0.01978234,-0.05233916
Down,1,6.702708,-8.575332,2.35443,2.454235,0.589503,-0.02797646,-0.0656106
Down,1,6.730313,-9.100383,2.303333,2.388681,0.9318824,0.1046783,0.03426402
Down,1,6.758851,-9.620037,2.226511,2.310375,1.244112,0.2298502,0.1203313
Down,1,6.786609,-10.19349,2.235721,2.222463,1.305213,0.2697954,0.1384764
Down,1,6.828279,-10.79505,2.313676,2.096485,1.178856,0.2676108,0.1519511
Down,1,6.855631,-11.54985,2.436305,1.946419,1.114169,0.2654082,0.1713202
Down,1,6.883309,-12.34665,2.553436,1.786956,1.08137,0.2315465,0.165511
Down,1,6.911277,-13.09877,2.69704,1.627986,1.046611,0.1988102,0.1545051
