Direction,tCount,MaxViewingRange,HeadStartVector,HeadEndVector,MaxBodyRange,BodyStartVector,BodyEndVector,StartRotation
Up,1,44.93303,(0.01* 0.58* -0.81),(-0.11* -0.15* -0.98),0.7330202,(0.11* 0.99* -0.06),(0.11* 0.99* -0.08),(323.90* 179.08* 189.92)
Up,2,39.09245,(0.00* 0.55* -0.84),(-0.10* -0.09* -0.99),0.392669,(0.11* 0.99* -0.11),(0.11* 0.99* -0.11),(323.90* 179.08* 189.92)
Up,3,45.13835,(0.00* 0.56* -0.83),(-0.11* -0.19* -0.98),0.1690205,(0.11* 0.99* -0.10),(0.11* 0.99* -0.10),(323.90* 179.08* 189.92)
Left,1,52.83678,(0.00* 0.55* -0.83),(-0.78* 0.47* -0.42),14.08712,(0.12* 0.99* -0.08),(-0.13* 0.98* -0.12),(323.90* 179.08* 189.92)
Left,2,50.48146,(-0.04* 0.60* -0.80),(-0.78* 0.46* -0.41),11.26572,(0.03* 1.00* -0.03),(-0.15* 0.98* -0.11),(323.90* 179.08* 189.92)
Left,3,54.12127,(-0.04* 0.59* -0.81),(-0.82* 0.44* -0.37),12.10077,(0.03* 1.00* 0.01),(-0.14* 0.98* -0.11),(323.90* 179.08* 189.92)
Down,1,-43.71612,(-0.03* 0.60* -0.80),(0.13* 0.98* -0.17),-10.79591,(0.04* 1.00* -0.01),(0.04* 0.98* 0.17),(323.90* 179.08* 189.92)
Down,2,-42.5828,(0.02* 0.62* -0.78),(0.12* 0.98* -0.16),-8.997962,(0.06* 1.00* 0.03),(0.06* 0.98* 0.19),(323.90* 179.08* 189.92)
Down,3,0.5374122,(0.02* 0.63* -0.78),(0.02* 0.62* -0.79),0.183454,(0.06* 1.00* 0.04),(0.06* 1.00* 0.04),(323.90* 179.08* 189.92)
Right,1,-50.03371,(0.01* 0.64* -0.77),(0.76* 0.29* -0.58),13.67133,(0.05* 1.00* 0.01),(0.28* 0.96* 0.06),(323.90* 179.08* 189.92)
Right,2,-44.15325,(0.05* 0.59* -0.81),(0.72* 0.31* -0.62),-4.934433,(0.16* 0.99* -0.01),(0.24* 0.97* -0.01),(323.90* 179.08* 189.92)
Right,3,-56.88554,(0.05* 0.59* -0.81),(0.85* 0.19* -0.48),-7.560681,(0.16* 0.99* -0.03),(0.28* 0.96* 0.02),(323.90* 179.08* 189.92)
