Direction,tCount,MaxViewingRange,HeadStartVector,HeadEndVector,MaxBodyRange,BodyStartVector,BodyEndVector,StartRotation
Right,1,66.43977,(0.19* 0.94* 0.29),(0.89* 0.34* -0.30),7.584212,(0.02* 0.98* 0.18),(0.15* 0.97* 0.19),(290.45* 32.69* 354.35)
Right,2,81.94058,(0.20* 0.94* 0.27),(0.90* 0.09* -0.43),11.69723,(0.04* 0.98* 0.17),(0.24* 0.95* 0.19),(290.45* 32.69* 354.35)
Right,3,81.83568,(0.19* 0.94* 0.27),(0.90* 0.09* -0.42),10.81114,(0.06* 0.98* 0.19),(0.25* 0.95* 0.19),(290.45* 32.69* 354.35)
Up,1,39.85472,(0.20* 0.94* 0.27),(-0.13* 0.94* -0.33),0.6370438,(0.06* 0.98* 0.19),(0.06* 0.98* 0.18),(290.45* 32.69* 354.35)
Up,2,37.93547,(0.19* 0.94* 0.27),(-0.12* 0.95* -0.30),-0.4005627,(0.05* 0.98* 0.19),(0.05* 0.98* 0.19),(290.45* 32.69* 354.35)
Up,3,36.98303,(0.18* 0.95* 0.27),(-0.12* 0.95* -0.29),-1.430945,(0.04* 0.98* 0.18),(0.04* 0.98* 0.20),(290.45* 32.69* 354.35)
Left,1,-61.08241,(0.18* 0.95* 0.26),(-0.69* 0.50* 0.53),-13.55471,(0.04* 0.98* 0.17),(-0.19* 0.97* 0.17),(290.45* 32.69* 354.35)
Left,2,-75.49527,(0.13* 0.96* 0.25),(-0.83* 0.24* 0.50),-12.31542,(-0.04* 0.98* 0.20),(-0.26* 0.95* 0.20),(290.45* 32.69* 354.35)
Left,3,-80.15625,(0.15* 0.95* 0.29),(-0.86* 0.17* 0.48),-13.528,(-0.06* 0.98* 0.19),(-0.29* 0.94* 0.17),(290.45* 32.69* 354.35)
Down,1,-48.11405,(0.20* 0.94* 0.29),(0.46* 0.36* 0.81),-4.813976,(-0.06* 0.98* 0.18),(-0.04* 0.99* 0.10),(290.45* 32.69* 354.35)
Down,2,-48.85948,(0.21* 0.93* 0.32),(0.45* 0.33* 0.83),3.415926,(-0.07* 0.98* 0.18),(-0.04* 0.99* 0.12),(290.45* 32.69* 354.35)
Down,3,-52.26643,(0.19* 0.94* 0.30),(0.45* 0.29* 0.84),3.832008,(-0.07* 0.98* 0.20),(-0.04* 0.99* 0.14),(290.45* 32.69* 354.35)
