Direction,tCount,MaxViewingRange,HeadStartVector,HeadEndVector,MaxBodyRange,BodyStartVector,BodyEndVector,StartRotation
Up,1,14.82215,(-0.24* 0.97* -0.09),(-0.01* 1.00* 0.02),0.1713202,(0.08* 0.98* 0.17),(0.08* 0.98* 0.17),(284.55* 249.36* 355.04)
Up,2,14.70946,(-0.22* 0.97* -0.08),(0.01* 1.00* 0.03),0.2298502,(0.08* 0.98* 0.17),(0.08* 0.98* 0.16),(284.55* 249.36* 355.04)
Up,3,13.90071,(-0.22* 0.97* -0.08),(0.00* 1.00* 0.03),-0.1907741,(0.08* 0.98* 0.17),(0.08* 0.98* 0.18),(284.55* 249.36* 355.04)
Left,1,-19.18365,(-0.20* 0.98* -0.06),(-0.08* 0.93* -0.37),-0.8016186,(0.08* 0.98* 0.17),(0.06* 0.98* 0.17),(284.55* 249.36* 355.04)
Left,2,-15.44696,(-0.22* 0.97* -0.11),(-0.10* 0.93* -0.35),-0.09065409,(0.08* 0.98* 0.17),(0.08* 0.98* 0.17),(284.55* 249.36* 355.04)
Left,3,-16.72837,(-0.22* 0.97* -0.10),(-0.10* 0.93* -0.36),-0.1866263,(0.08* 0.98* 0.17),(0.08* 0.98* 0.17),(284.55* 249.36* 355.04)
Down,1,9.828494,(-0.22* 0.97* -0.10),(-0.37* 0.91* -0.17),-1.564355,(0.08* 0.98* 0.17),(0.09* 0.98* 0.20),(284.55* 249.36* 355.04)
Down,2,-9.221642,(-0.24* 0.97* -0.09),(-0.38* 0.91* -0.16),-0.6731851,(0.09* 0.98* 0.18),(0.09* 0.98* 0.19),(284.55* 249.36* 355.04)
Down,3,-8.824833,(-0.24* 0.97* -0.09),(-0.37* 0.92* -0.15),0.8778186,(0.08* 0.98* 0.18),(0.09* 0.98* 0.19),(284.55* 249.36* 355.04)
Right,1,19.69861,(-0.24* 0.97* -0.10),(-0.36* 0.91* 0.21),0.2594432,(0.08* 0.98* 0.16),(0.09* 0.98* 0.17),(284.55* 249.36* 355.04)
Right,2,19.39977,(-0.25* 0.97* -0.05),(-0.38* 0.89* 0.25),-0.2065338,(0.09* 0.98* 0.16),(0.09* 0.98* 0.16),(284.55* 249.36* 355.04)
Right,3,18.16608,(-0.25* 0.97* -0.06),(-0.37* 0.90* 0.23),0.261696,(0.08* 0.98* 0.16),(0.09* 0.98* 0.16),(284.55* 249.36* 355.04)
