Direction,tCount,Time,HeadPitch,HeadYaw,HeadRoll,BodyPitch,BodyYaw,BodyRoll
Right,1,6.573675,0.4498048,0,0.04423466,0.9721684,0,-0.03426402
Right,1,6.66576,0.453703,0,0.04845664,0.9410763,0,-0.03426402
Right,1,6.70081,0.4579955,0,0.04845664,0.9080599,0,-0.02797646
Right,1,6.743221,0.4584226,0,0.04845664,0.8577499,-0.01978234,-0.01978234
Right,1,6.792246,0.4609765,0,0.04845664,0.7865875,0,0
Right,1,6.826746,0.4601268,0,0.04845664,0.7230757,0,0
Right,1,6.868795,0.4639383,0,0.04423466,0.6832828,0,0
Right,1,6.905629,0.4660423,0.01978234,0.05233916,0.6407191,-0.01978234,0
Right,1,6.933484,0.4626713,0,0.05595291,0.6192883,-0.04423466,0
Right,1,6.961274,0.4588492,0,0.05934703,0.6058724,-0.0656106,0
Right,1,6.991547,0.4579955,0,0.05595291,0.5997046,-0.08846933,0
Right,1,7.019657,0.4584226,0,0.05233916,0.590498,-0.1119058,0
Right,1,7.046839,0.4609765,0,0.05233916,0.5695826,-0.1341704,0.01978234
Right,1,7.074401,0.4635163,0,0.04845664,0.5460806,-0.1506579,0.01978234
Right,1,7.102351,0.4660423,0,0.04845664,0.5428462,-0.1769387,0.01978234
Right,1,7.130855,0.4685547,0,0.05233916,0.5248867,-0.2027088,0.01978234
Right,1,7.158434,0.4702222,0,0.05595291,0.5062904,-0.2255535,0.01978234
Right,1,7.193828,0.4702222,0,0.05595291,0.4873863,-0.2390311,0.01978234
Right,1,7.22555,0.4702222,0,0.05595291,0.4743652,-0.2586879,0.01978234
Right,1,7.254523,0.4698059,0,0.05595291,0.4622481,-0.2654082,0.01978234
Right,1,7.281811,0.4698059,0,0.05595291,0.4698059,-0.2783625,0.01978234
Right,1,7.313101,0.4718838,0,0.05595291,0.4685547,-0.2818553,0.01978234
Right,1,7.340109,0.477244,0.01978234,0.05595291,0.4660423,-0.2811602,0.01978234
Right,1,7.367312,0.4817329,0,0.05595291,0.463094,-0.2790645,0
Right,1,7.395092,0.4865827,0,0.05934703,0.4558544,-0.2624426,0.01978234
