Direction,tCount,Time,HeadPitch,HeadYaw,HeadRoll,BodyPitch,BodyYaw,BodyRoll
Right,1,6.153834,2.61037,-0.1119058,0.01978234,-0.7888232,0.6252628,-0.3566318
Right,1,6.252418,2.587777,-0.1203313,0.03956468,-0.7467723,0.652521,-0.3706227
Right,1,6.297643,2.605342,-0.1136409,0.03956468,-0.7420408,0.6623429,-0.3835945
Right,1,6.335705,2.61539,-0.1027921,0.03426402,-0.7436213,0.6673463,-0.3976209
Right,1,6.371283,2.628305,-0.08846933,0.01978234,-0.7129927,0.6419396,-0.4182466
Right,1,6.406693,2.632621,-0.08392937,0.01978234,-0.7146374,0.6385778,-0.4347627
Right,1,6.43767,2.618157,-0.1008706,0.02797646,-0.7173703,0.6407191,-0.4467493
Right,1,6.46658,2.594425,-0.1153499,0.05233916,-0.7255072,0.6419396,-0.4571402
Right,1,6.495709,2.572757,-0.1251145,0.07661668,-0.7209076,0.6434618,-0.4652019
Right,1,6.524312,2.555965,-0.1384764,0.09065409,-0.7010924,0.6434618,-0.4718838
Right,1,6.552793,2.541373,-0.1493534,0.09691329,-0.7096917,0.6351982,-0.477244
Right,1,6.584417,2.528401,-0.1570175,0.1136409,-0.7091401,0.6274496,-0.4817329
Right,1,6.625334,2.526542,-0.1582588,0.1101434,-0.7107937,0.6148488,-0.4841639
Right,1,6.660782,2.526852,-0.1643245,0.1170339,-0.7113441,0.5891711,-0.4825446
Right,1,6.688703,2.537519,-0.1582588,0.1046783,-0.7179157,0.5747126,-0.4796977
Right,1,6.717655,2.549447,-0.1570175,0.1027921,-0.7091401,0.5549665,-0.4747775
Right,1,6.751727,2.552056,-0.1701742,0.1153499,-0.721179,0.5471546,-0.4722982
Right,1,6.785569,2.563306,-0.1988102,0.1203313,-0.7179157,0.5471546,-0.4702222
Right,1,6.814583,2.576102,-0.2264194,0.1297215,-0.7181882,0.5453635,-0.4660423
Right,1,6.842448,2.597291,-0.2564087,0.1282043,-0.7088641,0.5446455,-0.4622481
Right,1,6.871271,2.646636,-0.2712421,0.1170339,-0.7052664,0.5260038,-0.4622481
Right,1,6.899537,2.685986,-0.2839303,0.1101434,-0.7083117,0.4949555,-0.4652019
Right,1,6.931264,2.715917,-0.3214254,0.1027921,-0.7127182,0.4660423,-0.468137
Right,1,6.967563,2.721964,-0.3789758,0.1136409,-0.7140896,0.4387946,-0.468137
Right,1,6.998461,2.707109,-0.4379019,0.1312212,-0.7149112,0.4159008,-0.4660423
Right,1,7.037593,2.701463,-0.4849715,0.1219466,-0.708588,0.3961419,-0.4618246
Right,1,7.068351,2.694571,-0.5297108,0.1119058,-0.7022079,0.3810355,-0.4575681
Right,1,7.106561,2.708411,-0.5716401,0.1101434,-0.6743467,0.3763854,-0.4562834
Right,1,7.136433,2.719662,-0.607807,0.1101434,-0.6564078,0.3626169,-0.4484978
Right,1,7.181294,2.722755,-0.6413296,0.1170339,-0.6376578,0.3483046,-0.4396856
Right,1,7.216488,2.727209,-0.6749268,0.1312212,-0.6262009,0.3577275,-0.4347627
Right,1,7.24587,2.732586,-0.7165515,0.1480375,-0.6003569,0.3511023,-0.4265846
Right,1,7.275015,2.738311,-0.7564052,0.1631294,-0.5977437,0.3599087,-0.4228991
Right,1,7.315277,2.745593,-0.7935224,0.174713,-0.5824909,0.3460502,-0.4173099
Right,1,7.343967,2.757047,-0.8259051,0.1855749,-0.5777687,0.3420692,-0.4135417
Right,1,7.37556,2.769232,-0.8561515,0.1938267,-0.5464389,0.3374619,-0.4135417
Right,1,7.411308,2.781575,-0.8849231,0.2007689,-0.5248867,0.3861367,-0.4044518
Right,1,7.440986,2.804562,-0.912574,0.2046302,-0.5035778,0.4182466,-0.3961419
Right,1,7.469964,2.830822,-0.9419076,0.2046302,-0.4689721,0.4111691,-0.3861367
Right,1,7.509892,2.848057,-0.9709598,0.2055842,-0.5024107,0.456712,-0.3815487
Right,1,7.542621,2.855882,-0.9997552,0.20842,-0.5105241,0.456712,-0.3758652
Right,1,7.578984,2.861839,-1.02622,0.2121421,-0.513962,0.4973219,-0.3685048
Right,1,7.607457,2.86553,-1.049784,0.2148914,-0.5556712,0.5424856,-0.3642322
Right,1,7.636222,2.874533,-1.068811,0.2148914,-0.5460806,0.5337587,-0.343781
Right,1,7.664147,2.894418,-1.084081,0.2130625,-0.4841639,0.5702693,-0.3322025
Right,1,7.69699,2.907172,-1.097179,0.2102893,-0.4484978,0.5990517,-0.3250574
Right,1,7.745176,2.914233,-1.108005,0.2074791,-0.3753442,0.5442861,-0.3256589
Right,1,7.780837,2.920943,-1.116275,0.2055842,-0.3380413,0.477244,-0.3304307
Right,1,7.821819,2.920809,-1.123787,0.2036718,-0.3077414,0.3722032,-0.3454843
Right,1,7.856185,2.91853,-1.131077,0.2036718,-0.2811602,0.2712421,-0.3555328
Right,1,7.895719,2.917322,-1.138836,0.2036718,-0.2741124,0.2438933,-0.3571801
Right,1,7.924703,2.917322,-1.147736,0.2065338,-0.2609472,0.3171355,-0.3374619
Right,1,7.953845,2.919066,-1.158765,0.2102893,-0.2790645,0.392669,-0.3268584
Right,1,7.982419,2.923957,-1.171362,0.2148914,-0.3262592,0.4361108,-0.315899
Right,1,8.012292,2.932114,-1.185642,0.220287,-0.3380413,0.4284154,-0.3127867
Right,1,8.04984,2.93745,-1.202196,0.2246844,-0.3753442,0.4833549,-0.315899
Right,1,8.078703,2.944638,-1.219809,0.2306999,-0.450674,0.5051297,-0.3232465
Right,1,8.107791,2.951345,-1.239542,0.2373883,-0.4710537,0.5432066,-0.3262592
Right,1,8.143703,2.957639,-1.260053,0.2430897,-0.5736903,0.4913847,-0.311533
Right,1,8.173553,2.953401,-1.286792,0.2533378,-0.6119779,0.5297108,-0.3214254
Right,1,8.201827,2.961674,-1.309105,0.2579304,-0.6081289,0.5248867,-0.3333784
Right,1,8.237069,2.952008,-1.340421,0.2697954,-0.555319,0.5591815,-0.3322025
Right,1,8.270873,2.944572,-1.376293,0.2776587,-0.5366834,0.591822,-0.3374619
Right,1,8.300746,2.983275,-1.397738,0.2705197,-0.5542608,0.5818186,-0.3380413
Right,1,8.3296,3.018112,-1.431355,0.2646699,-0.6036074,0.5485832,-0.3409232
Right,1,8.369492,3.008628,-1.494624,0.276953,-0.6489125,0.5260038,-0.3471792
Right,1,8.398635,3.014997,-1.563354,0.2866737,-0.6467983,0.4643598,-0.3533245
Right,1,8.427469,3.042145,-1.650787,0.301316,-0.7564052,0.3620769,-0.343781
Right,1,8.467732,3.057679,-1.775199,0.3232465,-0.7451985,0.3351346,-0.3544303
Right,1,8.496867,3.098193,-1.926306,0.3494264,-0.7138155,0.2960753,-0.3663747
Right,1,8.5246,3.140867,-2.07999,0.3805216,-0.7170975,0.2914124,-0.3789758
Right,1,8.553127,3.182354,-2.235021,0.4130683,-0.7625886,0.2579304,-0.3856296
Right,1,8.593527,3.19733,-2.418566,0.4467493,-0.7330202,0.2272819,-0.4010509
Right,1,8.626471,3.178661,-2.633811,0.4992853,-0.782347,0.199792,-0.4092611
Right,1,8.661389,3.166381,-2.879704,0.5640592,-0.7538139,0.1678588,-0.4252063
Right,1,8.694592,3.201307,-3.137749,0.6167554,-0.7517344,0.1480375,-0.4387946
Right,1,8.734843,3.19163,-3.440597,0.6954879,-0.8050289,0.1493534,-0.4511079
Right,1,8.771485,3.213758,-3.793592,0.7940154,-0.8209146,0.1813082,-0.4614008
Right,1,8.802131,3.180754,-4.139478,0.8787099,-0.8880135,0.1948336,-0.477244
Right,1,8.85038,3.236703,-4.547518,0.9779881,-0.8886743,0.2065338,-0.4869847
Right,1,8.88192,3.353746,-4.961516,1.063305,-0.8862489,0.2046302,-0.4965344
Right,1,8.91414,3.481609,-5.357233,1.145517,-0.9383693,0.1519511,-0.5035778
Right,1,8.952552,3.599946,-5.778995,1.222373,-1.002492,0.1312212,-0.5177552
Right,1,8.981852,3.68302,-6.215742,1.312986,-1.025075,0.1356209,-0.5289715
Right,1,9.010671,3.76624,-6.661855,1.410004,-0.9916978,0.1412742,-0.5370479
Right,1,9.044391,3.933978,-7.059775,1.471932,-0.9443973,0.1186941,-0.5503638
Right,1,9.079552,4.048253,-7.481259,1.54383,-0.9009206,0.07912937,-0.5678623
Right,1,9.12118,4.178936,-7.926077,1.619671,-0.9121451,0.05934703,-0.5767518
Right,1,9.168002,4.349741,-8.468445,1.734381,-0.8702065,-0.05595291,-0.5961047
Right,1,9.203301,4.631385,-8.972508,1.811645,-0.798439,-0.1545051,-0.6071628
Right,1,9.246916,4.850463,-9.510951,1.895788,-0.6932335,-0.3262592,-0.6333472
Right,1,9.286024,5.021881,-10.09475,2.017903,-0.6391903,-0.4140146,-0.6641131
Right,1,9.330261,5.234577,-10.71921,2.150586,-0.6180231,-0.5736903,-0.6801254
Right,1,9.36701,5.374324,-11.37231,2.323721,-0.6230683,-0.6620474,-0.6988559
Right,1,9.395598,5.443774,-12.05151,2.520958,-0.6333472,-0.7551107,-0.7099674
Right,1,9.425251,5.454778,-12.75937,2.777138,-0.6373509,-0.7848442,-0.7072059
Right,1,9.454861,5.493584,-13.5187,3.071604,-0.652521,-0.8636609,-0.7154584
Right,1,9.495088,5.607486,-14.35789,3.405938,-0.644677,-0.9127884,-0.7058211
Right,1,9.525558,5.779164,-15.18769,3.692047,-0.6236961,-0.9815831,-0.6932335
Right,1,9.56552,5.985662,-16.09424,3.999782,-0.5911604,-1.032303,-0.6696879
Right,1,9.595187,6.217761,-16.95516,4.27283,-0.5475121,-1.139179,-0.6224399
Right,1,9.634824,6.466265,-17.82863,4.51423,-0.5169988,-1.224133,-0.5941319
Right,1,9.666174,6.656112,-18.65063,4.756128,-0.4957456,-1.390298,-0.5848376
Right,1,9.704618,6.838191,-19.4475,4.976105,-0.4756011,-1.66777,-0.5657911
Right,1,9.746777,6.958098,-20.31528,5.152709,-0.4471871,-1.853297,-0.5348573
Right,1,9.790491,7.137211,-21.23074,5.298607,-0.4329587,-2.064406,-0.5143426
Right,1,9.832991,7.333474,-22.15405,5.434658,-0.4228991,-2.256894,-0.5000685
Right,1,9.870477,7.5518,-23.08557,5.571689,-0.4111691,-2.466803,-0.4739525
Right,1,9.900786,7.795004,-23.95946,5.706022,-0.373777,-2.641677,-0.4329587
Right,1,9.940049,7.972452,-24.82672,5.842041,-0.3432113,-2.81014,-0.4010509
Right,1,9.969048,8.120884,-25.63466,5.958089,-0.3051875,-2.943109,-0.3642322
Right,1,9.997917,8.253572,-26.3732,6.076413,-0.276953,-3.04806,-0.3333784
Right,1,10.03736,8.345038,-27.12491,6.164179,-0.2517883,-3.216316,-0.3226406
Right,1,10.07283,8.457167,-27.87945,6.238631,-0.2315465,-3.368483,-0.3077414
Right,1,10.10653,8.565799,-28.58918,6.318107,-0.2229358,-3.482453,-0.2987072
Right,1,10.13624,8.663676,-29.27702,6.37898,-0.2167048,-3.666769,-0.2797648
Right,1,10.17565,8.798884,-29.9706,6.300767,-0.1845175,-3.821262,-0.2690692
Right,1,10.20472,8.908694,-30.63187,6.316214,-0.1823843,-3.992186,-0.2690692
Right,1,10.2339,9.045874,-31.28825,6.23489,-0.1690205,-4.186428,-0.2594432
Right,1,10.27692,9.167547,-31.94023,6.125031,0.1532334,-4.362825,-0.2430897
Right,1,10.31783,9.26389,-32.5363,6.027143,0.1384764,-4.494183,-0.2289973
Right,1,10.35749,9.335678,-33.13929,5.890624,-0.1153499,-4.63819,-0.2074791
Right,1,10.3928,9.390654,-33.6739,5.800492,-0.09891172,-4.78344,-0.1876719
Right,1,10.42493,9.406924,-34.19504,5.713162,-0.07661668,-4.910234,-0.1678588
Right,1,10.45534,9.398604,-34.79936,5.647814,0.08156469,-5.022856,-0.1545051
Right,1,10.49551,9.414798,-35.39621,5.59468,0.08392937,-5.164409,-0.1341704
Right,1,10.52463,9.47795,-35.93066,5.516296,0.1282043,-5.258442,-0.1203313
Right,1,10.55366,9.526523,-36.37871,5.488801,0.1065312,-5.363703,-0.1046783
Right,1,10.59633,9.499888,-36.77694,5.487444,0.08846933,-5.457902,-0.09891172
Right,1,10.63569,9.480501,-37.05901,5.598357,0.1312212,-5.579843,-0.09891172
Right,1,10.66476,9.480729,-37.35421,5.697428,0.1557664,-5.719437,-0.09278741
Right,1,10.69337,9.459267,-37.64331,5.721116,0.1412742,-5.870425,-0.07401875
Right,1,10.73251,9.423061,-37.97062,5.75517,0.1101434,-6.030914,-0.07132626
Right,1,10.76198,9.371965,-38.28557,5.66998,0.05595291,-6.208925,-0.06255726
Right,1,10.79035,9.359354,-38.55796,5.61091,0.03426402,-6.284316,-0.06852804
Right,1,10.83899,9.365819,-38.73068,5.778689,0.03426402,-6.351935,-0.08392937
Right,1,10.8739,9.355783,-38.94848,5.733094,0.02797646,-6.395527,-0.09891172
Right,1,10.91399,9.327569,-39.13875,5.685859,0.03426402,-6.458375,-0.09278741
Right,1,10.94317,9.297518,-39.30193,5.646218,0.04845664,-6.53612,-0.08392937
Right,1,10.98358,9.26355,-39.4443,5.640314,0.1008706,-6.603221,-0.08392937
Right,1,11.01242,9.262213,-39.57049,5.691991,0.06852804,-6.659676,-0.06852804
Right,1,11.04142,9.257756,-39.70993,5.621519,0.0656106,-6.678378,-0.06852804
Right,1,11.0823,9.265035,-39.84199,5.579211,0.05233916,-6.670592,-0.08156469
Right,1,11.12374,9.279872,-39.97321,5.565565,-0.01978234,-6.685364,-0.07132626
Right,1,11.1533,9.305229,-40.09445,5.557389,-0.03426402,-6.700308,-0.06852804
Right,1,11.19417,9.340856,-40.1972,5.516829,0.01978234,-6.706773,-0.06852804
Right,1,11.23269,9.366533,-40.28344,5.485087,0.03956468,-6.742848,-0.07132626
Right,1,11.26542,9.386509,-40.35337,5.457939,0.06255726,-6.832825,-0.07912937
Right,1,11.30201,9.395781,-40.41075,5.441793,0.1136409,-6.914436,-0.1046783
Right,1,11.33159,9.404563,-40.45785,5.43711,0.1938267,-7.030233,-0.1341704
Right,1,11.35993,9.41461,-40.49701,5.431268,0.2422834,-7.141003,-0.166689
Right,1,11.39957,9.454673,-40.52071,5.436316,0.2839303,-7.214907,-0.1866263
Right,1,11.42832,9.460887,-40.54437,5.494796,0.2055842,-7.179881,-0.1758294
Right,1,11.459,9.447144,-40.56889,5.625666,0.1136409,-7.115629,-0.1631294
Right,1,11.49813,9.436423,-40.59911,5.775263,0.07132626,-7.095088,-0.1607126
Right,1,11.52688,9.424772,-40.64325,5.873262,-0.07912937,-7.081637,-0.1519511
Right,1,11.55893,9.398061,-40.69556,5.916556,-0.1493534,-7.063498,-0.1412742
Right,1,11.59375,9.376348,-40.76641,5.927611,-0.1866263,-7.071908,-0.1341704
Right,1,11.62801,9.361411,-40.83587,5.933825,-0.2112177,-7.086982,-0.1282043
Right,1,11.66476,9.362377,-40.92588,5.963252,-0.2462884,-7.089252,-0.1251145
Right,1,11.69338,9.372511,-41.0192,5.963153,-0.2517883,-7.110527,-0.1219466
Right,1,11.72598,9.435506,-41.03468,5.977075,-0.2755364,-7.116263,-0.1170339
Right,1,11.76241,9.434298,-41.23376,5.824198,-0.2839303,-7.052992,-0.1251145
Right,1,11.79336,9.507458,-41.39844,5.732683,-0.2900664,-7.054939,-0.1251145
Right,1,11.83063,9.56947,-41.59838,5.662093,-0.2804634,-7.107739,-0.1170339
Right,1,11.8602,9.583757,-41.8292,5.401238,-0.2661444,-7.14309,-0.1065312
Right,1,11.88958,9.565258,-42.03557,5.229708,-0.2548778,-7.170475,-0.09691329
Right,1,11.92833,9.539494,-42.22459,5.108449,-0.2571706,-7.171132,-0.09278741
Right,1,11.95883,9.56608,-42.34448,5.030496,-0.2382111,-7.159057,-0.08846933
Right,1,11.99917,9.587736,-42.49249,4.984091,-0.2306999,-7.153766,-0.09065409
Right,1,12.02861,9.621611,-42.67648,4.955194,-0.2525642,-7.163193,-0.09891172
Right,1,12.06765,9.654167,-42.89235,4.888602,-0.2748253,-7.182612,-0.1046783
Right,1,12.09707,9.719075,-43.09467,4.82832,-0.3039024,-7.219583,-0.1101434
Right,1,12.14092,9.743463,-43.42635,4.830997,-0.3706227,-7.25055,-0.1153499
Right,1,12.18064,9.759169,-43.8974,4.710812,-0.3846134,-7.296702,-0.1170339
Right,1,12.22175,9.795247,-44.46769,4.527748,-0.3881583,-7.338182,-0.1170339
Right,1,12.25121,9.855366,-45.04819,4.383248,-0.3856296,-7.378765,-0.1136409
Right,1,12.28981,9.886762,-45.64803,4.368478,-0.3636945,-7.411957,-0.1083524
Right,1,12.31899,9.904984,-46.23321,4.429919,-0.3345502,-7.421666,-0.1046783
