range,posture,start,end,
180,NormalBed,5396,5508,
180,NormalBed,5396,5581,
180,NormalBed,5396,5612,
180,NormalBed,5396,5639,
180,NormalBed,5396,5671,
180,NormalBed,5396,5696,
180,NormalBed,5396,5725,
180,NormalBed,5396,5753,
180,NormalBed,5396,5781,
180,NormalBed,5396,5810,
180,NormalBed,5396,5838,
180,NormalBed,5396,5865,
180,NormalBed,5396,5896,
180,NormalBed,5396,5922,
180,NormalBed,5396,5950,
180,NormalBed,5396,5975,
180,NormalBed,5396,6003,
180,NormalBed,5396,6031,
180,NormalBed,5396,6060,
180,NormalBed,5396,6088,
180,NormalBed,5396,6117,
180,NormalBed,5396,6144,
180,NormalBed,5396,6172,
180,NormalBed,5396,6200,
180,NormalBed,5396,6228,
180,NormalBed,5396,6253,
180,NormalBed,5396,6286,
180,NormalBed,5396,6315,
180,NormalBed,5396,6338,
180,NormalBed,5396,6365,
180,NormalBed,5396,6393,
180,NormalBed,5396,6422,
180,NormalBed,5396,6450,
180,NormalBed,5396,6474,
180,NormalBed,5396,6503,
180,NormalBed,5396,6532,
180,NormalBed,5396,6559,
180,NormalBed,5396,6588,
180,NormalBed,5396,6617,
180,NormalBed,5396,6643,
180,NormalBed,5396,6672,
180,NormalBed,5396,6701,
180,NormalBed,5396,6728,
180,NormalBed,5396,6757,
180,NormalBed,5396,6781,
180,NormalBed,5396,6809,
180,NormalBed,5396,6838,
180,NormalBed,5396,6866,
180,NormalBed,5396,6895,
180,NormalBed,5396,6922,
180,NormalBed,5396,6950,
180,NormalBed,5396,6978,
180,NormalBed,5396,7007,
180,NormalBed,5396,7031,
180,NormalBed,5396,7059,
180,NormalBed,5396,7088,
180,NormalBed,5396,7116,
180,NormalBed,5396,7145,
180,NormalBed,5396,7172,
180,NormalBed,5396,7200,
180,NormalBed,5396,7229,
180,NormalBed,5396,7257,
180,NormalBed,5396,7285,
180,NormalBed,5396,7310,
180,NormalBed,5396,7337,
180,NormalBed,5396,7366,
180,NormalBed,5396,7395,
180,NormalBed,5396,7418,
180,NormalBed,5396,7450,
180,NormalBed,5396,7479,
180,NormalBed,5396,7506,
180,NormalBed,5396,7535,
180,NormalBed,5396,7560,
180,NormalBed,5396,7587,
180,NormalBed,5396,7616,
180,NormalBed,5396,7645,
180,NormalBed,5396,7668,
180,NormalBed,5396,7697,
180,NormalBed,5396,7729,
180,NormalBed,5396,7756,
180,NormalBed,5396,7785,
180,NormalBed,5396,7814,
180,NormalBed,5396,7838,
180,NormalBed,5396,7871,
180,NormalBed,5396,7895,
180,NormalBed,5396,7923,
180,NormalBed,5396,7952,
180,NormalBed,5396,7975,
180,NormalBed,5396,8007,
180,NormalBed,5396,8035,
180,NormalBed,10950,10980,
180,NormalBed,10950,11004,
180,NormalBed,10950,11031,
180,NormalBed,10950,11061,
180,NormalBed,10950,11088,
180,NormalBed,10950,11115,
180,NormalBed,10950,11143,
180,NormalBed,10950,11172,
180,NormalBed,10950,11199,
180,NormalBed,10950,11229,
180,NormalBed,10950,11253,
180,NormalBed,10950,11283,
180,NormalBed,10950,11310,
180,NormalBed,10950,11339,
180,NormalBed,10950,11367,
180,NormalBed,10950,11392,
180,NormalBed,10950,11421,
180,NormalBed,10950,11451,
180,NormalBed,10950,11478,
180,NormalBed,10950,11507,
180,NormalBed,10950,11532,
180,NormalBed,10950,11561,
180,NormalBed,10950,11588,
180,NormalBed,10950,11618,
180,NormalBed,10950,11642,
180,NormalBed,10950,11670,
180,NormalBed,10950,11700,
180,NormalBed,10950,11729,
180,NormalBed,10950,11756,
180,NormalBed,10950,11781,
180,NormalBed,10950,11810,
180,NormalBed,10950,11838,
180,NormalBed,10950,11868,
180,NormalBed,10950,11892,
180,NormalBed,10950,11921,
180,NormalBed,10950,11949,
180,NormalBed,10950,11978,
180,NormalBed,10950,12008,
180,NormalBed,10950,12033,
180,NormalBed,10950,12059,
180,NormalBed,10950,12089,
180,NormalBed,10950,12116,
180,NormalBed,10950,12141,
180,NormalBed,10950,12171,
180,NormalBed,10950,12199,
180,NormalBed,10950,12227,
180,NormalBed,10950,12257,
180,NormalBed,10950,12281,
180,NormalBed,10950,12311,
180,NormalBed,10950,12338,
180,NormalBed,10950,12367,
180,NormalBed,10950,12395,
180,NormalBed,10950,12420,
180,NormalBed,10950,12449,
180,NormalBed,10950,12478,
180,NormalBed,10950,12506,
180,NormalBed,10950,12535,
180,NormalBed,10950,12565,
180,NormalBed,10950,12592,
180,NormalBed,10950,12621,
180,NormalBed,10950,12649,
180,NormalBed,10950,12678,
180,NormalBed,10950,12710,
180,NormalBed,10950,12740,
180,NormalBed,10950,12770,
180,NormalBed,10950,12796,
180,NormalBed,18020,18042,
180,NormalBed,18020,18071,
180,NormalBed,18020,18101,
180,NormalBed,18020,18128,
180,NormalBed,18020,18153,
180,NormalBed,18020,18183,
180,NormalBed,18020,18212,
180,NormalBed,18020,18239,
180,NormalBed,18020,18264,
180,NormalBed,18020,18293,
180,NormalBed,18020,18321,
180,NormalBed,18020,18351,
180,NormalBed,18020,18379,
180,NormalBed,18020,18407,
180,NormalBed,18020,18432,
180,NormalBed,18020,18461,
180,NormalBed,18020,18491,
180,NormalBed,18020,18518,
180,NormalBed,18020,18542,
180,NormalBed,18020,18572,
180,NormalBed,18020,18599,
180,NormalBed,18020,18629,
180,NormalBed,18020,18658,
180,NormalBed,18020,18682,
180,NormalBed,18020,18710,
180,NormalBed,18020,18740,
180,NormalBed,18020,18769,
180,NormalBed,18020,18796,
180,NormalBed,18020,18821,
180,NormalBed,18020,18850,
180,NormalBed,18020,18878,
180,NormalBed,18020,18908,
180,NormalBed,18020,18932,
180,NormalBed,18020,18962,
180,NormalBed,18020,18989,
180,NormalBed,18020,19018,
180,NormalBed,18020,19048,
180,NormalBed,18020,19069,
180,NormalBed,18020,19099,
180,NormalBed,18020,19129,
180,NormalBed,18020,19156,
180,NormalBed,18020,19181,
180,NormalBed,18020,19215,
180,NormalBed,18020,19240,
180,NormalBed,18020,19267,
180,NormalBed,18020,19292,
180,NormalBed,18020,19321,
180,NormalBed,18020,19348,
180,NormalBed,18020,19378,
180,NormalBed,18020,19402,
180,NormalBed,18020,19432,
180,NormalBed,18020,19460,
180,NormalBed,18020,19489,
180,NormalBed,18020,19519,
180,NormalBed,18020,19544,
180,NormalBed,18020,19570,
180,NormalBed,18020,19600,
180,NormalBed,18020,19627,
180,NormalBed,18020,19656,
180,NormalBed,18020,19681,
180,NormalBed,18020,19710,
180,NormalBed,18020,19738,
180,NormalBed,18020,19768,
180,NormalBed,18020,19798,
180,NormalBed,18020,19822,
180,NormalBed,18020,19849,
180,NormalBed,18020,19878,
180,NormalBed,18020,19905,
180,NormalBed,18020,19935,
180,NormalBed,18020,19977,
180,NormalBed,18020,20004,
270,NormalBed,39830,39860,
270,NormalBed,39830,39884,
270,NormalBed,39830,39912,
270,NormalBed,39830,39941,
270,NormalBed,39830,39968,
270,NormalBed,39830,39998,
270,NormalBed,39830,40023,
270,NormalBed,39830,40052,
270,NormalBed,39830,40079,
270,NormalBed,39830,40109,
270,NormalBed,39830,40138,
270,NormalBed,39830,40165,
270,NormalBed,39830,40190,
270,NormalBed,39830,40219,
270,NormalBed,39830,40247,
270,NormalBed,39830,40271,
270,NormalBed,39830,40301,
270,NormalBed,39830,40331,
270,NormalBed,39830,40363,
270,NormalBed,39830,40387,
270,NormalBed,39830,40412,
270,NormalBed,39830,40441,
270,NormalBed,39830,40469,
270,NormalBed,39830,40498,
270,NormalBed,39830,40525,
270,NormalBed,39830,40550,
270,NormalBed,39830,40580,
270,NormalBed,39830,40609,
270,NormalBed,39830,40636,
270,NormalBed,39830,40660,
270,NormalBed,39830,40690,
270,NormalBed,39830,40720,
270,NormalBed,39830,40748,
270,NormalBed,39830,40776,
270,NormalBed,39830,40804,
270,NormalBed,39830,40828,
270,NormalBed,39830,40858,
270,NormalBed,39830,40883,
270,NormalBed,39830,40912,
270,NormalBed,39830,40939,
270,NormalBed,39830,40969,
270,NormalBed,39830,40998,
270,NormalBed,39830,41026,
270,NormalBed,39830,41051,
270,NormalBed,39830,41082,
270,NormalBed,39830,41107,
270,NormalBed,39830,41132,
270,NormalBed,39830,41161,
270,NormalBed,39830,41191,
270,NormalBed,39830,41218,
270,NormalBed,39830,41247,
270,NormalBed,39830,41272,
270,NormalBed,39830,41299,
270,NormalBed,39830,41329,
270,NormalBed,39830,41359,
270,NormalBed,39830,41385,
270,NormalBed,39830,41415,
270,NormalBed,39830,41440,
270,NormalBed,39830,41469,
270,NormalBed,39830,41496,
270,NormalBed,39830,41526,
270,NormalBed,39830,41550,
270,NormalBed,39830,41578,
270,NormalBed,44339,44368,
270,NormalBed,44339,44395,
270,NormalBed,44339,44425,
270,NormalBed,44339,44454,
270,NormalBed,44339,44482,
270,NormalBed,44339,44511,
270,NormalBed,44339,44535,
270,NormalBed,44339,44565,
270,NormalBed,44339,44593,
270,NormalBed,44339,44622,
270,NormalBed,44339,44649,
270,NormalBed,44339,44674,
270,NormalBed,44339,44703,
270,NormalBed,44339,44733,
270,NormalBed,44339,44761,
270,NormalBed,44339,44785,
270,NormalBed,44339,44814,
270,NormalBed,44339,44844,
270,NormalBed,44339,44871,
270,NormalBed,44339,44896,
270,NormalBed,44339,44925,
270,NormalBed,44339,44952,
270,NormalBed,44339,44982,
270,NormalBed,44339,45011,
270,NormalBed,44339,45036,
270,NormalBed,44339,45064,
270,NormalBed,44339,45093,
270,NormalBed,44339,45122,
270,NormalBed,44339,45145,
270,NormalBed,44339,45174,
270,NormalBed,44339,45204,
270,NormalBed,44339,45231,
270,NormalBed,44339,45260,
270,NormalBed,44339,45290,
270,NormalBed,44339,45315,
270,NormalBed,44339,45342,
270,NormalBed,44339,45372,
270,NormalBed,44339,45399,
270,NormalBed,44339,45428,
270,NormalBed,44339,45465,
270,NormalBed,44339,45495,
270,NormalBed,44339,45521,
270,NormalBed,44339,45551,
270,NormalBed,44339,45581,
270,NormalBed,44339,45605,
270,NormalBed,44339,45633,
270,NormalBed,44339,45663,
270,NormalBed,44339,45689,
270,NormalBed,44339,45719,
270,NormalBed,44339,45744,
270,NormalBed,44339,45773,
270,NormalBed,44339,45800,
270,NormalBed,44339,45830,
270,NormalBed,44339,45854,
270,NormalBed,44339,45884,
270,NormalBed,47991,48021,
270,NormalBed,47991,48049,
270,NormalBed,47991,48078,
270,NormalBed,47991,48103,
270,NormalBed,47991,48133,
270,NormalBed,47991,48159,
270,NormalBed,47991,48189,
270,NormalBed,47991,48219,
270,NormalBed,47991,48241,
270,NormalBed,47991,48270,
270,NormalBed,47991,48300,
270,NormalBed,47991,48327,
270,NormalBed,47991,48354,
270,NormalBed,47991,48381,
270,NormalBed,47991,48411,
270,NormalBed,47991,48438,
270,NormalBed,47991,48467,
270,NormalBed,47991,48492,
270,NormalBed,47991,48520,
270,NormalBed,47991,48548,
270,NormalBed,47991,48578,
270,NormalBed,47991,48606,
270,NormalBed,47991,48635,
270,NormalBed,47991,48660,
270,NormalBed,47991,48690,
270,NormalBed,47991,48716,
270,NormalBed,47991,48746,
270,NormalBed,47991,48771,
270,NormalBed,47991,48798,
270,NormalBed,47991,48827,
270,NormalBed,47991,48857,
270,NormalBed,47991,48884,
270,NormalBed,47991,48909,
270,NormalBed,47991,48939,
270,NormalBed,47991,48968,
270,NormalBed,47991,48995,
270,NormalBed,47991,49019,
270,NormalBed,47991,49049,
270,NormalBed,47991,49077,
270,NormalBed,47991,49105,
270,NormalBed,47991,49131,
270,NormalBed,47991,49160,
270,NormalBed,47991,49187,
270,NormalBed,47991,49217,
270,NormalBed,47991,49247,
270,NormalBed,47991,49273,
270,NormalBed,47991,49298,
270,NormalBed,47991,49328,
270,NormalBed,47991,49355,
270,NormalBed,47991,49384,
270,NormalBed,47991,49410,
270,NormalBed,47991,49441,
270,NormalBed,47991,49466,
270,NormalBed,47991,49496,
270,NormalBed,47991,49520,
270,NormalBed,47991,49547,
270,NormalBed,47991,49576,
270,NormalBed,47991,49606,
270,NormalBed,47991,49634,
270,NormalBed,47991,49658,
270,NormalBed,47991,49688,
270,NormalBed,47991,49717,
270,NormalBed,47991,49744,
