Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
10,Lying,1,135,335.926,(-0.06* 1.00* 0.01),(-0.36* 0.89* 0.29),(273.30* 129.89* 320.77)
10,Lying,2,135,337.4351,(-0.07* 1.00* 0.01),(-0.35* 0.90* 0.28),(273.30* 129.89* 320.77)
10,Lying,3,135,341.7746,(-0.14* 0.99* 0.05),(-0.33* 0.90* 0.28),(273.30* 129.89* 320.77)
10,Lying,1,270,29.86037,(-0.06* 1.00* 0.02),(0.44* 0.90* 0.02),(273.30* 129.89* 320.77)
10,Lying,2,270,36.12388,(-0.04* 1.00* 0.02),(0.56* 0.83* 0.04),(273.30* 129.89* 320.77)
10,Lying,3,270,42.39939,(-0.08* 1.00* 0.03),(0.61* 0.79* 0.02),(273.30* 129.89* 320.77)
10,Lying,1,45,21.85696,(-0.04* 1.00* 0.01),(-0.32* 0.92* -0.23),(273.30* 129.89* 320.77)
10,Lying,2,45,15.90466,(-0.09* 1.00* -0.02),(-0.28* 0.94* -0.21),(273.30* 129.89* 320.77)
10,Lying,3,45,18.96627,(-0.08* 1.00* 0.01),(-0.31* 0.93* -0.22),(273.30* 129.89* 320.77)
10,Lying,1,0,21.97893,(-0.11* 0.99* -0.02),(-0.08* 0.92* -0.39),(273.30* 129.89* 320.77)
10,Lying,2,0,24.0128,(-0.11* 0.99* -0.01),(-0.08* 0.91* -0.42),(273.30* 129.89* 320.77)
10,Lying,3,0,25.14338,(-0.08* 1.00* 0.00),(-0.08* 0.90* -0.43),(273.30* 129.89* 320.77)
10,Lying,1,90,17.72011,(-0.08* 1.00* -0.01),(-0.38* 0.93* 0.00),(273.30* 129.89* 320.77)
10,Lying,2,90,19.30526,(-0.09* 1.00* 0.01),(-0.41* 0.91* 0.01),(273.30* 129.89* 320.77)
10,Lying,3,90,21.18024,(-0.07* 1.00* 0.01),(-0.43* 0.90* 0.01),(273.30* 129.89* 320.77)
10,Lying,1,225,324.1915,(-0.08* 1.00* 0.01),(0.31* 0.83* 0.46),(273.30* 129.89* 320.77)
10,Lying,2,225,330.6492,(-0.03* 1.00* 0.05),(0.26* 0.86* 0.45),(273.30* 129.89* 320.77)
10,Lying,3,225,331.7298,(-0.06* 1.00* 0.03),(0.25* 0.88* 0.40),(273.30* 129.89* 320.77)
10,Lying,1,180,327.5177,(-0.06* 1.00* 0.01),(-0.07* 0.83* 0.55),(273.30* 129.89* 320.77)
10,Lying,2,180,332.656,(-0.05* 1.00* 0.05),(-0.08* 0.86* 0.51),(273.30* 129.89* 320.77)
10,Lying,3,180,331.9517,(-0.05* 1.00* 0.04),(-0.06* 0.86* 0.51),(273.30* 129.89* 320.77)
10,Lying,1,315,49.40211,(-0.07* 1.00* 0.03),(0.43* 0.70* -0.58),(273.30* 129.89* 320.77)
10,Lying,2,315,50.23387,(-0.01* 1.00* 0.01),(0.45* 0.65* -0.61),(273.30* 129.89* 320.77)
10,Lying,3,315,53.45061,(-0.02* 1.00* -0.01),(0.48* 0.60* -0.64),(273.30* 129.89* 320.77)
