Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
10,Standing,1,135,97.08746,(-0.07* 0.00* 1.00),(-0.75* 0.64* -0.18),(359.93* 358.17* 3.30)
10,Standing,2,135,94.25909,(-0.08* 0.01* 1.00),(-0.75* 0.64* -0.14),(359.93* 358.17* 3.30)
10,Standing,3,135,92.87386,(-0.08* 0.02* 1.00),(-0.75* 0.65* -0.12),(359.93* 358.17* 3.30)
10,Standing,1,270,54.12566,(-0.06* 0.04* 1.00),(-0.02* -0.79* 0.61),(359.93* 358.17* 3.30)
10,Standing,2,270,53.58223,(-0.07* 0.01* 1.00),(-0.01* -0.80* 0.60),(359.93* 358.17* 3.30)
10,Standing,3,270,53.00817,(-0.07* -0.01* 1.00),(-0.01* -0.80* 0.60),(359.93* 358.17* 3.30)
10,Standing,1,45,291.8342,(-0.06* 0.01* 1.00),(0.58* 0.71* 0.40),(359.93* 358.17* 3.30)
10,Standing,2,45,291.7791,(-0.06* 0.02* 1.00),(0.58* 0.72* 0.39),(359.93* 358.17* 3.30)
10,Standing,3,45,289.3527,(-0.04* 0.05* 1.00),(0.60* 0.73* 0.32),(359.93* 358.17* 3.30)
10,Standing,1,0,275.8998,(-0.05* 0.05* 1.00),(0.99* 0.06* 0.15),(359.93* 358.17* 3.30)
10,Standing,2,0,267.8074,(-0.04* 0.01* 1.00),(1.00* 0.07* 0.00),(359.93* 358.17* 3.30)
10,Standing,3,0,271.4242,(-0.06* 0.01* 1.00),(0.99* 0.09* 0.08),(359.93* 358.17* 3.30)
10,Standing,1,90,71.57031,(-0.04* 0.02* 1.00),(-0.10* 0.95* 0.29),(359.93* 358.17* 3.30)
10,Standing,2,90,69.68119,(-0.06* 0.02* 1.00),(-0.11* 0.94* 0.32),(359.93* 358.17* 3.30)
10,Standing,3,90,74.0655,(-0.06* 0.02* 1.00),(-0.10* 0.96* 0.25),(359.93* 358.17* 3.30)
10,Standing,1,225,75.31056,(-0.06* 0.06* 1.00),(-0.70* -0.67* 0.25),(359.93* 358.17* 3.30)
10,Standing,2,225,74.33968,(-0.07* 0.00* 1.00),(-0.71* -0.67* 0.22),(359.93* 358.17* 3.30)
10,Standing,3,225,62.5293,(-0.08* -0.01* 1.00),(-0.65* -0.65* 0.40),(359.93* 358.17* 3.30)
10,Standing,1,180,89.19743,(-0.07* 0.00* 1.00),(-1.00* -0.04* -0.06),(359.93* 358.17* 3.30)
10,Standing,2,180,91.08193,(-0.10* 0.00* 1.00),(-0.99* -0.03* -0.12),(359.93* 358.17* 3.30)
10,Standing,3,180,94.94417,(-0.11* 0.00* 0.99),(-0.98* -0.04* -0.20),(359.93* 358.17* 3.30)
10,Standing,1,315,283.3015,(-0.08* 0.00* 1.00),(0.71* -0.64* 0.29),(359.93* 358.17* 3.30)
10,Standing,2,315,281.8234,(-0.04* -0.02* 1.00),(0.72* -0.66* 0.23),(359.93* 358.17* 3.30)
10,Standing,3,315,280.0724,(-0.07* -0.03* 1.00),(0.73* -0.66* 0.20),(359.93* 358.17* 3.30)
