Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
12,Standing,1,180,171.0455,(0.89* 0.13* 0.44),(-0.94* -0.14* -0.30),(352.03* 57.71* 357.57)
12,Standing,2,180,174.8816,(0.88* 0.15* 0.44),(-0.92* -0.14* -0.36),(352.03* 57.71* 357.57)
12,Standing,3,180,171.7892,(0.89* 0.13* 0.43),(-0.95* -0.13* -0.30),(352.03* 57.71* 357.57)
12,Standing,1,315,196.097,(0.89* 0.14* 0.43),(-0.73* -0.19* -0.65),(352.03* 57.71* 357.57)
12,Standing,2,315,189.5905,(0.88* 0.15* 0.45),(-0.84* -0.02* -0.54),(352.03* 57.71* 357.57)
12,Standing,3,315,169.8163,(0.88* 0.10* 0.47),(-0.89* 0.08* -0.44),(352.03* 57.71* 357.57)
12,Standing,1,135,157.4692,(0.87* 0.17* 0.47),(-0.93* 0.19* -0.32),(352.03* 57.71* 357.57)
12,Standing,2,135,159.6094,(0.89* 0.14* 0.44),(-0.93* 0.19* -0.33),(352.03* 57.71* 357.57)
12,Standing,3,135,187.4753,(0.89* 0.10* 0.45),(-0.87* 0.02* -0.50),(352.03* 57.71* 357.57)
12,Standing,1,270,157.3289,(0.87* 0.20* 0.45),(-0.68* -0.53* -0.51),(352.03* 57.71* 357.57)
12,Standing,2,270,144.6665,(0.88* 0.10* 0.46),(-0.61* -0.64* -0.47),(352.03* 57.71* 357.57)
12,Standing,3,270,141.1168,(0.87* 0.14* 0.47),(-0.54* -0.72* -0.44),(352.03* 57.71* 357.57)
12,Standing,1,45,196.5702,(0.88* 0.11* 0.46),(-0.72* -0.07* -0.70),(352.03* 57.71* 357.57)
12,Standing,2,45,190.8143,(0.88* 0.13* 0.45),(-0.81* -0.29* -0.51),(352.03* 57.71* 357.57)
12,Standing,3,45,193.9863,(0.89* 0.13* 0.44),(-0.82* -0.37* -0.44),(352.03* 57.71* 357.57)
12,Standing,1,0,172.2258,(0.88* 0.13* 0.46),(-0.93* -0.14* -0.33),(352.03* 57.71* 357.57)
12,Standing,2,0,182.9452,(0.89* 0.13* 0.44),(-0.86* -0.13* -0.48),(352.03* 57.71* 357.57)
12,Standing,3,0,195.4672,(0.89* 0.13* 0.44),(-0.73* -0.17* -0.66),(352.03* 57.71* 357.57)
12,Standing,1,90,87.97552,(0.86* 0.14* 0.49),(-0.01* 0.98* -0.18),(352.03* 57.71* 357.57)
12,Standing,2,90,88.19363,(0.88* 0.14* 0.46),(-0.03* 0.98* -0.18),(352.03* 57.71* 357.57)
12,Standing,3,90,85.4776,(0.88* 0.15* 0.46),(0.01* 0.99* -0.16),(352.03* 57.71* 357.57)
12,Standing,1,225,187.8182,(0.87* 0.12* 0.47),(-0.84* -0.25* -0.48),(352.03* 57.71* 357.57)
12,Standing,2,225,193.205,(0.89* 0.13* 0.43),(-0.77* -0.12* -0.63),(352.03* 57.71* 357.57)
12,Standing,3,225,194.8462,(0.88* 0.14* 0.45),(-0.74* -0.11* -0.66),(352.03* 57.71* 357.57)
