Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
180,1,15.87241,(277.10* 284.00* 168.10),3.057256,-0.2022095,(358.44* 85.86* 251.64),-68.87048,-176.4641,(271.33* 192.56* 260.01)
180,1,15.90786,(277.09* 283.99* 168.12),3.053848,-0.203186,(358.42* 85.87* 251.72),-68.94778,-176.3974,(271.33* 192.56* 260.01)
180,1,15.92808,(277.10* 283.97* 168.14),3.052785,-0.2000732,(358.41* 85.87* 251.78),-69.01349,-176.3329,(271.33* 192.56* 260.01)
180,1,15.95599,(277.12* 283.94* 168.17),3.054401,-0.2029419,(358.41* 85.87* 251.80),-69.02634,-176.3215,(271.33* 192.56* 260.01)
180,1,15.99431,(277.10* 283.91* 168.20),3.046635,-0.2003784,(358.42* 85.86* 251.83),-69.06198,-176.3436,(271.33* 192.56* 260.01)
180,1,16.02268,(277.09* 283.89* 168.22),3.043245,-0.2067566,(358.43* 85.86* 251.88),-69.10754,-176.3572,(271.33* 192.56* 260.01)
180,1,16.05124,(277.14* 283.90* 168.21),3.054745,-0.2006226,(358.44* 85.86* 251.91),-69.13904,-176.3742,(271.33* 192.56* 260.01)
180,1,16.08026,(277.13* 283.90* 168.21),3.053358,-0.1930542,(358.47* 85.84* 252.06),-69.29288,-176.4174,(271.33* 192.56* 260.01)
180,1,16.10785,(277.10* 283.83* 168.28),3.037878,-0.2075195,(358.49* 85.83* 252.16),-69.39288,-176.436,(271.33* 192.56* 260.01)
180,1,16.13687,(277.11* 284.02* 168.09),3.061604,-0.2044678,(358.49* 85.82* 252.20),-69.43152,-176.4338,(271.33* 192.56* 260.01)
180,1,16.16471,(277.14* 284.22* 167.89),3.093511,-0.1996765,(358.49* 85.82* 252.19),-69.42804,-176.4322,(271.33* 192.56* 260.01)
180,1,16.19233,(277.15* 284.39* 167.72),3.116087,-0.1994324,(358.48* 85.85* 252.22),-69.4552,-176.3612,(271.33* 192.56* 260.01)
180,1,16.22042,(277.10* 284.52* 167.59),3.120767,-0.2056885,(358.49* 85.82* 252.12),-69.35269,-176.4546,(271.33* 192.56* 260.01)
180,1,16.24842,(277.09* 284.58* 167.51),3.126108,-0.2137451,(358.48* 85.82* 252.08),-69.31699,-176.4655,(271.33* 192.56* 260.01)
180,1,16.27621,(277.08* 284.58* 167.51),3.124793,-0.216156,(358.49* 85.82* 252.07),-69.31018,-176.4931,(271.33* 192.56* 260.01)
180,1,16.30434,(277.10* 284.76* 167.32),3.150476,-0.2205505,(358.50* 85.81* 252.06),-69.2966,-176.5184,(271.33* 192.56* 260.01)
