Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
135,1,9.099899,(271.48* 26.63* 64.90),3.138983,0.7563697,(7.61* 93.13* 246.97),-65.61975,170.5434,(276.87* 105.28* 345.56)
135,1,9.136027,(271.48* 26.14* 65.39),3.143732,0.7565969,(7.61* 93.12* 246.93),-65.58582,170.5701,(276.87* 105.28* 345.56)
135,1,9.172573,(271.49* 26.94* 64.60),3.144976,0.7710072,(7.59* 93.13* 247.04),-65.69235,170.5494,(276.87* 105.28* 345.56)
135,1,9.194128,(271.48* 27.48* 64.04),3.128091,0.7528591,(7.59* 93.12* 247.06),-65.71359,170.5237,(276.87* 105.28* 345.56)
135,1,9.221885,(271.45* 26.86* 64.65),3.104828,0.7424599,(7.59* 93.12* 247.04),-65.69455,170.5492,(276.87* 105.28* 345.56)
135,1,9.250697,(271.46* 26.67* 64.85),3.115348,0.7564734,(7.59* 93.11* 246.97),-65.62506,170.5756,(276.87* 105.28* 345.56)
135,1,9.27993,(271.46* 26.19* 65.34),3.121538,0.75871,(7.58* 93.11* 246.94),-65.59818,170.6046,(276.87* 105.28* 345.56)
135,1,9.308274,(271.47* 26.77* 64.74),3.126259,0.7487265,(7.60* 93.10* 246.92),-65.57764,170.5766,(276.87* 105.28* 345.56)
135,1,9.337131,(271.48* 26.82* 64.69),3.135055,0.7452259,(7.61* 93.10* 246.89),-65.54047,170.5644,(276.87* 105.28* 345.56)
135,1,9.364803,(271.48* 26.75* 64.77),3.139702,0.7443385,(7.63* 93.13* 246.92),-65.57043,170.5464,(276.87* 105.28* 345.56)
135,1,9.392675,(271.48* 27.17* 64.33),3.134301,0.741335,(7.66* 93.12* 246.89),-65.53021,170.483,(276.87* 105.28* 345.56)
135,1,9.420816,(271.48* 27.35* 64.16),3.131837,0.7400902,(7.67* 93.11* 246.84),-65.48563,170.472,(276.87* 105.28* 345.56)
135,1,9.448338,(271.48* 27.26* 64.24),3.126813,0.7362143,(7.68* 93.11* 246.83),-65.46976,170.4762,(276.87* 105.28* 345.56)
135,1,9.476418,(271.49* 26.76* 64.76),3.143894,0.7488449,(7.67* 93.12* 246.85),-65.48685,170.4758,(276.87* 105.28* 345.56)
135,1,9.504547,(271.49* 27.94* 63.57),3.135024,0.7410581,(7.67* 93.12* 246.85),-65.49374,170.4807,(276.87* 105.28* 345.56)
135,1,9.53167,(271.49* 27.86* 63.65),3.131791,0.7410405,(7.66* 93.12* 246.84),-65.48849,170.5033,(276.87* 105.28* 345.56)
135,1,9.560236,(271.48* 26.35* 65.16),3.144585,0.7453941,(7.64* 93.12* 246.93),-65.5773,170.5035,(276.87* 105.28* 345.56)
135,1,9.581235,(271.49* 25.50* 66.01),3.159502,0.7413443,(7.64* 93.08* 246.70),-65.34998,170.6047,(276.87* 105.28* 345.56)
135,1,9.601364,(271.50* 25.04* 66.46),3.177747,0.7310131,(7.63* 93.06* 246.70),-65.35107,170.5951,(276.87* 105.28* 345.56)
135,1,9.629024,(271.52* 23.81* 67.67),3.204668,0.7136423,(7.62* 93.04* 246.61),-65.26892,170.6563,(276.87* 105.28* 345.56)
135,1,9.656612,(271.57* 20.58* 70.89),3.286409,0.7014527,(7.60* 93.05* 246.49),-65.15839,170.7903,(276.87* 105.28* 345.56)
135,1,9.684786,(271.67* 14.84* 76.58),3.424411,0.6597797,(7.55* 93.07* 246.40),-65.08716,170.9588,(276.87* 105.28* 345.56)
135,1,9.712575,(271.83* 15.28* 76.12),3.578004,0.6420361,(7.52* 93.10* 246.26),-64.95218,171.1319,(276.87* 105.28* 345.56)
135,1,9.740616,(272.01* 12.84* 78.58),3.774431,0.6678811,(7.48* 93.11* 246.20),-64.90234,171.2594,(276.87* 105.28* 345.56)
135,1,9.768156,(272.20* 9.04* 82.38),3.979194,0.6651233,(7.43* 93.11* 246.14),-64.85428,171.3959,(276.87* 105.28* 345.56)
135,1,9.796106,(272.39* 7.03* 84.41),4.177673,0.6887553,(7.40* 93.12* 246.11),-64.82861,171.4963,(276.87* 105.28* 345.56)
135,1,9.824119,(272.53* 5.58* 85.84),4.330908,0.6709186,(7.35* 93.13* 246.06),-64.78906,171.6143,(276.87* 105.28* 345.56)
135,1,9.852059,(272.71* 3.56* 87.82),4.516566,0.6341963,(7.28* 93.14* 245.98),-64.72534,171.8194,(276.87* 105.28* 345.56)
