Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
180,1,16.27644,(358.00* 5.31* 1.51),-0.6850891,-1.471924,(0.56* 1.37* 3.27),2.066501,-5.371307,(358.79* 6.80* 0.65)
180,1,16.31355,(358.00* 5.35* 1.42),-0.6983643,-1.43515,(0.49* 1.30* 3.23),1.993735,-5.441711,(358.79* 6.80* 0.65)
180,1,16.36081,(358.04* 5.28* 1.36),-0.6647949,-1.509857,(0.55* 1.30* 3.36),2.065189,-5.445984,(358.79* 6.80* 0.65)
180,1,16.39087,(358.02* 5.23* 1.39),-0.6774597,-1.557739,(0.58* 1.27* 3.33),2.087619,-5.477081,(358.79* 6.80* 0.65)
180,1,16.41534,(357.98* 5.20* 1.41),-0.7206116,-1.585632,(1.54* 1.82* 3.55),3.075731,-4.924957,(358.79* 6.80* 0.65)
180,1,16.44238,(357.96* 5.18* 1.41),-0.7338257,-1.610779,(3.12* 0.13* 358.84),4.084348,-6.722961,(358.79* 6.80* 0.65)
180,1,16.47129,(357.92* 5.17* 1.44),-0.7716675,-1.618774,(3.25* 359.78* 358.04),4.115819,-7.092224,(358.79* 6.80* 0.65)
180,1,16.49967,(357.85* 5.15* 1.41),-0.8477478,-1.642517,(3.25* 359.74* 357.97),4.107472,-7.131653,(358.79* 6.80* 0.65)
180,1,16.52824,(357.81* 5.10* 1.42),-0.8869934,-1.688934,(4.44* 0.42* 358.76),5.380841,-6.446655,(358.79* 6.80* 0.65)
180,1,16.55588,(357.81* 5.10* 1.42),-0.8824158,-1.684875,(4.56* 0.80* 359.13),5.541621,-6.064453,(358.79* 6.80* 0.65)
180,1,16.58397,(357.86* 5.13* 1.41),-0.8362122,-1.655396,(4.48* 0.87* 359.20),5.478505,-5.995575,(358.79* 6.80* 0.65)
180,1,16.61174,(357.90* 5.16* 1.39),-0.798645,-1.627991,(4.51* 0.89* 359.21),5.50515,-5.972229,(358.79* 6.80* 0.65)
180,1,16.63996,(357.96* 5.19* 1.40),-0.7327881,-1.600006,(4.52* 0.89* 359.22),5.518377,-5.978088,(358.79* 6.80* 0.65)
180,1,16.66774,(358.03* 5.25* 1.38),-0.6732178,-1.542145,(4.51* 0.85* 359.23),5.511688,-6.012787,(358.79* 6.80* 0.65)
180,1,16.69583,(358.04* 5.25* 1.38),-0.6592712,-1.539459,(5.36* 0.66* 359.66),6.407334,-6.205994,(358.79* 6.80* 0.65)
180,1,16.7235,(358.12* 5.20* 1.37),-0.5848999,-1.58606,(6.01* 0.32* 359.82),7.07248,-6.549622,(358.79* 6.80* 0.65)
180,1,16.75108,(358.22* 5.18* 1.37),-0.481842,-1.612122,(6.02* 0.28* 359.86),7.078541,-6.596893,(358.79* 6.80* 0.65)
180,1,16.77962,(358.31* 5.17* 1.38),-0.3883057,-1.61792,(6.22* 0.36* 0.09),7.308471,-6.506805,(358.79* 6.80* 0.65)
180,1,16.80679,(358.26* 5.14* 1.39),-0.4375,-1.643799,(6.32* 0.46* 0.22),7.429173,-6.406311,(358.79* 6.80* 0.65)
180,1,16.83471,(358.23* 5.14* 1.42),-0.4715881,-1.645111,(6.34* 0.46* 0.23),7.443223,-6.406403,(358.79* 6.80* 0.65)
180,1,16.86257,(358.16* 5.14* 1.40),-0.5371704,-1.64798,(2.40* 1.40* 3.33),3.897234,-5.352783,(358.79* 6.80* 0.65)
180,1,16.88983,(358.08* 5.13* 1.42),-0.6108398,-1.657501,(5.34* 0.69* 1.15),6.566765,-6.147705,(358.79* 6.80* 0.65)
180,1,16.91817,(358.05* 5.12* 1.40),-0.6487427,-1.665344,(6.26* 0.19* 359.84),7.319098,-6.689636,(358.79* 6.80* 0.65)
180,1,16.946,(358.06* 5.11* 1.42),-0.6345215,-1.680603,(6.28* 0.14* 359.69),7.321007,-6.742554,(358.79* 6.80* 0.65)
180,1,16.97388,(358.00* 5.09* 1.42),-0.694397,-1.702362,(6.28* 0.12* 359.66),7.322398,-6.764099,(358.79* 6.80* 0.65)
180,1,17.00152,(357.99* 5.07* 1.44),-0.7047119,-1.713959,(6.58* 0.38* 0.15),7.677484,-6.497498,(358.79* 6.80* 0.65)
180,1,17.02924,(357.99* 5.05* 1.45),-0.7040405,-1.736938,(6.63* 0.42* 0.21),7.726976,-6.453827,(358.79* 6.80* 0.65)
180,1,17.0569,(358.02* 5.02* 1.46),-0.6671753,-1.761749,(5.51* 0.55* 359.71),6.560215,-6.316223,(358.79* 6.80* 0.65)
180,1,17.08565,(358.04* 4.99* 1.46),-0.6485596,-1.795807,(4.45* 0.68* 359.24),5.452091,-6.18399,(358.79* 6.80* 0.65)
180,1,17.11249,(358.03* 4.96* 1.48),-0.658844,-1.824921,(4.38* 0.67* 359.17),5.37309,-6.195862,(358.79* 6.80* 0.65)
180,1,17.14071,(358.02* 4.93* 1.47),-0.6720581,-1.855164,(4.39* 0.65* 359.15),5.378871,-6.214111,(358.79* 6.80* 0.65)
180,1,17.17576,(357.99* 4.90* 1.44),-0.701355,-1.889313,(4.40* 0.61* 359.13),5.390703,-6.255737,(358.79* 6.80* 0.65)
180,1,17.19607,(357.97* 4.88* 1.42),-0.7227478,-1.907776,(4.42* 0.59* 359.12),5.411416,-6.273529,(358.79* 6.80* 0.65)
180,1,17.22352,(357.94* 4.85* 1.40),-0.75354,-1.936523,(4.44* 0.56* 359.11),5.430647,-6.308777,(358.79* 6.80* 0.65)
180,1,17.25144,(357.94* 4.79* 1.39),-0.7625732,-1.997833,(4.49* 0.52* 359.11),5.478038,-6.34787,(358.79* 6.80* 0.65)
180,1,17.27937,(357.93* 4.72* 1.37),-0.772644,-2.071411,(4.50* 0.48* 359.13),5.485568,-6.388367,(358.79* 6.80* 0.65)
180,1,17.30688,(357.93* 4.63* 1.31),-0.7726135,-2.161987,(4.52* 0.43* 359.15),5.508077,-6.435913,(358.79* 6.80* 0.65)
