Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
135,1,9.752663,(0.12* 356.68* 3.18),-0.4067078,-1.565369,(356.18* 350.09* 359.93),-4.24762,-8.118774,(0.52* 358.24* 2.98)
135,1,9.795531,(0.02* 356.65* 3.18),-0.5044861,-1.59552,(356.18* 350.08* 359.89),-4.2435,-8.129791,(0.52* 358.24* 2.98)
135,1,9.841656,(359.99* 356.66* 3.19),-0.5354919,-1.586487,(356.22* 350.08* 359.88),-4.200195,-8.132172,(0.52* 358.24* 2.98)
135,1,9.866562,(0.03* 356.71* 3.09),-0.4959106,-1.529785,(356.23* 350.08* 359.91),-4.199188,-8.125885,(0.52* 358.24* 2.98)
135,1,9.895181,(0.06* 356.74* 3.10),-0.4689331,-1.503265,(356.22* 350.12* 359.94),-4.206696,-8.092651,(0.52* 358.24* 2.98)
135,1,9.924217,(0.07* 356.75* 3.11),-0.458313,-1.487579,(356.22* 350.12* 359.98),-4.205841,-8.091278,(0.52* 358.24* 2.98)
135,1,9.952519,(0.09* 356.78* 3.10),-0.4396667,-1.456573,(356.23* 350.12* 0.02),-4.20108,-8.091125,(0.52* 358.24* 2.98)
135,1,9.981514,(0.09* 356.76* 3.11),-0.438324,-1.480865,(356.23* 350.10* 0.03),-4.197601,-8.108765,(0.52* 358.24* 2.98)
135,1,10.00915,(0.08* 356.71* 3.14),-0.4486389,-1.526733,(356.23* 350.09* 0.04),-4.197021,-8.118652,(0.52* 358.24* 2.98)
135,1,10.03781,(0.07* 356.65* 3.12),-0.4571533,-1.595825,(356.22* 350.08* 0.05),-4.208313,-8.126648,(0.52* 358.24* 2.98)
135,1,10.06533,(0.10* 356.61* 3.11),-0.4265442,-1.633789,(356.21* 350.06* 0.06),-4.218872,-8.147614,(0.52* 358.24* 2.98)
135,1,10.09299,(0.12* 356.58* 3.10),-0.4099121,-1.663208,(356.22* 350.06* 0.06),-4.206909,-8.150757,(0.52* 358.24* 2.98)
135,1,10.12316,(0.11* 356.61* 3.08),-0.4200745,-1.630707,(356.23* 350.05* 0.08),-4.196381,-8.159668,(0.52* 358.24* 2.98)
135,1,10.14891,(0.09* 356.64* 3.08),-0.4394531,-1.60434,(356.25* 350.04* 0.08),-4.176208,-8.168976,(0.52* 358.24* 2.98)
135,1,10.17816,(0.02* 356.65* 3.05),-0.5033569,-1.589294,(356.26* 350.03* 0.09),-4.170197,-8.176605,(0.52* 358.24* 2.98)
135,1,10.20627,(0.00* 356.67* 3.01),-0.5186462,-1.571747,(356.27* 350.04* 0.12),-4.156952,-8.166473,(0.52* 358.24* 2.98)
135,1,10.23079,(359.99* 356.63* 3.00),-0.5328674,-1.612152,(356.29* 350.04* 0.12),-4.142792,-8.172913,(0.52* 358.24* 2.98)
135,1,10.25907,(359.89* 356.52* 2.98),-0.6330566,-1.717773,(356.28* 350.03* 0.10),-4.150787,-8.185852,(0.52* 358.24* 2.98)
135,1,10.29029,(359.76* 356.38* 2.95),-0.7591248,-1.858429,(356.27* 349.99* 0.06),-4.158417,-8.2229,(0.52* 358.24* 2.98)
135,1,10.31476,(359.63* 356.23* 2.94),-0.8946533,-2.007111,(356.27* 349.97* 0.04),-4.154572,-8.243988,(0.52* 358.24* 2.98)
135,1,10.34119,(359.49* 356.12* 2.95),-1.03183,-2.121796,(356.27* 349.91* 359.97),-4.15921,-8.300873,(0.52* 358.24* 2.98)
135,1,10.36293,(359.33* 355.90* 2.96),-1.193756,-2.335999,(356.27* 349.89* 359.94),-4.15741,-8.320282,(0.52* 358.24* 2.98)
135,1,10.38783,(359.08* 355.57* 2.99),-1.437347,-2.671295,(357.60* 350.58* 0.56),-2.845184,-7.634491,(0.52* 358.24* 2.98)
135,1,10.41512,(359.03* 355.34* 2.97),-1.48703,-2.901367,(357.94* 350.70* 0.65),-2.507507,-7.516998,(0.52* 358.24* 2.98)
135,1,10.44181,(358.88* 354.98* 3.02),-1.639465,-3.257324,(357.98* 350.67* 0.59),-2.46933,-7.545959,(0.52* 358.24* 2.98)
135,1,10.46844,(358.74* 354.57* 3.02),-1.777985,-3.668579,(356.74* 350.00* 359.91),-3.683807,-8.214447,(0.52* 358.24* 2.98)
135,1,10.49635,(358.53* 354.17* 3.05),-1.996582,-4.06839,(356.38* 349.79* 359.66),-4.035828,-8.417236,(0.52* 358.24* 2.98)
135,1,10.52422,(358.23* 353.76* 3.06),-2.292664,-4.480438,(356.42* 349.75* 359.63),-3.998444,-8.453705,(0.52* 358.24* 2.98)
135,1,10.55171,(357.94* 353.32* 3.07),-2.586212,-4.919464,(356.42* 349.71* 359.58),-3.992554,-8.502655,(0.52* 358.24* 2.98)
135,1,10.57911,(357.60* 352.87* 3.10),-2.920593,-5.370117,(356.44* 349.64* 359.55),-3.970825,-8.570923,(0.52* 358.24* 2.98)
135,1,10.60673,(357.25* 352.41* 3.08),-3.271057,-5.829865,(356.47* 349.56* 359.56),-3.948914,-8.651855,(0.52* 358.24* 2.98)
135,1,10.6348,(356.87* 351.94* 3.03),-3.650726,-6.300568,(356.46* 349.47* 359.58),-3.956635,-8.737457,(0.52* 358.24* 2.98)
135,1,10.6624,(356.51* 351.46* 3.03),-4.00708,-6.777771,(356.87* 349.86* 0.18),-3.567902,-8.348816,(0.52* 358.24* 2.98)
135,1,10.68973,(356.15* 351.00* 3.02),-4.37204,-7.236481,(356.90* 349.74* 0.18),-3.53241,-8.468445,(0.52* 358.24* 2.98)
135,1,10.71816,(355.82* 350.52* 3.03),-4.705231,-7.710815,(356.95* 349.62* 0.13),-3.484314,-8.59433,(0.52* 358.24* 2.98)
135,1,10.74596,(355.54* 350.07* 3.04),-4.978058,-8.164978,(356.96* 349.49* 0.06),-3.471436,-8.71933,(0.52* 358.24* 2.98)
135,1,10.77374,(355.32* 349.65* 3.05),-5.204193,-8.580414,(357.00* 349.32* 0.00),-3.425323,-8.894592,(0.52* 358.24* 2.98)
135,1,10.80123,(355.06* 349.25* 3.07),-5.460632,-8.983704,(357.04* 349.18* 359.96),-3.39151,-9.034454,(0.52* 358.24* 2.98)
135,1,10.82865,(354.85* 348.85* 3.06),-5.670959,-9.377228,(357.05* 349.02* 359.94),-3.371765,-9.18808,(0.52* 358.24* 2.98)
135,1,10.85704,(354.61* 348.46* 3.06),-5.911102,-9.766998,(357.09* 348.85* 359.91),-3.331512,-9.360077,(0.52* 358.24* 2.98)
135,1,10.88472,(354.30* 348.04* 3.04),-6.217499,-10.19138,(357.14* 348.72* 359.81),-3.281067,-9.491302,(0.52* 358.24* 2.98)
135,1,10.91237,(353.99* 347.59* 3.03),-6.533264,-10.63864,(357.23* 348.62* 359.59),-3.190094,-9.585846,(0.52* 358.24* 2.98)
135,1,10.94008,(353.63* 347.18* 2.99),-6.884827,-11.04987,(357.25* 348.46* 359.47),-3.16507,-9.751099,(0.52* 358.24* 2.98)
135,1,10.96815,(353.21* 346.74* 2.96),-7.304108,-11.48672,(357.26* 348.30* 359.40),-3.149872,-9.903595,(0.52* 358.24* 2.98)
135,1,10.99619,(352.75* 346.29* 2.93),-7.76358,-11.93069,(357.23* 348.11* 359.41),-3.184662,-10.09741,(0.52* 358.24* 2.98)
135,1,11.02404,(352.36* 345.85* 2.89),-8.1539,-12.36841,(357.15* 347.85* 359.47),-3.25827,-10.35709,(0.52* 358.24* 2.98)
135,1,11.05131,(351.97* 345.44* 2.86),-8.541168,-12.77676,(357.13* 347.67* 359.48),-3.283417,-10.54324,(0.52* 358.24* 2.98)
135,1,11.07991,(351.55* 344.99* 2.88),-8.9646,-13.22604,(357.09* 347.49* 359.43),-3.316162,-10.72214,(0.52* 358.24* 2.98)
135,1,11.10729,(351.16* 344.56* 2.85),-9.356323,-13.65271,(357.07* 347.35* 359.38),-3.335968,-10.86206,(0.52* 358.24* 2.98)
135,1,11.13503,(350.88* 344.10* 2.90),-9.635223,-14.11182,(357.10* 347.23* 359.39),-3.312469,-10.98059,(0.52* 358.24* 2.98)
135,1,11.16289,(350.59* 343.61* 2.94),-9.923065,-14.60242,(357.10* 347.10* 359.37),-3.307434,-11.10471,(0.52* 358.24* 2.98)
135,1,11.19026,(350.31* 343.10* 2.95),-10.20566,-15.11176,(357.11* 347.00* 359.36),-3.299042,-11.20999,(0.52* 358.24* 2.98)
135,1,11.21866,(350.05* 342.66* 2.97),-10.46497,-15.55093,(357.10* 346.89* 359.33),-3.304291,-11.3175,(0.52* 358.24* 2.98)
135,1,11.24644,(349.70* 342.15* 3.02),-10.81778,-16.05719,(357.11* 346.78* 359.29),-3.300842,-11.42929,(0.52* 358.24* 2.98)
135,1,11.27439,(349.28* 341.72* 2.98),-11.23886,-16.48721,(357.15* 346.56* 359.17),-3.257385,-11.64609,(0.52* 358.24* 2.98)
135,1,11.31272,(349.02* 341.50* 2.98),-11.50153,-16.70493,(357.16* 346.49* 359.19),-3.243591,-11.71353,(0.52* 358.24* 2.98)
135,1,11.34461,(347.86* 340.49* 2.91),-12.65063,-17.7037,(357.16* 346.43* 359.13),-3.244232,-11.77136,(0.52* 358.24* 2.98)
135,1,11.37159,(347.30* 340.12* 2.89),-13.21564,-18.06961,(357.14* 346.33* 359.21),-3.263672,-11.87878,(0.52* 358.24* 2.98)
135,1,11.39942,(347.04* 339.94* 2.87),-13.4722,-18.25336,(357.14* 346.20* 359.24),-3.266022,-12.00873,(0.52* 358.24* 2.98)
135,1,11.42677,(346.57* 339.65* 2.87),-13.94604,-18.54019,(357.15* 346.09* 359.28),-3.260712,-12.11578,(0.52* 358.24* 2.98)
135,1,11.45402,(346.17* 339.33* 2.83),-14.34357,-18.84863,(357.15* 346.01* 359.29),-3.252899,-12.20068,(0.52* 358.24* 2.98)
135,1,11.4817,(345.76* 339.05* 2.86),-14.75415,-19.12463,(357.16* 345.93* 359.30),-3.24646,-12.28067,(0.52* 358.24* 2.98)
135,1,11.50871,(345.40* 338.77* 2.87),-15.11005,-19.40961,(357.17* 345.86* 359.33),-3.241364,-12.34412,(0.52* 358.24* 2.98)
135,1,11.53692,(345.11* 338.44* 2.89),-15.40549,-19.73181,(357.15* 345.73* 359.34),-3.254883,-12.47375,(0.52* 358.24* 2.98)
135,1,11.56658,(344.89* 338.11* 2.90),-15.61743,-20.06329,(357.17* 345.63* 359.36),-3.237305,-12.58209,(0.52* 358.24* 2.98)
135,1,11.59151,(344.62* 337.75* 2.90),-15.89191,-20.42023,(357.19* 345.53* 359.36),-3.217957,-12.67453,(0.52* 358.24* 2.98)
135,1,11.61966,(344.34* 337.34* 2.94),-16.17694,-20.82269,(357.19* 345.45* 359.37),-3.217255,-12.7587,(0.52* 358.24* 2.98)
135,1,11.64726,(343.99* 336.90* 2.99),-16.52597,-21.26736,(357.25* 345.35* 359.35),-3.158905,-12.85672,(0.52* 358.24* 2.98)
135,1,11.67536,(343.67* 336.45* 2.99),-16.84396,-21.70752,(357.26* 345.28* 359.34),-3.151184,-12.92682,(0.52* 358.24* 2.98)
135,1,11.70347,(343.35* 335.97* 3.03),-17.16296,-22.1857,(357.27* 345.21* 359.33),-3.139832,-13.00085,(0.52* 358.24* 2.98)
135,1,11.73072,(342.91* 335.51* 3.08),-17.60965,-22.64648,(357.28* 345.13* 359.37),-3.125,-13.07596,(0.52* 358.24* 2.98)
135,1,11.75901,(342.43* 335.05* 3.13),-18.08347,-23.09747,(357.28* 345.07* 359.41),-3.128998,-13.13538,(0.52* 358.24* 2.98)
135,1,11.78666,(341.98* 334.60* 3.15),-18.54248,-23.54764,(357.28* 345.00* 359.40),-3.127228,-13.20532,(0.52* 358.24* 2.98)
