time,turnedAngle,pitchAngle,yawAngle
49,0,0,0
6993452,0,0,0
6993455,0,0,0
699357,0,0,0
6993449,0,0,0
6993452,0,0,0
6993455,0,0,0
699357,0,0,0
6993463,0,0,0
6993465,0,0,0
6993468,0,0,0
6993470,0,0,0
6993473,0,0,0
6993476,0,0,0
6993478,0,0,0
6993481,0,0,0
6993483,0,0,0
6993486,0,0,0
6993488,0,0,0
6993491,0,0,0
6993495,0,0,0
6993497,0,0,0
6993500,0,0,0
6993502,0,0,0
6993505,0,0,0
6993507,0,0,0
6993510,0,0,0
6993513,0,0,0
6993515,0,0,0
6993518,0,0,0
6993520,0,0,0
6993523,0,0,0
6993525,0,0,0
6993528,0,0,0
6993531,0,0,0
6993533,0,0,0
6993537,0,0,0
6993539,0,0,0
6993542,0,0,0
6993544,0,0,0
6993547,0,0,0
6993550,0,0,0
6993552,0,0,0
6993555,0,0,0
6993557,0,0,0
6993560,0,0,0
6993562,0,0,0
6993565,0,0,0
6993568,0,0,0
6993570,0,0,0
6993573,0,0,0
6993575,0,0,0
6993579,0,0,0
6993581,0,0,0
6993584,0,0,0
6993587,0,0,0
6993589,0,0,0
6993592,0,0,0
6993594,0,0,0
6993597,0,0,0
6993599,0,0,0
6993602,0,0,0
6993605,0,0,0
6993607,0,0,0
6993610,0,0,0
6993612,0,0,0
6993615,0,0,0
6993617,0,0,0
6993620,0,0,0
6993624,0,0,0
6993626,0,0,0
6993629,0,0,0
6993631,0,0,0
6993634,0,0,0
6993636,0,0,0
6993639,0,0,0
6993642,0,0,0
6993644,0,0,0
6993647,0,0,0
6993649,0,0,0
6993652,0,0,0
6993654,0,0,0
6993657,0,0,0
6993660,0,0,0
6993662,0,0,0
6993666,0,0,0
6993668,0,0,0
6993671,0,0,0
6993673,0,0,0
6993676,0,0,0
6993679,0,0,0
6993681,0,0,0
6993684,0,0,0
6993686,0,0,0
6993689,0,0,0
6993692,0,0,0
6993694,0,0,0
6993697,0,0,0
6993699,0,0,0
6993702,0,0,0
6993704,0,0,0
6993708,0,0,0
6993711,0,0,0
6993713,0,0,0
6993716,0,0,0
6993718,0,0,0
6993721,0,0,0
6993723,0,0,0
6993726,0,0,0
6993729,0,0,0
6993731,0,0,0
6993734,0,0,0
6993736,0,0,0
6993739,0,0,0
6993741,0,0,0
6993744,0,0,0
6993747,0,0,0
6993750,0,0,0
6993753,0,0,0
6993755,0,0,0
6993758,0,0,0
6993760,0,0,0
6993763,0,0,0
6993766,0,0,0
6993768,0,0,0
6993771,0,0,0
6993773,0,0,0
6993776,0,0,0
6993778,0,0,0
6993781,0,0,0
6993784,0,0,0
6993786,0,0,0
