time, HeadPitch, HeadYaw, HeadRoll, BodyPitch, BodyYaw, BodyRoll
0.4063598, 0, 0, 0, 0, 0, 0
0.40996, 0.1153499, -0.05595291, 0, 0.08622923, -0.1083524, 0.09891172
0.4142138, 0.2074791, -0.05233916, 0, 0.1570175, -0.09487279, 0.09691329
0.4173987, 0.2811602, -0.05233916, 0, 0.2139789, -0.08622923, 0.09487279
0.4213215, 0.339197, -0.04845664, 0, 0.2594432, -0.07661668, 0.09278741
0.4244493, 0.3861367, -0.04845664, 0, 0.2954137, -0.06852804, 0.09278741
0.4277421, 0.4233615, -0.04845664, 0, 0.3238513, -0.0656106, 0.09278741
0.430722, 0.4532716, -0.04423466, 0, 0.3466151, -0.05934703, 0.09278741
0.4342292, 0.4764233, -0.04423466, 0, 0.365305, -0.05934703, 0.09278741
0.4372662, 0.4949555, -0.04423466, 0, 0.3794918, -0.05595291, 0.09487279
0.4401979, 0.509757, -0.03956468, 0, 0.3916712, -0.05233916, 0.09278741
0.4434912, 0.5218958, -0.03956468, 0, 0.4005627, -0.05233916, 0.09487279
0.4468741, 0.5311863, -0.04423466, 0, 0.4073442, -0.05233916, 0.09487279
0.450263, 0.5385033, -0.03956468, 0, 0.4116447, -0.04845664, 0.09487279
0.4533195, 0.5439265, -0.04423466, 0, 0.414487, -0.04845664, 0.09691329
0.4566916, 0.5489398, -0.03956468, 0.01978234, 0.4173099, -0.04845664, 0.09691329
0.4605539, 0.5528469, -0.04423466, 0.01978234, 0.4182466, -0.05233916, 0.09691329
0.46364, 0.5560232, -0.03956468, 0.01978234, 0.4196478, -0.05233916, 0.09691329
0.4667118, 0.5581307, -0.03956468, 0, 0.4215088, -0.05233916, 0.09691329
0.4697362, 0.5602303, -0.04423466, 0, 0.4233615, -0.05595291, 0.09691329
0.4728689, 0.5616257, -0.03956468, 0, 0.4242849, -0.05595291, 0.09691329
0.4763323, 0.5623221, -0.04423466, 0.01978234, 0.4247459, -0.05934703, 0.09691329
0.4792804, 0.5630175, -0.03956468, 0, 0.4247459, -0.05595291, 0.09691329
0.4821544, 0.564406, -0.04423466, 0.01978234, 0.4238235, -0.05934703, 0.09891172
0.4853059, 0.5657911, -0.04423466, 0.01978234, 0.4233615, -0.05595291, 0.09891172
0.4888153, 0.5668277, -0.04423466, 0.01978234, 0.4219727, -0.05595291, 0.09691329
0.4921611, 0.5671728, -0.04423466, 0.01978234, 0.4210443, -0.05595291, 0.09691329
