Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
7,Standing,1,45,275.2562,(-0.79* 0.36* -0.50),(-0.27* 0.64* 0.72),(337.38* 236.48* 358.84)
7,Standing,2,45,276.4015,(-0.80* 0.37* -0.46),(-0.26* 0.63* 0.73),(337.38* 236.48* 358.84)
7,Standing,3,45,276.1131,(-0.80* 0.37* -0.47),(-0.27* 0.64* 0.72),(337.38* 236.48* 358.84)
7,Standing,1,0,245.977,(-0.79* 0.39* -0.48),(-0.17* -0.21* 0.96),(337.38* 236.48* 358.84)
7,Standing,2,0,245.8039,(-0.80* 0.37* -0.47),(-0.15* -0.21* 0.96),(337.38* 236.48* 358.84)
7,Standing,3,0,244.4515,(-0.80* 0.38* -0.47),(-0.14* -0.22* 0.97),(337.38* 236.48* 358.84)
7,Standing,1,90,82.16553,(-0.78* 0.38* -0.50),(0.18* 0.97* 0.18),(337.38* 236.48* 358.84)
7,Standing,2,90,83.55909,(-0.77* 0.40* -0.50),(0.21* 0.95* 0.21),(337.38* 236.48* 358.84)
7,Standing,3,90,85.56444,(-0.78* 0.39* -0.49),(0.23* 0.95* 0.23),(337.38* 236.48* 358.84)
7,Standing,1,225,86.28242,(-0.77* 0.40* -0.49),(0.08* -0.63* -0.77),(337.38* 236.48* 358.84)
7,Standing,2,225,79.40211,(-0.78* 0.34* -0.53),(0.04* -0.60* -0.80),(337.38* 236.48* 358.84)
7,Standing,3,225,80.38282,(-0.78* 0.37* -0.51),(0.03* -0.59* -0.80),(337.38* 236.48* 358.84)
7,Standing,1,180,86.61412,(-0.78* 0.37* -0.51),(0.50* 0.03* -0.87),(337.38* 236.48* 358.84)
7,Standing,2,180,96.41828,(-0.78* 0.36* -0.51),(0.63* -0.05* -0.77),(337.38* 236.48* 358.84)
7,Standing,3,180,105.2234,(-0.78* 0.37* -0.50),(0.73* -0.10* -0.68),(337.38* 236.48* 358.84)
7,Standing,1,315,258.8877,(-0.78* 0.37* -0.51),(-0.44* -0.72* 0.54),(337.38* 236.48* 358.84)
7,Standing,2,315,261.3217,(-0.81* 0.36* -0.46),(-0.44* -0.72* 0.54),(337.38* 236.48* 358.84)
7,Standing,3,315,256.8514,(-0.81* 0.35* -0.46),(-0.36* -0.74* 0.56),(337.38* 236.48* 358.84)
7,Standing,1,135,125.2904,(-0.80* 0.36* -0.48),(0.93* 0.35* -0.08),(337.38* 236.48* 358.84)
7,Standing,2,135,128.4213,(-0.79* 0.39* -0.48),(0.95* 0.31* -0.02),(337.38* 236.48* 358.84)
7,Standing,3,135,136.9374,(-0.77* 0.40* -0.50),(0.98* 0.18* 0.10),(337.38* 236.48* 358.84)
7,Standing,1,270,84.58469,(-0.77* 0.40* -0.49),(-0.41* -0.88* -0.25),(337.38* 236.48* 358.84)
7,Standing,2,270,88.80048,(-0.79* 0.36* -0.50),(-0.32* -0.93* -0.20),(337.38* 236.48* 358.84)
7,Standing,3,270,89.33417,(-0.78* 0.38* -0.50),(-0.33* -0.92* -0.20),(337.38* 236.48* 358.84)
