Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
315,1,3.628668,(355.10* 235.90* 358.81),0.5843039,2.919957,(342.34* 4.11* 352.21),13.33638,129.0318,(356.03* 232.97* 358.85)
315,1,3.661798,(355.07* 235.98* 358.81),0.5999905,3.001562,(342.33* 4.16* 352.28),13.28568,129.099,(356.03* 232.97* 358.85)
315,1,3.705743,(355.09* 235.93* 358.91),0.5075806,2.964302,(342.31* 4.20* 352.19),13.37383,129.1087,(356.03* 232.97* 358.85)
315,1,3.73004,(355.16* 235.87* 358.98),0.414629,2.903575,(342.30* 4.24* 352.15),13.40894,129.1451,(356.03* 232.97* 358.85)
315,1,3.759674,(355.26* 235.86* 359.06),0.2939306,2.906038,(342.31* 4.27* 352.16),13.39498,129.1814,(356.03* 232.97* 358.85)
315,1,3.788586,(355.31* 235.83* 359.12),0.2182653,2.875496,(342.27* 4.33* 352.21),13.37462,129.2395,(356.03* 232.97* 358.85)
315,1,3.817075,(355.31* 235.79* 359.12),0.2101064,2.841471,(342.26* 4.34* 352.21),13.37969,129.2511,(356.03* 232.97* 358.85)
315,1,3.845276,(355.29* 235.78* 359.11),0.2306955,2.82456,(342.27* 4.36* 352.21),13.3793,129.2725,(356.03* 232.97* 358.85)
315,1,3.873597,(355.27* 235.76* 359.10),0.2527174,2.807871,(342.31* 4.41* 352.17),13.3862,129.3195,(356.03* 232.97* 358.85)
315,1,3.902038,(355.29* 235.81* 359.06),0.2765174,2.851242,(342.30* 4.42* 352.18),13.38474,129.3309,(356.03* 232.97* 358.85)
315,1,3.929905,(355.39* 235.93* 359.03),0.2317926,2.97384,(342.30* 4.43* 352.16),13.39782,129.3331,(356.03* 232.97* 358.85)
315,1,3.958478,(355.53* 236.07* 359.01),0.1718401,3.113498,(342.29* 4.48* 352.10),13.44723,129.3804,(356.03* 232.97* 358.85)
315,1,3.985576,(355.67* 236.19* 358.98),0.109541,3.229881,(342.26* 4.53* 352.12),13.45049,129.4276,(356.03* 232.97* 358.85)
315,1,4.013389,(355.75* 236.28* 358.99),0.05069731,3.315228,(342.21* 4.54* 352.13),13.47929,129.424,(356.03* 232.97* 358.85)
315,1,4.041831,(355.85* 236.32* 359.03),-0.03604126,3.366149,(342.08* 4.49* 351.93),13.70867,129.3116,(356.03* 232.97* 358.85)
315,1,4.068895,(355.95* 236.36* 359.03),-0.1027832,3.405702,(342.05* 4.52* 351.97),13.69171,129.3483,(356.03* 232.97* 358.85)
315,1,4.097597,(356.07* 236.41* 359.05),-0.1868286,3.448838,(342.04* 4.57* 352.01),13.66741,129.3975,(356.03* 232.97* 358.85)
