Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
6,Lying,1,135,49.92313,(-0.03* 0.96* -0.29),(0.68* 0.72* 0.10),(280.84* 194.83* 3.84)
6,Lying,2,135,45.38831,(-0.02* 0.96* -0.29),(0.63* 0.77* 0.07),(280.84* 194.83* 3.84)
6,Lying,3,135,50.44437,(-0.03* 0.96* -0.28),(0.69* 0.71* 0.10),(280.84* 194.83* 3.84)
6,Lying,1,270,153.7856,(-0.02* 0.96* -0.29),(0.00* -0.99* -0.16),(280.84* 194.83* 3.84)
6,Lying,2,270,141.2519,(-0.04* 0.94* -0.33),(-0.05* -0.94* -0.33),(280.84* 194.83* 3.84)
6,Lying,3,270,151.5735,(-0.02* 0.96* -0.28),(0.00* -0.98* -0.21),(280.84* 194.83* 3.84)
6,Lying,1,45,288.7146,(-0.03* 0.96* -0.28),(-0.46* 0.52* 0.71),(280.84* 194.83* 3.84)
6,Lying,2,45,271.983,(-0.03* 0.96* -0.29),(-0.50* 0.27* 0.82),(280.84* 194.83* 3.84)
6,Lying,3,45,272.172,(-0.04* 0.96* -0.29),(-0.49* 0.27* 0.83),(280.84* 194.83* 3.84)
6,Lying,1,0,271.8931,(-0.01* 0.95* -0.30),(-0.98* 0.08* 0.18),(280.84* 194.83* 3.84)
6,Lying,2,0,1.831094,(-0.06* 0.96* -0.27),(-0.03* 0.96* -0.28),(280.84* 194.83* 3.84)
6,Lying,3,0,275.2273,(-0.03* 0.96* -0.28),(-0.97* 0.12* 0.20),(280.84* 194.83* 3.84)
6,Lying,1,90,72.28035,(-0.03* 0.96* -0.28),(0.31* 0.55* 0.77),(280.84* 194.83* 3.84)
6,Lying,2,90,69.19184,(0.01* 0.97* -0.25),(0.32* 0.56* 0.76),(280.84* 194.83* 3.84)
6,Lying,3,90,71.70322,(0.00* 0.97* -0.26),(0.32* 0.54* 0.78),(280.84* 194.83* 3.84)
6,Lying,1,225,88.6854,(-0.04* 0.96* -0.26),(0.41* -0.20* -0.89),(280.84* 194.83* 3.84)
6,Lying,2,225,100.4597,(0.00* 0.97* -0.25),(0.37* -0.40* -0.84),(280.84* 194.83* 3.84)
6,Lying,3,225,101.0614,(-0.03* 0.96* -0.27),(0.40* -0.42* -0.81),(280.84* 194.83* 3.84)
6,Lying,1,180,88.93062,(-0.02* 0.96* -0.28),(0.91* -0.08* -0.41),(280.84* 194.83* 3.84)
6,Lying,2,180,84.10426,(0.00* 0.96* -0.27),(0.91* -0.01* -0.42),(280.84* 194.83* 3.84)
6,Lying,3,180,86.38492,(-0.05* 0.95* -0.30),(0.90* -0.02* -0.43),(280.84* 194.83* 3.84)
6,Lying,1,315,281.2043,(0.00* 0.96* -0.28),(-0.84* 0.05* -0.54),(280.84* 194.83* 3.84)
6,Lying,2,315,358.6497,(-0.02* 0.96* -0.27),(-0.03* 0.96* -0.29),(280.84* 194.83* 3.84)
6,Lying,3,315,276.8577,(-0.02* 0.96* -0.26),(-0.84* -0.04* -0.54),(280.84* 194.83* 3.84)
