Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
135,1,5.97368,(359.87* 241.33* 359.94),0.5382563,2.399739,(338.62* 275.82* 357.16),13.56336,34.22752,(0.73* 238.93* 0.05)
135,1,6.000257,(359.88* 241.54* 359.86),0.6036097,2.606118,(338.02* 276.17* 356.91),14.04813,34.37591,(0.73* 238.93* 0.05)
135,1,6.028231,(359.89* 241.69* 359.76),0.6862367,2.761359,(338.04* 276.20* 356.89),14.05376,34.41349,(0.73* 238.93* 0.05)
135,1,6.056049,(359.91* 241.82* 359.68),0.7416067,2.886651,(338.10* 276.19* 356.90),14.02288,34.41496,(0.73* 238.93* 0.05)
135,1,6.084428,(359.95* 241.91* 359.63),0.7636386,2.984148,(338.13* 276.18* 356.92),13.99252,34.4133,(0.73* 238.93* 0.05)
135,1,6.111103,(359.94* 241.99* 359.60),0.7941246,3.062831,(338.22* 276.16* 356.96),13.91732,34.42271,(0.73* 238.93* 0.05)
135,1,6.139521,(359.99* 241.99* 359.61),0.760792,3.063482,(338.23* 276.15* 356.99),13.88736,34.42221,(0.73* 238.93* 0.05)
135,1,6.166812,(359.98* 241.97* 359.64),0.7411598,3.04398,(338.25* 276.16* 357.01),13.85461,34.4422,(0.73* 238.93* 0.05)
135,1,6.19463,(359.98* 241.92* 359.68),0.7035089,2.992943,(338.28* 276.14* 357.05),13.81507,34.44493,(0.73* 238.93* 0.05)
135,1,6.222505,(359.95* 241.80* 359.76),0.6463007,2.870668,(338.27* 276.19* 357.06),13.80781,34.48803,(0.73* 238.93* 0.05)
135,1,6.249756,(359.89* 241.70* 359.83),0.6277034,2.767351,(338.27* 276.20* 357.06),13.81163,34.50438,(0.73* 238.93* 0.05)
135,1,6.278058,(359.79* 241.57* 359.85),0.6573159,2.640926,(338.29* 276.18* 357.08),13.78653,34.49008,(0.73* 238.93* 0.05)
135,1,6.305768,(359.59* 241.44* 359.91),0.7136672,2.509901,(338.32* 276.16* 357.08),13.77361,34.48043,(0.73* 238.93* 0.05)
135,1,6.333595,(359.13* 241.06* 359.93),0.9288949,2.126378,(338.34* 276.13* 357.09),13.74537,34.46183,(0.73* 238.93* 0.05)
