Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
135,1,7.799669,(274.37* 265.73* 69.35),-3.378693,0.7766165,(292.18* 185.16* 176.20),-23.41348,29.37101,(275.04* 306.31* 27.85)
135,1,7.841415,(274.35* 264.60* 70.49),-3.463867,0.7902005,(292.48* 184.90* 176.46),-23.6463,29.44401,(275.04* 306.31* 27.85)
135,1,7.868496,(274.36* 264.28* 70.81),-3.489288,0.7890455,(292.60* 184.75* 176.61),-23.7323,29.47571,(275.04* 306.31* 27.85)
135,1,7.893232,(274.38* 264.76* 70.33),-3.454041,0.7800985,(292.70* 184.59* 176.75),-23.8028,29.49278,(275.04* 306.31* 27.85)
135,1,7.916306,(274.39* 265.18* 69.88),-3.421356,0.7538225,(292.73* 184.56* 176.78),-23.82904,29.49838,(275.04* 306.31* 27.85)
135,1,7.944635,(274.41* 265.84* 69.23),-3.372681,0.7588003,(292.74* 184.46* 176.90),-23.81281,29.52976,(275.04* 306.31* 27.85)
135,1,7.972445,(274.41* 265.46* 69.60),-3.402161,0.7559423,(292.78* 184.39* 176.96),-23.84039,29.54156,(275.04* 306.31* 27.85)
135,1,8.000745,(274.40* 265.25* 69.82),-3.417084,0.7586236,(292.77* 184.32* 177.04),-23.8158,29.54386,(275.04* 306.31* 27.85)
135,1,8.028332,(274.40* 264.81* 70.25),-3.450043,0.751479,(292.73* 184.28* 177.08),-23.77634,29.54814,(275.04* 306.31* 27.85)
135,1,8.056639,(274.41* 265.08* 69.97),-3.430481,0.746722,(292.73* 184.24* 177.13),-23.7674,29.55557,(275.04* 306.31* 27.85)
135,1,8.084599,(274.42* 265.13* 69.92),-3.426941,0.743096,(292.76* 184.17* 177.21),-23.77774,29.58248,(275.04* 306.31* 27.85)
135,1,8.112446,(274.43* 264.95* 70.09),-3.441559,0.7367593,(292.82* 184.16* 177.23),-23.83276,29.60691,(275.04* 306.31* 27.85)
135,1,8.140244,(274.43* 265.11* 69.93),-3.428619,0.7379187,(292.87* 184.16* 177.24),-23.87265,29.62892,(275.04* 306.31* 27.85)
135,1,8.167768,(274.43* 265.30* 69.75),-3.414642,0.7427012,(292.91* 184.11* 177.30),-23.90463,29.64835,(275.04* 306.31* 27.85)
135,1,8.196115,(274.42* 265.60* 69.46),-3.391663,0.7507589,(292.96* 184.05* 177.37),-23.93719,29.66655,(275.04* 306.31* 27.85)
135,1,8.224079,(274.43* 265.93* 69.12),-3.366638,0.7516766,(292.99* 183.99* 177.43),-23.95355,29.67273,(275.04* 306.31* 27.85)
135,1,8.251327,(274.43* 266.01* 69.04),-3.360138,0.7481079,(293.02* 183.93* 177.48),-23.97192,29.67237,(275.04* 306.31* 27.85)
135,1,8.279831,(274.43* 265.84* 69.22),-3.373901,0.7510178,(293.01* 183.91* 177.49),-23.96094,29.67114,(275.04* 306.31* 27.85)
135,1,8.307138,(274.42* 265.04* 70.00),-3.433716,0.7382252,(293.02* 183.91* 177.49),-23.96753,29.66958,(275.04* 306.31* 27.85)
135,1,8.334947,(274.42* 264.53* 70.52),-3.472717,0.7415829,(293.02* 183.93* 177.48),-23.97021,29.6765,(275.04* 306.31* 27.85)
135,1,8.363481,(274.42* 263.43* 71.61),-3.556396,0.7347,(293.01* 183.93* 177.48),-23.96246,29.67814,(275.04* 306.31* 27.85)
135,1,8.390907,(274.42* 262.97* 72.09),-3.592346,0.7398995,(293.03* 183.94* 177.47),-23.9845,29.68434,(275.04* 306.31* 27.85)
135,1,8.418665,(274.42* 263.19* 71.86),-3.575012,0.7375223,(293.03* 183.96* 177.46),-23.98419,29.69161,(275.04* 306.31* 27.85)
135,1,8.446285,(274.43* 263.69* 71.36),-3.538971,0.7449657,(293.10* 183.94* 177.46),-24.04477,29.68316,(275.04* 306.31* 27.85)
135,1,8.474606,(274.43* 263.93* 71.12),-3.520447,0.7396526,(293.12* 183.95* 177.45),-24.06436,29.68458,(275.04* 306.31* 27.85)
135,1,8.504632,(274.42* 263.93* 71.12),-3.518707,0.7375622,(293.06* 183.98* 177.44),-24.01599,29.68633,(275.04* 306.31* 27.85)
135,1,8.530381,(274.41* 263.74* 71.31),-3.532379,0.7390298,(293.04* 183.99* 177.43),-24.00168,29.69024,(275.04* 306.31* 27.85)
135,1,8.556607,(274.43* 263.59* 71.46),-3.546417,0.7368243,(293.03* 184.00* 177.42),-23.9906,29.68829,(275.04* 306.31* 27.85)
135,1,8.585153,(274.43* 263.66* 71.38),-3.540649,0.7293999,(293.03* 183.98* 177.43),-23.98358,29.68328,(275.04* 306.31* 27.85)
135,1,8.61272,(274.45* 263.34* 71.71),-3.567352,0.7325962,(293.03* 184.00* 177.41),-23.98758,29.67776,(275.04* 306.31* 27.85)
135,1,8.640914,(274.44* 262.66* 72.36),-3.617065,0.7135294,(293.01* 184.01* 177.41),-23.97205,29.67247,(275.04* 306.31* 27.85)
135,1,8.668408,(274.46* 262.23* 72.80),-3.653198,0.7082376,(292.99* 184.04* 177.37),-23.96198,29.6641,(275.04* 306.31* 27.85)
135,1,8.696361,(274.47* 262.05* 72.96),-3.667145,0.6920733,(292.98* 184.06* 177.35),-23.95575,29.65928,(275.04* 306.31* 27.85)
135,1,8.724451,(274.47* 261.14* 73.86),-3.736603,0.6834552,(292.97* 184.10* 177.30),-23.95352,29.64908,(275.04* 306.31* 27.85)
135,1,8.752186,(274.48* 260.29* 74.69),-3.802185,0.6655111,(292.94* 184.14* 177.27),-23.93716,29.64654,(275.04* 306.31* 27.85)
135,1,8.780455,(274.51* 258.97* 76.03),-3.910828,0.6791522,(292.93* 184.15* 177.26),-23.92593,29.64044,(275.04* 306.31* 27.85)
135,1,8.807487,(274.49* 258.72* 76.29),-3.926941,0.6909414,(292.88* 184.22* 177.16),-23.89474,29.60098,(275.04* 306.31* 27.85)
135,1,8.835807,(274.49* 258.12* 76.86),-3.970551,0.6567055,(292.69* 184.67* 176.70),-23.80524,29.51401,(275.04* 306.31* 27.85)
135,1,8.863887,(274.52* 257.11* 77.85),-4.052765,0.632421,(292.65* 184.97* 176.37),-23.81689,29.45266,(275.04* 306.31* 27.85)
135,1,8.891089,(274.60* 256.95* 78.04),-4.085693,0.6478838,(292.57* 185.23* 176.09),-23.789,29.39246,(275.04* 306.31* 27.85)
135,1,8.919432,(274.63* 256.50* 78.46),-4.12616,0.6206077,(292.50* 185.41* 175.89),-23.75742,29.34836,(275.04* 306.31* 27.85)
135,1,8.946809,(274.65* 255.84* 79.10),-4.18222,0.5952271,(292.46* 185.64* 175.64),-23.75818,29.30077,(275.04* 306.31* 27.85)
135,1,8.97471,(274.69* 255.42* 79.47),-4.21994,0.5446582,(292.39* 185.82* 175.45),-23.72485,29.26663,(275.04* 306.31* 27.85)
135,1,9.002968,(274.77* 254.96* 79.91),-4.277649,0.5174131,(292.29* 185.96* 175.31),-23.6499,29.23263,(275.04* 306.31* 27.85)
