Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
8,Lying,1,315,75.32232,(0.02* 1.00* -0.03),(0.23* 0.28* 0.93),(273.17* 20.99* 307.07)
8,Lying,2,315,82.07187,(0.01* 1.00* -0.03),(0.23* 0.16* 0.96),(273.17* 20.99* 307.07)
8,Lying,3,315,80.33776,(0.02* 1.00* -0.03),(0.25* 0.19* 0.95),(273.17* 20.99* 307.07)
8,Lying,1,135,328.2497,(0.01* 1.00* -0.04),(-0.11* 0.83* -0.54),(273.17* 20.99* 307.07)
8,Lying,2,135,331.0048,(-0.01* 1.00* -0.06),(-0.09* 0.84* -0.53),(273.17* 20.99* 307.07)
8,Lying,3,135,323.988,(0.01* 1.00* -0.05),(-0.13* 0.78* -0.61),(273.17* 20.99* 307.07)
8,Lying,1,270,47.29829,(0.01* 1.00* -0.01),(-0.40* 0.69* 0.61),(273.17* 20.99* 307.07)
8,Lying,2,270,46.93957,(0.01* 1.00* -0.02),(-0.39* 0.70* 0.60),(273.17* 20.99* 307.07)
8,Lying,3,270,50.13953,(0.02* 1.00* -0.04),(-0.40* 0.68* 0.62),(273.17* 20.99* 307.07)
8,Lying,1,45,23.4905,(0.03* 1.00* -0.04),(0.41* 0.90* -0.13),(273.17* 20.99* 307.07)
8,Lying,2,45,26.0747,(0.05* 1.00* -0.02),(0.47* 0.87* -0.14),(273.17* 20.99* 307.07)
8,Lying,3,45,29.03568,(0.04* 1.00* -0.04),(0.51* 0.85* -0.15),(273.17* 20.99* 307.07)
8,Lying,1,0,53.6661,(0.02* 1.00* -0.04),(0.70* 0.59* 0.39),(273.17* 20.99* 307.07)
8,Lying,2,0,50.46146,(0.02* 1.00* -0.03),(0.68* 0.63* 0.37),(273.17* 20.99* 307.07)
8,Lying,3,0,49.22391,(0.02* 1.00* -0.02),(0.67* 0.65* 0.36),(273.17* 20.99* 307.07)
8,Lying,1,90,23.48465,(0.01* 1.00* -0.01),(0.22* 0.91* -0.35),(273.17* 20.99* 307.07)
8,Lying,2,90,21.04334,(0.02* 1.00* -0.04),(0.21* 0.92* -0.34),(273.17* 20.99* 307.07)
8,Lying,3,90,16.27056,(0.02* 1.00* -0.03),(0.17* 0.95* -0.26),(273.17* 20.99* 307.07)
8,Lying,1,225,313.081,(0.02* 1.00* -0.03),(-0.71* 0.70* 0.11),(273.17* 20.99* 307.07)
8,Lying,2,225,297.2663,(0.03* 1.00* -0.03),(-0.86* 0.49* 0.13),(273.17* 20.99* 307.07)
8,Lying,3,225,290.7178,(0.02* 1.00* -0.03),(-0.92* 0.37* 0.14),(273.17* 20.99* 307.07)
8,Lying,1,180,329.1352,(0.01* 1.00* -0.03),(-0.43* 0.85* -0.30),(273.17* 20.99* 307.07)
8,Lying,2,180,330.5215,(0.00* 1.00* -0.04),(-0.42* 0.86* -0.29),(273.17* 20.99* 307.07)
8,Lying,3,180,330.244,(0.01* 1.00* -0.03),(-0.41* 0.86* -0.29),(273.17* 20.99* 307.07)
