Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
45,1,4.831738,(334.80* 235.53* 356.01),-0.2287598,1.13886,(21.21* 334.19* 357.85),-26.64935,90.00439,(334.50* 234.42* 355.95)
45,1,4.866306,(334.53* 235.72* 356.02),-0.07449341,1.326721,(21.27* 334.25* 357.95),-26.76743,90.02086,(334.50* 234.42* 355.95)
45,1,4.889001,(334.40* 235.90* 356.00),0.01653694,1.50374,(21.28* 334.28* 357.99),-26.79861,90.037,(334.50* 234.42* 355.95)
45,1,4.917858,(334.31* 236.02* 355.97),0.08953203,1.610221,(20.59* 333.66* 357.47),-26.06274,89.80689,(334.50* 234.42* 355.95)
45,1,4.938889,(334.22* 236.12* 355.96),0.1546896,1.703502,(20.40* 333.61* 357.33),-25.86386,89.86158,(334.50* 234.42* 355.95)
45,1,4.966481,(334.05* 236.13* 355.95),0.2544562,1.712893,(20.33* 333.59* 357.27),-25.78156,89.87942,(334.50* 234.42* 355.95)
45,1,4.995351,(333.83* 236.20* 355.92),0.4105035,1.761557,(20.38* 333.65* 357.35),-25.87042,89.91272,(334.50* 234.42* 355.95)
45,1,5.023879,(333.51* 236.27* 355.93),0.5860046,1.835256,(20.39* 333.68* 357.39),-25.90524,89.92889,(334.50* 234.42* 355.95)
45,1,5.052266,(333.22* 236.41* 355.93),0.7569677,1.977965,(20.42* 333.70* 357.43),-25.95648,89.92738,(334.50* 234.42* 355.95)
45,1,5.079962,(332.79* 236.56* 356.02),0.9383236,2.163536,(20.49* 333.71* 357.52),-26.06284,89.90213,(334.50* 234.42* 355.95)
45,1,5.108327,(332.55* 236.84* 356.01),1.091676,2.432146,(20.50* 333.75* 357.52),-26.06458,89.9307,(334.50* 234.42* 355.95)
45,1,5.136329,(332.27* 237.12* 355.97),1.276184,2.69628,(20.52* 333.77* 357.59),-26.13541,89.93468,(334.50* 234.42* 355.95)
45,1,5.164287,(332.05* 237.38* 355.95),1.41972,2.936642,(20.54* 333.80* 357.66),-26.20154,89.94672,(334.50* 234.42* 355.95)
45,1,5.192037,(331.88* 237.67* 355.94),1.524298,3.216565,(20.56* 333.82* 357.63),-26.18118,89.96443,(334.50* 234.42* 355.95)
45,1,5.219975,(331.58* 238.09* 355.88),1.744864,3.602555,(20.58* 333.85* 357.61),-26.17438,89.98874,(334.50* 234.42* 355.95)
45,1,5.248207,(331.24* 238.55* 355.85),1.963848,4.043504,(20.60* 333.89* 357.60),-26.17297,90.01752,(334.50* 234.42* 355.95)
45,1,5.276211,(330.79* 239.15* 355.82),2.245597,4.615103,(20.62* 333.94* 357.60),-26.18301,90.05513,(334.50* 234.42* 355.95)
45,1,5.303548,(330.11* 240.00* 355.75),2.687291,5.412965,(20.67* 334.03* 357.67),-26.26276,90.11635,(334.50* 234.42* 355.95)
45,1,5.331337,(329.45* 241.06* 355.58),3.193404,6.358337,(20.74* 334.11* 357.76),-26.36948,90.14631,(334.50* 234.42* 355.95)
45,1,5.359294,(328.60* 242.57* 355.37),3.827152,7.722415,(20.81* 334.16* 357.81),-26.44656,90.16476,(334.50* 234.42* 355.95)
45,1,5.38734,(327.65* 244.11* 355.16),4.516963,9.100743,(20.89* 334.22* 357.88),-26.53784,90.1709,(334.50* 234.42* 355.95)
45,1,5.415274,(326.88* 245.75* 354.83),5.185531,10.5309,(20.99* 334.29* 357.98),-26.6651,90.18889,(334.50* 234.42* 355.95)
45,1,5.442708,(326.27* 247.60* 354.36),5.859019,12.09176,(21.03* 334.44* 358.13),-26.81067,90.28931,(334.50* 234.42* 355.95)
45,1,5.470317,(325.69* 249.41* 353.99),6.440248,13.65729,(21.16* 334.60* 358.31),-27.01752,90.36384,(334.50* 234.42* 355.95)
45,1,5.498368,(324.90* 251.23* 353.64),7.122648,15.21975,(21.24* 334.76* 358.37),-27.10651,90.47935,(334.50* 234.42* 355.95)
45,1,5.526098,(324.29* 253.14* 353.20),7.75622,16.83908,(21.32* 334.94* 358.39),-27.15216,90.6249,(334.50* 234.42* 355.95)
45,1,5.555128,(323.70* 255.05* 352.75),8.384604,18.44339,(21.46* 335.26* 358.53),-27.33643,90.8486,(334.50* 234.42* 355.95)
45,1,5.581616,(323.25* 256.83* 352.34),8.906444,19.94693,(21.49* 335.49* 358.63),-27.43134,91.05614,(334.50* 234.42* 355.95)
45,1,5.609285,(322.67* 258.37* 351.99),9.459055,21.21907,(21.56* 335.81* 358.73),-27.54572,91.32712,(334.50* 234.42* 355.95)
45,1,5.637402,(322.04* 259.95* 351.47),10.14624,22.43202,(22.63* 336.97* 0.11),-29.15302,91.73871,(334.50* 234.42* 355.95)
45,1,5.665569,(321.61* 261.61* 350.99),10.69561,23.76567,(22.44* 337.21* 359.76),-28.78513,92.1338,(334.50* 234.42* 355.95)
45,1,5.695457,(321.11* 263.11* 350.74),11.12619,25.04952,(22.49* 337.46* 359.84),-28.87509,92.34423,(334.50* 234.42* 355.95)
45,1,5.720803,(320.46* 264.52* 350.33),11.74005,26.11847,(22.54* 337.79* 359.75),-28.81784,92.66134,(334.50* 234.42* 355.95)
45,1,5.748869,(319.88* 266.14* 349.90),12.32178,27.39114,(22.64* 338.07* 359.91),-28.98999,92.86818,(334.50* 234.42* 355.95)
45,1,5.776851,(319.41* 267.73* 349.68),12.70936,28.76753,(22.75* 338.37* 359.97),-29.09171,93.10508,(334.50* 234.42* 355.95)
45,1,5.804364,(319.00* 269.11* 349.41),13.09295,29.91913,(22.26* 338.02* 359.55),-28.53113,93.06319,(334.50* 234.42* 355.95)
45,1,5.831664,(318.49* 270.60* 348.94),13.65648,31.0452,(22.75* 338.68* 0.31),-29.36975,93.35257,(334.50* 234.42* 355.95)
45,1,5.859982,(318.18* 272.09* 348.48),14.10855,32.20121,(22.43* 338.61* 359.93),-28.92398,93.50843,(334.50* 234.42* 355.95)
45,1,5.887983,(318.05* 273.35* 348.21),14.34956,33.27473,(22.33* 338.84* 359.59),-28.58936,93.84251,(334.50* 234.42* 355.95)
45,1,5.916119,(317.71* 274.75* 347.86),14.73944,34.40598,(22.61* 339.41* 0.06),-29.10855,94.19451,(334.50* 234.42* 355.95)
45,1,5.943647,(317.42* 276.23* 347.51),15.11302,35.61077,(22.47* 339.66* 0.12),-29.09427,94.5005,(334.50* 234.42* 355.95)
45,1,5.970833,(317.17* 277.58* 347.09),15.50039,36.66268,(22.92* 340.56* 0.49),-29.59583,95.11343,(334.50* 234.42* 355.95)
45,1,5.999258,(317.09* 278.84* 346.61),15.84714,37.61981,(22.25* 341.50* 4.11),-32.35587,95.8649,(334.50* 234.42* 355.95)
45,1,6.027028,(316.98* 279.90* 346.24),16.14158,38.42869,(21.34* 341.51* 4.16),-32.02344,96.38425,(334.50* 234.42* 355.95)
45,1,6.055233,(316.92* 280.85* 345.80),16.45233,39.11762,(21.28* 341.84* 3.99),-31.85315,96.77014,(334.50* 234.42* 355.95)
45,2,7.904081,(333.03* 236.49* 356.93),0.1370941,2.499636,(21.87* 330.69* 357.83),-26.92352,86.20688,(334.50* 234.42* 355.95)
45,2,7.929355,(333.08* 236.65* 357.02),0.0447175,2.703142,(21.90* 330.72* 357.82),-26.92673,86.23108,(334.50* 234.42* 355.95)
45,2,7.95731,(333.06* 236.86* 357.05),0.03991418,2.927127,(21.91* 330.74* 357.81),-26.91928,86.24722,(334.50* 234.42* 355.95)
45,2,7.999394,(333.18* 237.13* 356.95),0.03716862,3.153203,(22.72* 331.82* 358.77),-28.07098,86.77082,(334.50* 234.42* 355.95)
45,2,8.026831,(333.23* 237.34* 356.87),0.06913354,3.322859,(22.76* 331.92* 358.87),-28.17502,86.83699,(334.50* 234.42* 355.95)
45,2,8.054997,(333.25* 237.54* 356.82),0.09161717,3.508033,(22.73* 331.91* 358.86),-28.14542,86.84702,(334.50* 234.42* 355.95)
45,2,8.082499,(333.26* 237.71* 356.83),0.07949388,3.683438,(22.72* 331.93* 358.87),-28.15628,86.86623,(334.50* 234.42* 355.95)
45,2,8.110292,(333.23* 237.81* 356.85),0.07995591,3.785135,(22.71* 331.93* 358.89),-28.17087,86.86566,(334.50* 234.42* 355.95)
45,2,8.138303,(333.22* 237.84* 356.86),0.08271614,3.816839,(22.70* 331.92* 358.91),-28.18265,86.85994,(334.50* 234.42* 355.95)
45,2,8.166181,(333.13* 237.87* 356.86),0.1330819,3.848263,(22.70* 331.95* 358.94),-28.20264,86.88475,(334.50* 234.42* 355.95)
45,2,8.194017,(333.06* 237.96* 356.80),0.2185607,3.912988,(22.70* 331.97* 358.97),-28.2283,86.9045,(334.50* 234.42* 355.95)
45,2,8.221565,(332.96* 238.13* 356.80),0.2787212,4.082993,(22.68* 331.99* 358.98),-28.23145,86.93193,(334.50* 234.42* 355.95)
45,2,8.249056,(332.71* 238.35* 356.93),0.3273506,4.362236,(22.46* 331.77* 358.76),-27.95383,86.84769,(334.50* 234.42* 355.95)
