time,turnedAngle,pitchAngle,yawAngle
9,0,0,0
10322889,0,0,0
10322891,0,0,0
10322883,0,0,0
10322886,0,0,0
10322889,0,0,0
10322891,0,0,0
10322886,0,0,0
10322889,0,0,0
10322891,0,0,0
10322897,0,0,0
10322899,0,0,0
10322903,0,0,0
10322906,0,0,0
10322908,0,0,0
10322911,0,0,0
10322913,0,0,0
10322916,0,0,0
10322919,0,0,0
10322921,0,0,0
10322924,0,0,0
10322927,0,0,0
10322929,0,0,0
10322932,0,0,0
10322935,0,0,0
10322937,0,0,0
10322940,0,0,0
10322944,0,0,0
10322946,0,0,0
10322949,0,0,0
10322952,0,0,0
10322954,0,0,0
10322957,0,0,0
10322960,0,0,0
10322962,0,0,0
10322965,0,0,0
10322968,0,0,0
10322970,0,0,0
10322973,0,0,0
10322976,0,0,0
10322978,0,0,0
10322981,0,0,0
10322984,0,0,0
10322987,0,0,0
10322990,0,0,0
10322993,0,0,0
10322995,0,0,0
10322998,0,0,0
10323000,0,0,0
10323003,0,0,0
10323006,0,0,0
10323008,0,0,0
10323011,0,0,0
10323014,0,0,0
10323016,0,0,0
10323019,0,0,0
10323022,0,0,0
10323024,0,0,0
10323027,0,0,0
10323031,0,0,0
10323033,0,0,0
10323036,0,0,0
10323039,0,0,0
10323041,0,0,0
10323044,0,0,0
10323047,0,0,0
10323049,0,0,0
10323052,0,0,0
10323055,0,0,0
10323057,0,0,0
10323060,0,0,0
10323063,0,0,0
10323065,0,0,0
10323068,0,0,0
10323072,0,0,0
10323074,0,0,0
10323077,0,0,0
10323080,0,0,0
10323082,0,0,0
10323085,0,0,0
10323087,0,0,0
10323090,0,0,0
10323093,0,0,0
10323095,0,0,0
10323098,0,0,0
10323101,0,0,0
10323103,0,0,0
10323106,0,0,0
10323109,0,0,0
10323111,0,0,0
10323115,0,0,0
10323118,0,0,0
10323120,0,0,0
10323123,0,0,0
10323126,0,0,0
10323128,0,0,0
10323131,0,0,0
10323134,0,0,0
10323136,0,0,0
10323139,0,0,0
10323142,0,0,0
10323144,0,0,0
10323147,0,0,0
10323150,0,0,0
10323152,0,0,0
10323155,0,0,0
10323159,0,0,0
10323161,0,0,0
10323164,0,0,0
10323167,0,0,0
10323169,0,0,0
10323172,0,0,0
10323174,0,0,0
10323177,0,0,0
10323180,0,0,0
10323182,0,0,0
10323185,0,0,0
10323188,0,0,0
10323190,0,0,0
10323193,0,0,0
10323196,0,0,0
10323198,0,0,0
10323202,0,0,0
10323205,0,0,0
10323207,0,0,0
10323210,0,0,0
10323213,0,0,0
10323215,0,0,0
10323218,0,0,0
10323221,0,0,0
10323223,0,0,0
10323226,0,0,0
10323229,0,0,0
10323231,0,0,0
10323234,0,0,0
10323237,0,0,0
10323239,0,0,0
10323243,0,0,0
10323246,0,0,0
10323248,0,0,0
10323251,0,0,0
10323254,0,0,0
10323256,0,0,0
10323259,0,0,0
10323261,0,0,0
10323264,0,0,0
10323267,0,0,0
10323269,0,0,0
10323272,0,0,0
10323275,0,0,0
10323277,0,0,0
10323280,0,0,0
10323283,0,0,0
10323286,0,0,0
10323289,0,0,0
10323292,0,0,0
10323294,0,0,0
10323297,0,0,0
10323300,0,0,0
10323302,0,0,0
10323305,0,0,0
10323308,0,0,0
10323310,0,0,0
10323313,0,0,0
10323316,0,0,0
10323318,0,0,0
10323321,0,0,0
10323324,0,0,0
10323326,0,0,0
10323330,0,0,0
10323333,0,0,0
10323335,0,0,0
10323338,0,0,0
10323341,0,0,0
10323343,0,0,0
10323346,0,0,0
10323348,0,0,0
10323351,0,0,0
10323354,0,0,0
10323356,0,0,0
10323359,0,0,0
10323362,0,0,0
