Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
225,1,4.511938,(7.77* 356.18* 359.96),0.9520038,-0.03927612,(356.31* 349.79* 352.00),-9.889587,-5.454254,(6.85* 356.27* 0.40)
225,1,4.549356,(7.78* 356.13* 359.95),0.9637535,-0.08483887,(356.32* 349.78* 351.99),-9.880463,-5.458496,(6.85* 356.27* 0.40)
225,1,4.595757,(7.78* 356.13* 359.97),0.9606162,-0.08615112,(356.33* 349.78* 352.00),-9.869446,-5.456329,(6.85* 356.27* 0.40)
225,1,4.625403,(7.79* 356.14* 359.96),0.9672712,-0.07241821,(356.31* 349.80* 352.01),-9.887146,-5.441895,(6.85* 356.27* 0.40)
225,1,4.648195,(7.80* 356.16* 359.96),0.976326,-0.0508728,(356.31* 349.80* 352.00),-9.887848,-5.441925,(6.85* 356.27* 0.40)
225,1,4.675421,(7.79* 356.17* 359.99),0.9720938,-0.05203247,(356.31* 349.80* 351.99),-9.888062,-5.441223,(6.85* 356.27* 0.40)
225,1,4.704194,(7.82* 356.15* 0.00),0.9936014,-0.07434082,(356.28* 349.80* 352.09),-9.921143,-5.445831,(6.85* 356.27* 0.40)
225,1,4.7323,(7.87* 356.07* 359.95),1.052529,-0.1456299,(356.30* 349.83* 352.05),-9.897552,-5.419403,(6.85* 356.27* 0.40)
225,1,4.760103,(7.90* 355.91* 359.86),1.090976,-0.2905579,(356.29* 349.81* 352.09),-9.912628,-5.440613,(6.85* 356.27* 0.40)
225,1,4.788557,(7.94* 355.84* 359.82),1.133877,-0.3562622,(356.32* 349.77* 352.04),-9.882263,-5.475616,(6.85* 356.27* 0.40)
225,1,4.817172,(7.98* 355.80* 359.90),1.164824,-0.4062195,(356.30* 349.74* 352.05),-9.89801,-5.508698,(6.85* 356.27* 0.40)
225,1,4.852674,(8.01* 355.72* 359.99),1.183931,-0.4958801,(356.31* 349.70* 351.99),-9.88858,-5.537354,(6.85* 356.27* 0.40)
225,1,4.87338,(8.03* 355.61* 0.04),1.200522,-0.6115112,(356.31* 349.69* 351.97),-9.880981,-5.55014,(6.85* 356.27* 0.40)
225,1,4.900726,(8.08* 355.38* 0.04),1.255802,-0.8416138,(356.27* 349.65* 351.95),-9.920624,-5.580109,(6.85* 356.27* 0.40)
225,1,4.928361,(8.17* 355.10* 359.99),1.351097,-1.116241,(356.25* 349.58* 352.03),-9.947052,-5.66684,(6.85* 356.27* 0.40)
225,1,4.957036,(8.14* 354.86* 0.02),1.311292,-1.358826,(356.26* 349.50* 351.97),-9.934357,-5.731964,(6.85* 356.27* 0.40)
