Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
1,Lying,1,225,66.8149,(0.01* 1.00* 0.02),(-0.61* 0.38* 0.69),(271.05* 16.62* 344.57)
1,Lying,2,225,61.57578,(-0.01* 1.00* 0.05),(-0.58* 0.43* 0.69),(271.05* 16.62* 344.57)
1,Lying,3,225,66.6989,(-0.01* 1.00* 0.07),(-0.62* 0.34* 0.71),(271.05* 16.62* 344.57)
1,Lying,1,180,51.77499,(0.00* 1.00* 0.08),(-0.79* 0.61* 0.10),(271.05* 16.62* 344.57)
1,Lying,2,180,54.27006,(0.00* 1.00* 0.06),(-0.81* 0.58* 0.10),(271.05* 16.62* 344.57)
1,Lying,3,180,47.33094,(-0.03* 1.00* 0.07),(-0.75* 0.65* 0.10),(271.05* 16.62* 344.57)
1,Lying,1,315,319.4951,(-0.05* 1.00* 0.07),(0.44* 0.75* 0.49),(271.05* 16.62* 344.57)
1,Lying,2,315,324.3046,(0.01* 1.00* 0.09),(0.43* 0.77* 0.47),(271.05* 16.62* 344.57)
1,Lying,3,315,334.2797,(0.01* 1.00* 0.07),(0.32* 0.87* 0.37),(271.05* 16.62* 344.57)
1,Lying,1,135,43.05169,(0.01* 1.00* 0.07),(-0.50* 0.77* -0.40),(271.05* 16.62* 344.57)
1,Lying,2,135,33.92627,(-0.03* 1.00* 0.07),(-0.43* 0.84* -0.33),(271.05* 16.62* 344.57)
1,Lying,3,135,32.96844,(0.00* 1.00* 0.06),(-0.40* 0.86* -0.32),(271.05* 16.62* 344.57)
1,Lying,1,270,56.48612,(-0.01* 1.00* 0.03),(0.02* 0.52* 0.85),(271.05* 16.62* 344.57)
1,Lying,2,270,49.20619,(0.00* 1.00* 0.03),(0.01* 0.63* 0.78),(271.05* 16.62* 344.57)
1,Lying,3,270,36.34195,(-0.01* 1.00* 0.03),(0.02* 0.78* 0.62),(271.05* 16.62* 344.57)
1,Lying,1,45,317.2115,(0.00* 1.00* 0.04),(0.50* 0.75* -0.43),(271.05* 16.62* 344.57)
1,Lying,2,45,322.756,(0.02* 1.00* 0.04),(0.45* 0.80* -0.39),(271.05* 16.62* 344.57)
1,Lying,3,45,319.0463,(0.06* 1.00* 0.07),(0.48* 0.76* -0.44),(271.05* 16.62* 344.57)
1,Lying,1,0,310.1081,(0.03* 1.00* 0.06),(0.78* 0.62* 0.06),(271.05* 16.62* 344.57)
1,Lying,2,0,310.562,(0.02* 1.00* 0.07),(0.77* 0.64* 0.04),(271.05* 16.62* 344.57)
1,Lying,3,0,311.0618,(0.02* 1.00* 0.04),(0.76* 0.64* 0.04),(271.05* 16.62* 344.57)
1,Lying,1,90,40.38016,(0.04* 1.00* 0.07),(-0.01* 0.80* -0.60),(271.05* 16.62* 344.57)
1,Lying,2,90,32.46575,(0.01* 1.00* 0.05),(-0.01* 0.87* -0.50),(271.05* 16.62* 344.57)
1,Lying,3,90,42.64803,(0.01* 1.00* 0.07),(0.01* 0.78* -0.62),(271.05* 16.62* 344.57)
