Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
2,Lying,1,0,294.4332,(-0.02* 1.00* 0.01),(0.88* 0.43* 0.20),(274.65* 155.97* 193.21)
2,Lying,2,0,301.1161,(0.03* 1.00* 0.01),(0.85* 0.49* 0.21),(274.65* 155.97* 193.21)
2,Lying,3,0,308.3659,(0.04* 1.00* 0.01),(0.79* 0.59* 0.19),(274.65* 155.97* 193.21)
2,Lying,1,90,30.81107,(0.02* 1.00* -0.01),(0.12* 0.85* -0.51),(274.65* 155.97* 193.21)
2,Lying,2,90,32.5932,(0.03* 1.00* -0.01),(0.13* 0.83* -0.54),(274.65* 155.97* 193.21)
2,Lying,3,90,33.37455,(0.02* 1.00* 0.03),(0.12* 0.85* -0.51),(274.65* 155.97* 193.21)
2,Lying,1,225,50.30244,(0.03* 1.00* -0.01),(-0.60* 0.66* 0.45),(274.65* 155.97* 193.21)
2,Lying,2,225,25.56569,(0.03* 1.00* 0.05),(-0.35* 0.90* 0.25),(274.65* 155.97* 193.21)
2,Lying,3,225,23.96149,(0.03* 1.00* 0.00),(-0.32* 0.92* 0.21),(274.65* 155.97* 193.21)
2,Lying,1,180,51.24805,(0.01* 1.00* 0.03),(-0.76* 0.64* -0.10),(274.65* 155.97* 193.21)
2,Lying,2,180,55.85324,(0.01* 1.00* 0.03),(-0.81* 0.57* -0.11),(274.65* 155.97* 193.21)
2,Lying,3,180,303.1063,(0.00* 1.00* -0.01),(-0.83* 0.54* -0.11),(274.65* 155.97* 193.21)
2,Lying,1,315,338.9105,(0.03* 1.00* 0.07),(0.25* 0.90* 0.35),(274.65* 155.97* 193.21)
2,Lying,2,315,18.91474,(0.03* 1.00* 0.04),(0.22* 0.93* 0.30),(274.65* 155.97* 193.21)
2,Lying,3,315,19.57744,(0.03* 1.00* 0.03),(0.23* 0.93* 0.29),(274.65* 155.97* 193.21)
2,Lying,1,135,307.8092,(0.05* 1.00* 0.02),(-0.44* 0.65* -0.63),(274.65* 155.97* 193.21)
2,Lying,2,135,309.9359,(0.01* 1.00* -0.01),(-0.44* 0.64* -0.63),(274.65* 155.97* 193.21)
2,Lying,3,135,311.1735,(0.01* 1.00* 0.01),(-0.43* 0.67* -0.60),(274.65* 155.97* 193.21)
2,Lying,1,270,17.93361,(0.00* 1.00* 0.00),(-0.05* 0.95* 0.30),(274.65* 155.97* 193.21)
2,Lying,2,270,12.07835,(0.01* 1.00* 0.04),(-0.01* 0.97* 0.25),(274.65* 155.97* 193.21)
2,Lying,3,270,15.39147,(0.01* 1.00* 0.05),(-0.05* 0.95* 0.31),(274.65* 155.97* 193.21)
2,Lying,1,45,305.643,(0.01* 1.00* 0.04),(0.69* 0.59* -0.42),(274.65* 155.97* 193.21)
2,Lying,2,45,308.7651,(0.02* 1.00* 0.01),(0.67* 0.62* -0.41),(274.65* 155.97* 193.21)
2,Lying,3,45,40.79712,(0.02* 1.00* -0.02),(0.57* 0.74* -0.35),(274.65* 155.97* 193.21)
