Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
2,Standing,1,0,216.3016,(0.00* -0.03* 1.00),(0.59* 0.02* -0.80),(1.56* 0.32* 359.65)
2,Standing,2,0,210.7675,(0.00* -0.02* 1.00),(0.51* 0.05* -0.86),(1.56* 0.32* 359.65)
2,Standing,3,0,210.202,(0.00* -0.02* 1.00),(0.50* 0.03* -0.86),(1.56* 0.32* 359.65)
2,Standing,1,90,92.61282,(-0.03* -0.03* 1.00),(0.01* 1.00* -0.02),(1.56* 0.32* 359.65)
2,Standing,2,90,95.29906,(0.01* -0.02* 1.00),(0.00* 1.00* -0.08),(1.56* 0.32* 359.65)
2,Standing,3,90,90.72823,(0.02* 0.00* 1.00),(0.01* 1.00* -0.01),(1.56* 0.32* 359.65)
2,Standing,1,225,139.8622,(0.01* -0.03* 1.00),(-0.49* -0.41* -0.77),(1.56* 0.32* 359.65)
2,Standing,2,225,137.1878,(-0.01* -0.03* 1.00),(-0.51* -0.43* -0.75),(1.56* 0.32* 359.65)
2,Standing,3,225,132.0295,(-0.02* -0.03* 1.00),(-0.53* -0.49* -0.69),(1.56* 0.32* 359.65)
2,Standing,1,180,153.2724,(0.01* -0.03* 1.00),(-0.46* 0.04* -0.89),(1.56* 0.32* 359.65)
2,Standing,2,180,160.7374,(0.00* -0.01* 1.00),(-0.32* 0.05* -0.94),(1.56* 0.32* 359.65)
2,Standing,3,180,148.8967,(-0.02* -0.02* 1.00),(-0.50* 0.06* -0.87),(1.56* 0.32* 359.65)
2,Standing,1,315,234.7413,(0.00* -0.07* 1.00),(0.57* -0.55* -0.61),(1.56* 0.32* 359.65)
2,Standing,2,315,243.9375,(0.02* -0.03* 1.00),(0.63* -0.62* -0.47),(1.56* 0.32* 359.65)
2,Standing,3,315,238.3641,(0.01* -0.04* 1.00),(0.61* -0.57* -0.55),(1.56* 0.32* 359.65)
2,Standing,1,135,156.7682,(0.02* -0.08* 1.00),(-0.33* 0.31* -0.89),(1.56* 0.32* 359.65)
2,Standing,2,135,156.041,(0.00* -0.03* 1.00),(-0.30* 0.31* -0.90),(1.56* 0.32* 359.65)
2,Standing,3,135,159.1266,(0.00* -0.02* 1.00),(-0.26* 0.25* -0.93),(1.56* 0.32* 359.65)
2,Standing,1,270,89.46522,(-0.01* -0.02* 1.00),(-0.01* -1.00* -0.01),(1.56* 0.32* 359.65)
2,Standing,2,270,90.63676,(-0.03* -0.01* 1.00),(-0.01* -1.00* -0.02),(1.56* 0.32* 359.65)
2,Standing,3,270,94.23508,(0.00* -0.05* 1.00),(0.01* -0.99* -0.13),(1.56* 0.32* 359.65)
2,Standing,1,45,224.109,(0.01* -0.07* 1.00),(0.49* 0.53* -0.69),(1.56* 0.32* 359.65)
2,Standing,2,45,217.1219,(0.03* -0.03* 1.00),(0.42* 0.43* -0.80),(1.56* 0.32* 359.65)
2,Standing,3,45,225.2643,(0.00* -0.02* 1.00),(0.50* 0.52* -0.70),(1.56* 0.32* 359.65)
