Direction,tCount,MaxViewingRange,HeadStartVector,HeadEndVector,MaxBodyRange,BodyStartVector,BodyEndVector,StartRotation
Down,1,-62.08812,(0.04* 1.00* -0.04),(0.37* 0.48* 0.79),-8.565248,(-0.06* 1.00* -0.04),(-0.04* 0.98* -0.19),(271.75* 57.11* 327.46)
Down,2,-55.70408,(0.01* 1.00* 0.00),(0.35* 0.56* 0.75),-6.784228,(-0.05* 1.00* -0.06),(-0.05* 0.98* -0.18),(271.75* 57.11* 327.46)
Down,3,-61.56377,(0.02* 1.00* 0.00),(0.37* 0.47* 0.80),-6.417563,(-0.05* 1.00* -0.06),(-0.05* 0.98* -0.17),(271.75* 57.11* 327.46)
Right,1,-66.05262,(0.00* 1.00* -0.02),(0.84* 0.40* -0.38),-2.336657,(-0.05* 1.00* -0.08),(0.00* 1.00* -0.08),(271.75* 57.11* 327.46)
Right,2,78.92258,(0.07* 1.00* -0.03),(0.90* 0.11* -0.41),-5.870558,(-0.05* 1.00* -0.01),(0.06* 1.00* 0.00),(271.75* 57.11* 327.46)
Right,3,76.13383,(0.05* 1.00* -0.01),(0.89* 0.19* -0.42),-10.29169,(-0.03* 1.00* 0.06),(0.03* 0.99* -0.11),(271.75* 57.11* 327.46)
Up,1,36.90396,(0.03* 1.00* -0.01),(-0.22* 0.80* -0.55),1.851501,(-0.07* 0.99* 0.09),(-0.09* 0.99* 0.11),(271.75* 57.11* 327.46)
Up,2,35.59752,(0.04* 1.00* 0.03),(-0.21* 0.84* -0.50),3.838849,(-0.06* 0.99* 0.08),(-0.02* 0.99* 0.14),(271.75* 57.11* 327.46)
Up,3,34.43979,(0.02* 1.00* -0.01),(-0.23* 0.82* -0.52),2.162022,(-0.04* 0.99* 0.09),(-0.02* 0.99* 0.12),(271.75* 57.11* 327.46)
Left,1,43.43018,(-0.01* 1.00* -0.01),(-0.62* 0.72* 0.30),3.115207,(-0.01* 1.00* -0.07),(-0.06* 0.99* -0.09),(271.75* 57.11* 327.46)
Left,2,-54.4437,(0.00* 1.00* 0.03),(-0.75* 0.57* 0.33),3.952898,(-0.01* 1.00* -0.06),(-0.07* 0.99* -0.10),(271.75* 57.11* 327.46)
Left,3,-58.8614,(0.00* 1.00* 0.01),(-0.78* 0.51* 0.37),3.321189,(-0.03* 1.00* -0.08),(-0.08* 0.99* -0.11),(271.75* 57.11* 327.46)
