Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
14,Lying,1,45,332.9296,(0.17* 0.99* 0.03),(-0.29* 0.95* -0.08),(280.33* 109.66* 11.65)
14,Lying,2,45,321.5861,(0.19* 0.98* 0.02),(-0.45* 0.89* -0.10),(280.33* 109.66* 11.65)
14,Lying,3,45,322.002,(0.17* 0.98* 0.04),(-0.45* 0.88* -0.12),(280.33* 109.66* 11.65)
14,Lying,1,0,310.795,(0.17* 0.98* 0.04),(-0.27* 0.74* -0.62),(280.33* 109.66* 11.65)
14,Lying,2,0,295.0836,(0.19* 0.98* 0.03),(-0.39* 0.53* -0.75),(280.33* 109.66* 11.65)
14,Lying,3,0,293.4009,(0.19* 0.98* 0.03),(-0.40* 0.50* -0.76),(280.33* 109.66* 11.65)
14,Lying,1,90,35.92069,(0.17* 0.98* 0.03),(-0.35* 0.87* 0.34),(280.33* 109.66* 11.65)
14,Lying,2,90,37.93266,(0.19* 0.98* 0.02),(-0.35* 0.86* 0.36),(280.33* 109.66* 11.65)
14,Lying,3,90,39.39789,(0.19* 0.98* 0.03),(-0.38* 0.85* 0.37),(280.33* 109.66* 11.65)
14,Lying,1,225,55.09042,(0.19* 0.98* 0.04),(0.88* 0.41* 0.26),(280.33* 109.66* 11.65)
14,Lying,2,225,63.5475,(0.21* 0.98* 0.05),(0.93* 0.24* 0.29),(280.33* 109.66* 11.65)
14,Lying,3,225,69.97259,(0.18* 0.98* 0.04),(0.93* 0.16* 0.32),(280.33* 109.66* 11.65)
14,Lying,1,180,54.29993,(0.21* 0.98* 0.04),(0.51* 0.46* 0.73),(280.33* 109.66* 11.65)
14,Lying,2,180,53.94355,(0.19* 0.98* 0.02),(0.51* 0.49* 0.71),(280.33* 109.66* 11.65)
14,Lying,3,180,60.58055,(0.20* 0.98* 0.05),(0.51* 0.36* 0.78),(280.33* 109.66* 11.65)
14,Lying,1,315,296.3145,(0.20* 0.98* 0.06),(0.33* 0.44* -0.84),(280.33* 109.66* 11.65)
14,Lying,2,315,302.2985,(0.21* 0.98* 0.02),(0.31* 0.49* -0.81),(280.33* 109.66* 11.65)
14,Lying,3,315,297.6298,(0.19* 0.98* 0.03),(0.32* 0.43* -0.84),(280.33* 109.66* 11.65)
14,Lying,1,135,41.80787,(0.18* 0.98* 0.03),(0.00* 0.74* 0.68),(280.33* 109.66* 11.65)
14,Lying,2,135,44.08433,(0.20* 0.98* 0.02),(-0.01* 0.72* 0.69),(280.33* 109.66* 11.65)
14,Lying,3,135,44.31197,(0.20* 0.98* 0.05),(-0.03* 0.70* 0.71),(280.33* 109.66* 11.65)
14,Lying,1,270,38.84946,(0.19* 0.98* 0.05),(0.68* 0.68* -0.27),(280.33* 109.66* 11.65)
14,Lying,2,270,27.41688,(0.20* 0.98* 0.02),(0.57* 0.80* -0.21),(280.33* 109.66* 11.65)
14,Lying,3,270,36.32098,(0.19* 0.98* 0.02),(0.67* 0.69* -0.27),(280.33* 109.66* 11.65)
