Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
90,1,11.8071,(2.60* 274.12* 356.96),-2.329987,8.129203,(356.19* 22.50* 1.72),-6.60257,117.0843,(1.62* 265.89* 354.69)
90,1,11.84521,(2.47* 274.04* 356.95),-2.307709,8.052928,(358.29* 23.47* 359.85),-4.906647,117.7418,(1.62* 265.89* 354.69)
90,1,11.89153,(2.38* 273.96* 356.88),-2.230957,7.976947,(357.93* 23.16* 358.57),-3.593903,117.408,(1.62* 265.89* 354.69)
90,1,11.92222,(2.40* 274.01* 356.88),-2.23703,8.03499,(357.90* 23.24* 358.57),-3.592377,117.4865,(1.62* 265.89* 354.69)
90,1,11.94604,(2.43* 274.08* 356.87),-2.230652,8.101192,(358.42* 23.81* 359.34),-4.399048,118.0498,(1.62* 265.89* 354.69)
90,1,11.97346,(2.46* 274.21* 356.84),-2.194824,8.231871,(358.68* 24.08* 359.74),-4.82132,118.3189,(1.62* 265.89* 354.69)
90,1,12.00245,(2.43* 274.26* 356.77),-2.128845,8.287404,(358.73* 23.99* 359.87),-4.953125,118.2201,(1.62* 265.89* 354.69)
90,1,12.03066,(2.44* 274.26* 356.68),-2.042877,8.28885,(358.84* 23.54* 0.44),-5.533905,117.7793,(1.62* 265.89* 354.69)
90,1,12.05931,(2.46* 274.28* 356.60),-1.958954,8.311575,(358.01* 23.14* 358.70),-3.731476,117.3886,(1.62* 265.89* 354.69)
90,1,12.08732,(2.53* 274.30* 356.58),-1.94577,8.326322,(357.38* 22.44* 357.29),-2.281219,116.6607,(1.62* 265.89* 354.69)
90,1,12.11507,(2.52* 274.36* 356.52),-1.886719,8.387574,(357.32* 22.26* 357.09),-2.081055,116.4776,(1.62* 265.89* 354.69)
90,1,12.14393,(2.50* 274.39* 356.51),-1.871185,8.420747,(357.20* 21.99* 356.74),-1.720703,116.1889,(1.62* 265.89* 354.69)
90,1,12.17075,(2.45* 274.40* 356.50),-1.863342,8.431757,(357.14* 21.78* 356.56),-1.541168,115.9696,(1.62* 265.89* 354.69)
90,1,12.19928,(2.45* 274.37* 356.50),-1.862976,8.404129,(356.88* 21.43* 356.06),-1.019012,115.5979,(1.62* 265.89* 354.69)
