Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
315,1,3.333062,(284.79* 295.98* 54.29),2.232291,0.3646027,(352.80* 85.22* 259.35),-0.8479309,-0.6913452,(278.69* 298.69* 51.26)
315,1,3.369753,(284.81* 295.92* 54.34),2.2324,0.3524188,(352.78* 85.25* 259.31),-0.887207,-0.6683044,(278.69* 298.69* 51.26)
315,1,3.390555,(284.83* 296.22* 54.02),2.312743,0.3546015,(352.79* 85.25* 259.40),-0.8001099,-0.6607666,(278.69* 298.69* 51.26)
315,1,3.417564,(284.84* 296.27* 54.00),2.322558,0.3717581,(352.81* 85.23* 259.45),-0.7499695,-0.6699829,(278.69* 298.69* 51.26)
315,1,3.442088,(284.79* 295.98* 54.28),2.237085,0.3543254,(352.82* 85.23* 259.49),-0.7016296,-0.6639404,(278.69* 298.69* 51.26)
315,1,3.470002,(284.77* 295.86* 54.39),2.202265,0.351319,(352.82* 85.22* 259.50),-0.6987,-0.6691589,(278.69* 298.69* 51.26)
315,1,3.499814,(284.79* 296.02* 54.25),2.246355,0.367889,(352.83* 85.21* 259.52),-0.6715393,-0.6786499,(278.69* 298.69* 51.26)
315,1,3.52858,(284.75* 295.66* 54.61),2.144599,0.3545173,(352.84* 85.21* 259.54),-0.651825,-0.6757507,(278.69* 298.69* 51.26)
315,1,3.557007,(284.76* 295.47* 54.80),2.103453,0.3532453,(352.83* 85.22* 259.56),-0.6390381,-0.6616211,(278.69* 298.69* 51.26)
315,1,3.584844,(284.73* 295.53* 54.73),2.10764,0.3463134,(352.82* 85.22* 259.52),-0.6773987,-0.6744385,(278.69* 298.69* 51.26)
315,1,3.613097,(284.74* 295.75* 54.51),2.161051,0.3440293,(352.82* 85.21* 259.49),-0.7011108,-0.6807861,(278.69* 298.69* 51.26)
315,1,3.641313,(284.74* 295.94* 54.31),2.207211,0.3507325,(352.82* 85.23* 259.53),-0.6603699,-0.6631775,(278.69* 298.69* 51.26)
315,1,3.668687,(284.76* 296.48* 53.76),2.343426,0.3586099,(352.82* 85.23* 259.53),-0.6659241,-0.6572266,(278.69* 298.69* 51.26)
315,1,3.69702,(284.69* 296.71* 53.52),2.369082,0.3396678,(352.84* 85.22* 259.57),-0.6224365,-0.6630554,(278.69* 298.69* 51.26)
315,1,3.724492,(284.63* 296.92* 53.31),2.385961,0.3422873,(352.86* 85.23* 259.72),-0.4726868,-0.6311646,(278.69* 298.69* 51.26)
315,1,3.752357,(284.59* 297.21* 53.01),2.438006,0.3472272,(352.88* 85.23* 259.80),-0.3927612,-0.6249084,(278.69* 298.69* 51.26)
315,1,3.780226,(284.57* 297.94* 52.22),2.605876,0.3060123,(352.89* 85.22* 259.85),-0.3431702,-0.6256104,(278.69* 298.69* 51.26)
315,1,3.807923,(284.54* 298.97* 51.13),2.833214,0.2776832,(352.92* 85.22* 259.90),-0.2951965,-0.6271667,(278.69* 298.69* 51.26)
315,1,3.835901,(284.47* 300.02* 50.04),3.037509,0.2553401,(352.96* 85.21* 259.94),-0.2476807,-0.6296082,(278.69* 298.69* 51.26)
315,1,3.863858,(284.35* 301.20* 48.79),3.245911,0.2119513,(352.99* 85.21* 259.93),-0.2574463,-0.6294556,(278.69* 298.69* 51.26)
315,1,3.891815,(284.28* 302.66* 47.25),3.529192,0.1666669,(352.98* 85.21* 259.92),-0.267334,-0.628418,(278.69* 298.69* 51.26)
315,1,3.919196,(284.21* 304.43* 45.40),3.870736,0.1249075,(353.00* 85.20* 259.96),-0.2286072,-0.6374512,(278.69* 298.69* 51.26)
315,1,3.947222,(284.20* 307.15* 42.67),4.412632,0.165089,(353.05* 85.15* 260.10),-0.08023071,-0.6710815,(278.69* 298.69* 51.26)
315,1,3.975062,(284.10* 309.42* 40.30),4.8013,0.1022201,(353.11* 85.11* 260.23),0.05311318,-0.6911926,(278.69* 298.69* 51.26)
315,1,4.002779,(284.11* 312.17* 37.47),5.336141,0.06956465,(353.15* 85.07* 260.33),0.1493208,-0.7176514,(278.69* 298.69* 51.26)
315,1,4.0306,(284.14* 314.78* 34.78),5.831983,0.03808345,(353.18* 85.02* 260.37),0.1910047,-0.7697754,(278.69* 298.69* 51.26)
315,1,4.058458,(284.39* 317.91* 31.54),6.562283,-0.02957153,(353.19* 84.99* 260.46),0.2829312,-0.7893372,(278.69* 298.69* 51.26)
315,1,4.086212,(284.52* 320.71* 28.65),7.129027,-0.07266235,(353.18* 84.91* 260.52),0.3439011,-0.8615112,(278.69* 298.69* 51.26)
315,1,4.114029,(284.49* 323.21* 26.09),7.504296,-0.1296692,(353.18* 84.75* 260.61),0.4310744,-1.002411,(278.69* 298.69* 51.26)
