Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
45,1,8.36402,(282.41* 327.66* 21.22),1.921693,-0.4145813,(1.11* 100.80* 276.71),17.77412,19.4741,(279.01* 342.73* 6.38)
45,1,8.398281,(282.91* 328.01* 20.86),2.385081,-0.401947,(1.06* 100.79* 276.65),17.7051,19.47568,(279.01* 342.73* 6.38)
45,1,8.44571,(284.09* 329.42* 19.55),3.554919,-0.2444153,(1.13* 100.73* 276.69),17.74974,19.40241,(279.01* 342.73* 6.38)
45,1,8.470325,(284.37* 330.23* 18.75),3.896028,-0.2193909,(1.20* 100.75* 276.52),17.60216,19.3872,(279.01* 342.73* 6.38)
45,1,8.498492,(284.33* 330.21* 18.76),3.863783,-0.2313843,(1.22* 100.69* 276.49),17.57048,19.32692,(279.01* 342.73* 6.38)
45,1,8.527488,(284.10* 330.29* 18.59),3.686321,-0.3222656,(1.10* 100.77* 276.47),17.529,19.44633,(279.01* 342.73* 6.38)
45,1,8.556697,(283.85* 330.49* 18.45),3.480558,-0.2697449,(0.96* 100.81* 276.55),17.59193,19.52862,(279.01* 342.73* 6.38)
45,1,8.584661,(283.59* 330.41* 18.54),3.243398,-0.2644958,(0.90* 100.82* 276.65),17.67675,19.561,(279.01* 342.73* 6.38)
45,1,8.61289,(283.30* 330.44* 18.52),2.989981,-0.2690125,(0.92* 100.84* 276.70),17.73609,19.57083,(279.01* 342.73* 6.38)
45,1,8.641041,(283.01* 330.45* 18.56),2.735846,-0.2235718,(1.14* 100.80* 276.67),17.73594,19.46593,(279.01* 342.73* 6.38)
45,1,8.668708,(282.87* 330.62* 18.40),2.634445,-0.217041,(1.24* 100.77* 276.64),17.72708,19.40098,(279.01* 342.73* 6.38)
45,1,8.696967,(282.89* 331.22* 17.76),2.721486,-0.2420654,(1.27* 100.72* 276.64),17.72772,19.34615,(279.01* 342.73* 6.38)
45,1,8.724862,(282.80* 331.83* 17.16),2.702472,-0.2287292,(1.28* 100.69* 276.69),17.77898,19.30574,(279.01* 342.73* 6.38)
45,1,8.752682,(282.39* 332.48* 16.49),2.40675,-0.2429504,(1.25* 100.70* 276.70),17.78436,19.33449,(279.01* 342.73* 6.38)
45,1,8.780554,(281.72* 333.37* 15.58),1.893844,-0.2549744,(1.23* 100.68* 276.81),17.89014,19.32087,(279.01* 342.73* 6.38)
45,1,8.80796,(280.55* 334.85* 14.19),0.954842,-0.1638489,(1.05* 100.82* 276.86),17.90581,19.51916,(279.01* 342.73* 6.38)
45,1,8.836322,(279.06* 337.70* 11.35),-0.2155151,-0.1121826,(0.98* 100.87* 276.90),17.93635,19.59542,(279.01* 342.73* 6.38)
45,1,8.86389,(277.51* 342.71* 6.23),-1.422394,-0.1604919,(1.03* 100.88* 276.91),17.9568,19.58749,(279.01* 342.73* 6.38)
45,1,8.89157,(276.42* 351.00* 357.74),-2.256165,-0.2547607,(1.12* 100.84* 277.04),18.10244,19.51764,(279.01* 342.73* 6.38)
45,1,8.91974,(275.75* 1.29* 347.34),-2.850708,-0.2525635,(1.25* 100.78* 277.19),18.26496,19.42277,(279.01* 342.73* 6.38)
45,1,8.947701,(275.57* 11.58* 337.00),-3.151367,-0.2050476,(1.48* 100.64* 277.44),18.54552,19.21817,(279.01* 342.73* 6.38)
45,1,8.975821,(275.54* 21.64* 327.00),-3.459381,-0.04876709,(1.69* 100.55* 277.72),18.85769,19.06146,(279.01* 342.73* 6.38)
45,1,9.003845,(275.76* 32.03* 316.61),-3.718933,0.06893425,(1.78* 100.50* 277.82),18.96785,18.98241,(279.01* 342.73* 6.38)
45,1,9.03104,(276.11* 41.23* 307.37),-4.007385,0.149597,(1.72* 100.52* 277.85),18.98435,19.02423,(279.01* 342.73* 6.38)
45,1,9.059175,(276.55* 49.64* 299.06),-4.345734,0.361901,(1.72* 100.53* 277.88),19.01975,19.03565,(279.01* 342.73* 6.38)
45,1,9.086768,(277.01* 59.46* 289.40),-4.999847,0.6760642,(1.66* 100.55* 277.83),18.96257,19.07387,(279.01* 342.73* 6.38)
45,1,9.114641,(277.76* 66.89* 282.05),-5.49054,0.9225599,(1.61* 100.59* 277.91),19.03566,19.13064,(279.01* 342.73* 6.38)
45,1,9.142906,(278.48* 81.27* 267.94),-7.17923,1.474959,(1.60* 100.60* 278.12),19.23842,19.15442,(279.01* 342.73* 6.38)
45,1,9.169955,(279.65* 93.55* 255.62),-9.02771,1.764272,(1.59* 100.65* 278.26),19.37906,19.20545,(279.01* 342.73* 6.38)
45,1,9.198008,(281.04* 100.80* 248.42),-10.43973,2.150345,(1.82* 100.50* 278.75),19.89868,18.98867,(279.01* 342.73* 6.38)
