Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
15,Standing,1,90,86.95683,(-0.98* -0.16* 0.11),(-0.18* 0.96* 0.21),(8.99* 266.50* 355.95)
15,Standing,2,90,86.48697,(-0.99* -0.12* 0.09),(-0.16* 0.97* 0.20),(8.99* 266.50* 355.95)
15,Standing,3,90,85.39345,(-0.99* -0.12* 0.09),(-0.18* 0.96* 0.22),(8.99* 266.50* 355.95)
15,Standing,1,225,203.0729,(-0.98* -0.16* 0.10),(0.93* 0.22* 0.30),(8.99* 266.50* 355.95)
15,Standing,2,225,191.3681,(-0.98* -0.19* 0.03),(0.98* 0.12* 0.15),(8.99* 266.50* 355.95)
15,Standing,3,225,192.5943,(-0.98* -0.17* 0.07),(0.99* 0.06* 0.13),(8.99* 266.50* 355.95)
15,Standing,1,180,169.8492,(-0.97* -0.20* 0.10),(0.94* 0.18* -0.28),(8.99* 266.50* 355.95)
15,Standing,2,180,169.7898,(-0.99* -0.15* 0.06),(0.96* 0.16* -0.23),(8.99* 266.50* 355.95)
15,Standing,3,180,176.7483,(-0.99* -0.15* 0.05),(0.98* 0.19* -0.09),(8.99* 266.50* 355.95)
15,Standing,1,315,194.7237,(-0.98* -0.15* 0.08),(0.96* 0.23* 0.16),(8.99* 266.50* 355.95)
15,Standing,2,315,195.7822,(-0.98* -0.19* 0.10),(0.95* 0.25* 0.16),(8.99* 266.50* 355.95)
15,Standing,3,315,198.1194,(-0.97* -0.19* 0.13),(0.96* 0.22* 0.19),(8.99* 266.50* 355.95)
15,Standing,1,135,6.386046,(-0.98* -0.18* 0.11),(-0.99* -0.10* 0.03),(8.99* 266.50* 355.95)
15,Standing,2,135,196.9272,(-0.99* -0.14* 0.06),(0.91* 0.42* 0.00),(8.99* 266.50* 355.95)
15,Standing,3,135,194.0699,(-0.99* -0.14* 0.04),(0.96* 0.20* 0.19),(8.99* 266.50* 355.95)
15,Standing,1,270,113.7976,(-0.98* -0.18* 0.11),(0.27* 0.92* 0.26),(8.99* 266.50* 355.95)
15,Standing,2,270,115.2739,(-0.97* -0.21* 0.08),(0.26* 0.93* 0.27),(8.99* 266.50* 355.95)
15,Standing,3,270,116.7187,(-0.98* -0.20* 0.09),(0.29* 0.92* 0.25),(8.99* 266.50* 355.95)
15,Standing,1,45,198.105,(-0.98* -0.19* 0.08),(0.99* -0.12* -0.07),(8.99* 266.50* 355.95)
15,Standing,2,45,162.1804,(-0.99* -0.13* 0.11),(0.98* -0.18* -0.11),(8.99* 266.50* 355.95)
15,Standing,3,45,158.3632,(-0.99* -0.12* 0.05),(0.96* -0.23* -0.16),(8.99* 266.50* 355.95)
15,Standing,1,0,182.0265,(-0.98* -0.17* 0.11),(0.98* 0.19* -0.08),(8.99* 266.50* 355.95)
15,Standing,2,0,191.1741,(-0.98* -0.15* 0.12),(0.98* 0.19* 0.07),(8.99* 266.50* 355.95)
15,Standing,3,0,162.8789,(-0.98* -0.16* 0.09),(0.91* 0.19* -0.38),(8.99* 266.50* 355.95)
