Direction,tCount,Time,HeadPitch,HeadYaw,HeadRoll,BodyPitch,BodyYaw,BodyRoll
Down,1,4.823902,0.3471792,3.260267,0.1297215,0.4087828,0.2422834,0.08156469
Down,1,4.880472,0.3426407,3.259306,0.1297215,0.3995845,0.2478722,0.07401875
Down,1,4.904717,0.3386196,3.256722,0.1312212,0.386643,0.2430897,0.06852804
Down,1,4.930102,0.3339648,3.254618,0.132704,0.3820612,0.2373883,0.06255726
Down,1,4.950517,0.3304307,3.254257,0.132704,0.3794918,0.23239,0.05934703
Down,1,4.979636,0.332791,3.25564,0.132704,0.3769049,0.2238118,0.05934703
Down,1,5.012659,0.3815487,3.265128,0.1356209,0.3711503,0.2167048,0.05595291
Down,1,5.036619,0.4356619,3.265367,0.1412742,0.365305,0.2102893,0.05595291
Down,1,5.064331,0.4498048,3.260747,0.1412742,0.360452,0.20842,0.05934703
Down,1,5.092949,0.4643598,3.243168,0.1153499,0.354982,0.2102893,0.05595291
Down,1,5.113387,0.4727124,3.238336,0.1065312,0.3527702,0.2130625,0.05233916
Down,1,5.137216,0.4849715,3.232587,0.08846933,0.3533245,0.2167048,0.04845664
Down,1,5.177954,0.4969283,3.229012,0.07912937,0.358274,0.2246844,0.04845664
Down,1,5.210652,0.5124369,3.225615,0.07132626,0.3658403,0.2281412,0.04423466
Down,1,5.23663,0.5207698,3.220999,0.06852804,0.3763854,0.2238118,0.04845664
Down,1,5.269582,0.5248867,3.217228,0.0656106,0.3886621,0.2185032,0.05233916
Down,1,5.302783,0.5289715,3.214245,0.05934703,0.3981127,0.2158,0.05595291
Down,1,5.326331,0.5297108,3.214306,0.05934703,0.4020255,0.2130625,0.05934703
Down,1,5.347303,0.53008,3.21595,0.06255726,0.403483,0.2102893,0.06255726
Down,1,5.380805,0.5271187,3.222518,0.06255726,0.4087828,0.20842,0.0656106
Down,1,5.414145,0.5248867,3.228527,0.06255726,0.4187142,0.2074791,0.0656106
Down,1,5.438109,0.5226451,3.228527,0.05934703,0.4306931,0.2102893,0.07132626
Down,1,5.458346,0.5215207,3.2261,0.05595291,0.4356619,0.2130625,0.07132626
Down,1,5.48202,0.5162413,3.218445,0.05595291,0.4493696,0.2167048,0.07132626
Down,1,5.503061,0.5151029,3.214062,0.05934703,0.4592754,0.2185032,0.07132626
Down,1,5.536327,0.5143426,3.210101,0.05934703,0.4731261,0.2220564,0.06852804
Down,1,5.560425,0.5120549,3.212113,0.05595291,0.4849715,0.2229358,0.06852804
Down,1,5.58116,0.5116726,3.215098,0.05595291,0.4921804,0.2246844,0.0656106
Down,1,5.614324,0.5124369,3.224401,0.05595291,0.5035778,0.2298502,0.05934703
Down,1,5.638204,0.509757,3.22883,0.05595291,0.5116726,0.23239,0.05595291
Down,1,5.658535,0.5093729,3.229558,0.05595291,0.5169988,0.234068,0.05233916
Down,1,5.692313,0.5082192,3.228224,0.05934703,0.5311863,0.2373883,0.04845664
Down,1,5.716213,0.5066768,3.225979,0.06255726,0.5435666,0.2390311,0.03956468
Down,1,5.736293,0.4925778,3.223186,0.05934703,0.5570779,0.2382111,0.03956468
Down,1,5.760314,0.4605518,3.218567,0.05595291,0.5757331,0.2349025,0.03426402
Down,1,5.781249,0.4471871,3.213697,0.05233916,0.5858405,0.2306999,0.03426402
Down,1,5.804951,0.4279585,3.204241,0.04845664,0.6116581,0.220287,0.02797646
Down,1,5.825651,0.4215088,3.200389,0.04423466,0.6274496,0.2139789,0.03426402
Down,1,5.859004,0.4039677,3.194021,0.03426402,0.6581939,0.2017412,0.04423466
Down,1,5.892262,0.3789758,3.18678,0.01978234,0.6909717,0.1855749,0.05934703
Down,1,5.916227,0.3121605,3.175148,0,0.7162784,0.1690205,0.07132626
Down,1,5.936954,0.2697954,3.175703,0,0.7260464,0.1594904,0.07661668
Down,1,5.970449,0.1938267,3.175765,0,0.7483428,0.1398823,0.08392937
Down,1,6.009806,0.1219466,3.173052,0,0.7636142,0.1101434,0.09065409
Down,1,6.037874,0.06852804,3.170768,-0.01978234,0.7815963,0.07132626,0.1027921
Down,1,6.070794,0.05233916,3.168853,0,0.7994187,0.02797646,0.1203313
Down,1,6.1036,-0.09691329,3.16366,0,0.798929,-0.01978234,0.1312212
Down,1,6.12724,-0.1594904,3.144418,0.03956468,0.7795909,-0.07132626,0.14537
Down,1,6.148545,-0.1988102,3.129753,0.05233916,0.7636142,-0.1008706,0.1570175
Down,1,6.181501,-0.2914124,3.096361,0.07661668,0.7107937,-0.1631294,0.1802258
Down,1,6.205392,-0.3881583,3.066948,0.09891172,0.6641131,-0.2220564,0.2185032
Down,1,6.225989,-0.4592754,3.055373,0.1136409,0.6413296,-0.2586879,0.2373883
Down,1,6.249547,-0.6218109,3.046261,0.1467098,0.605226,-0.3426407,0.2741124
Down,1,6.270703,-0.7465102,3.054732,0.1643245,0.5993783,-0.3871488,0.2993615
Down,1,6.304337,-1.076292,3.078543,0.1876719,0.5951191,-0.4731261,0.3477423
Down,1,6.336583,-1.528287,3.120921,0.2229358,0.6148488,-0.5695826,0.4049353
Down,1,6.360418,-2.009837,3.168483,0.2733977,0.6763749,-0.6957693,0.4622481
Down,1,6.381859,-2.309782,3.193285,0.3032579,0.7260464,-0.7735435,0.4853748
Down,1,6.414991,-3.021807,3.265967,0.364769,0.848345,-0.9412843,0.5252593
Down,1,6.448205,-3.88484,3.362899,0.4078243,1.009882,-1.131423,0.5875081
Down,1,6.487727,-4.949735,3.456947,0.4168407,1.25117,-1.35725,0.6921035
Down,1,6.515879,-6.127687,3.595755,0.4579955,1.443743,-1.537734,0.7506924
Down,1,6.548288,-7.261878,3.741673,0.4853748,1.586713,-1.680512,0.7898148
Down,1,6.57253,-8.402328,3.874644,0.5135812,1.680977,-1.816177,0.8182884
Down,1,6.604222,-9.53603,3.995912,0.5192646,1.804502,-1.971792,0.8577499
Down,1,6.643402,-10.63706,4.10699,0.5135812,1.93563,-2.140826,0.9052542
Down,1,6.671641,-11.75061,4.203608,0.4992853,2.100868,-2.344183,0.9497693
Down,1,6.704399,-12.76395,4.287427,0.4905876,2.236422,-2.524837,0.9785881
Down,1,6.737152,-13.77097,4.368254,0.5226451,2.380802,-2.693627,0.9903157
Down,1,6.761179,-14.80081,4.438753,0.5811456,2.555735,-2.848607,0.9835745
Down,1,6.782187,-15.35003,4.475359,0.6003569,2.637672,-2.920608,0.9759852
Down,1,6.815424,-16.43,4.52225,0.6373509,2.759105,-3.044075,0.9587917
Down,1,6.839279,-17.54067,4.551737,0.6688108,2.827916,-3.130816,0.9089215
Down,1,6.859684,-18.16217,4.565573,0.6847132,2.867442,-3.168606,0.8720036
Down,1,6.883548,-19.36707,4.580137,0.7060983,3.000222,-3.252572,0.8334522
Down,1,6.904534,-20.03691,4.594058,0.7200928,3.081213,-3.29295,0.8139727
Down,1,6.937244,-21.32822,4.621859,0.7428315,3.246185,-3.368599,0.7750598
Down,1,6.971147,-22.63852,4.66157,0.7519946,3.401682,-3.441394,0.7378095
Down,1,6.994906,-23.93649,4.688429,0.7628451,3.553524,-3.519475,0.6832828
Down,1,7.015375,-24.62562,4.703321,0.7687222,3.615034,-3.586486,0.6110179
Down,1,7.039194,-25.8897,4.704446,0.7491269,3.707607,-3.704013,0.468137
Down,1,7.059739,-26.61827,4.701488,0.7393991,3.78429,-3.733762,0.427501
Down,1,7.083972,-27.89493,4.665938,0.7265852,3.925457,-3.773668,0.3566318
Down,1,7.104503,-28.59336,4.626646,0.7238871,4.006777,-3.789719,0.3064671
Down,1,7.13796,-30.04215,4.531207,0.7038778,4.168848,-3.81331,0.2027088
