Direction,tCount,MaxViewingRange,HeadStartVector,HeadEndVector,MaxBodyRange,BodyStartVector,BodyEndVector,StartRotation
Down,1,34.34797,(-0.19* -0.08* 0.98),(0.27* -0.44* 0.86),5.043176,(-0.21* 0.96* 0.18),(-0.14* 0.98* 0.13),(4.87* 349.11* 46.49)
Down,2,36.82447,(-0.19* -0.08* 0.98),(0.28* -0.48* 0.83),-1.694428,(-0.14* 0.98* 0.14),(-0.13* 0.98* 0.12),(4.87* 349.11* 46.49)
Down,3,37.74444,(-0.20* -0.08* 0.98),(0.29* -0.48* 0.83),-1.223493,(-0.13* 0.98* 0.15),(-0.13* 0.98* 0.13),(4.87* 349.11* 46.49)
Right,1,36.90909,(-0.20* -0.07* 0.98),(0.25* 0.37* 0.90),3.868372,(-0.19* 0.97* 0.17),(-0.12* 0.98* 0.18),(4.87* 349.11* 46.49)
Right,2,37.22988,(-0.21* -0.04* 0.98),(0.26* 0.38* 0.89),3.219357,(-0.18* 0.97* 0.18),(-0.13* 0.97* 0.20),(4.87* 349.11* 46.49)
Right,3,41.40979,(-0.19* -0.06* 0.98),(0.31* 0.43* 0.85),4.332099,(-0.19* 0.97* 0.18),(-0.11* 0.97* 0.19),(4.87* 349.11* 46.49)
Up,1,-32.72361,(-0.19* -0.02* 0.98),(-0.57* 0.33* 0.75),1.034765,(-0.21* 0.96* 0.19),(-0.19* 0.96* 0.20),(4.87* 349.11* 46.49)
Up,2,-25.8324,(-0.24* -0.03* 0.97),(-0.53* 0.27* 0.81),0.8060005,(-0.22* 0.96* 0.20),(-0.21* 0.95* 0.21),(4.87* 349.11* 46.49)
Up,3,-1.909776,(-0.20* -0.05* 0.98),(-0.23* -0.04* 0.97),1.002296,(-0.22* 0.96* 0.19),(-0.22* 0.95* 0.21),(4.87* 349.11* 46.49)
Left,1,-43.57606,(-0.21* -0.05* 0.98),(-0.59* -0.55* 0.59),-0.5439265,(-0.22* 0.95* 0.20),(-0.23* 0.95* 0.20),(4.87* 349.11* 46.49)
Left,2,-42.72366,(-0.20* -0.07* 0.98),(-0.60* -0.54* 0.59),-1.186302,(-0.21* 0.96* 0.21),(-0.23* 0.95* 0.21),(4.87* 349.11* 46.49)
Left,3,-1.065327,(-0.20* -0.08* 0.98),(-0.21* -0.07* 0.98),0.7669383,(-0.21* 0.95* 0.21),(-0.21* 0.95* 0.22),(4.87* 349.11* 46.49)
