Direction,tCount,MaxViewingRange,HeadStartVector,HeadEndVector,MaxBodyRange,BodyStartVector,BodyEndVector,StartRotation
Down,1,65.38278,(-0.18* -0.10* 0.98),(0.59* -0.66* 0.47),-3.274049,(-0.21* 0.94* 0.25),(-0.20* 0.96* 0.20),(5.89* 349.63* 47.11)
Down,2,55.34449,(-0.15* -0.13* 0.98),(0.52* -0.63* 0.58),-3.039506,(-0.15* 0.97* 0.20),(-0.16* 0.98* 0.15),(5.89* 349.63* 47.11)
Down,3,56.62823,(-0.16* -0.12* 0.98),(0.53* -0.62* 0.57),-1.573336,(-0.15* 0.97* 0.17),(-0.15* 0.98* 0.14),(5.89* 349.63* 47.11)
Right,1,52.62383,(-0.18* -0.11* 0.98),(0.42* 0.51* 0.75),13.71759,(-0.18* 0.96* 0.20),(0.06* 0.97* 0.23),(5.89* 349.63* 47.11)
Right,2,56.41109,(-0.15* -0.08* 0.98),(0.48* 0.55* 0.68),11.1488,(-0.14* 0.97* 0.20),(0.06* 0.97* 0.23),(5.89* 349.63* 47.11)
Right,3,57.94711,(-0.16* -0.09* 0.98),(0.49* 0.56* 0.67),10.9043,(-0.12* 0.97* 0.23),(0.07* 0.97* 0.24),(5.89* 349.63* 47.11)
Up,1,-31.18507,(-0.14* -0.09* 0.99),(-0.51* 0.26* 0.82),-2.014214,(-0.12* 0.97* 0.20),(-0.13* 0.98* 0.17),(5.89* 349.63* 47.11)
Up,2,-33.579,(-0.19* -0.09* 0.98),(-0.56* 0.30* 0.77),-1.608516,(-0.10* 0.98* 0.16),(-0.13* 0.98* 0.17),(5.89* 349.63* 47.11)
Up,3,-25.45619,(-0.20* -0.09* 0.98),(-0.50* 0.21* 0.84),-1.200893,(-0.10* 0.98* 0.17),(-0.12* 0.98* 0.18),(5.89* 349.63* 47.11)
Left,1,-54.54144,(-0.18* -0.10* 0.98),(-0.64* -0.65* 0.41),-11.5859,(-0.10* 0.99* 0.13),(-0.30* 0.95* 0.12),(5.89* 349.63* 47.11)
Left,2,-59.75597,(-0.20* -0.11* 0.97),(-0.67* -0.68* 0.30),-9.940874,(-0.17* 0.97* 0.16),(-0.34* 0.93* 0.15),(5.89* 349.63* 47.11)
Left,3,-57.10921,(-0.19* -0.10* 0.98),(-0.67* -0.65* 0.36),-10.67072,(-0.16* 0.97* 0.17),(-0.34* 0.93* 0.16),(5.89* 349.63* 47.11)
