Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
4,Standing,1,90,83.55992,(-0.01* 0.20* 0.98),(-0.01* 1.00* -0.09),(347.95* 359.90* 0.51)
4,Standing,2,90,64.88834,(0.00* 0.26* 0.97),(-0.01* 0.98* 0.18),(347.95* 359.90* 0.51)
4,Standing,3,90,53.52852,(-0.01* 0.27* 0.96),(-0.01* 0.94* 0.35),(347.95* 359.90* 0.51)
4,Standing,1,225,71.14262,(-0.04* 0.24* 0.97),(-0.68* -0.58* 0.45),(347.95* 359.90* 0.51)
4,Standing,2,225,65.21432,(-0.02* 0.20* 0.98),(-0.65* -0.55* 0.53),(347.95* 359.90* 0.51)
4,Standing,3,225,70.96977,(0.00* 0.20* 0.98),(-0.66* -0.59* 0.46),(347.95* 359.90* 0.51)
4,Standing,1,180,94.83739,(-0.02* 0.20* 0.98),(-0.99* -0.03* -0.10),(347.95* 359.90* 0.51)
4,Standing,2,180,98.57806,(-0.01* 0.21* 0.98),(-0.99* -0.03* -0.16),(347.95* 359.90* 0.51)
4,Standing,3,180,95.49467,(-0.04* 0.21* 0.98),(-0.99* -0.03* -0.14),(347.95* 359.90* 0.51)
4,Standing,1,315,294.6655,(-0.02* 0.20* 0.98),(0.65* -0.53* 0.54),(347.95* 359.90* 0.51)
4,Standing,2,315,290.0027,(0.01* 0.20* 0.98),(0.68* -0.57* 0.46),(347.95* 359.90* 0.51)
4,Standing,3,315,288.4628,(0.01* 0.19* 0.98),(0.68* -0.59* 0.43),(347.95* 359.90* 0.51)
4,Standing,1,135,72.30457,(0.04* 0.25* 0.97),(-0.68* 0.72* 0.16),(347.95* 359.90* 0.51)
4,Standing,2,135,79.89687,(0.00* 0.21* 0.98),(-0.70* 0.71* 0.02),(347.95* 359.90* 0.51)
4,Standing,3,135,81.05359,(-0.01* 0.23* 0.97),(-0.70* 0.71* -0.01),(347.95* 359.90* 0.51)
4,Standing,1,270,61.1293,(0.02* 0.22* 0.97),(0.02* -0.75* 0.66),(347.95* 359.90* 0.51)
4,Standing,2,270,58.02438,(0.00* 0.15* 0.99),(0.01* -0.76* 0.65),(347.95* 359.90* 0.51)
4,Standing,3,270,63.92983,(0.01* 0.19* 0.98),(0.00* -0.80* 0.61),(347.95* 359.90* 0.51)
4,Standing,1,45,274.6234,(0.04* 0.26* 0.96),(0.71* 0.69* -0.13),(347.95* 359.90* 0.51)
4,Standing,2,45,268.7439,(0.03* 0.22* 0.98),(0.70* 0.69* -0.20),(347.95* 359.90* 0.51)
4,Standing,3,45,267.1805,(0.02* 0.21* 0.98),(0.71* 0.67* -0.21),(347.95* 359.90* 0.51)
4,Standing,1,0,356.283,(-0.01* 0.26* 0.97),(0.03* 0.21* 0.98),(347.95* 359.90* 0.51)
4,Standing,2,0,253.6433,(0.04* 0.22* 0.97),(0.95* -0.06* -0.31),(347.95* 359.90* 0.51)
4,Standing,3,0,253.2057,(0.03* 0.22* 0.98),(0.95* -0.05* -0.31),(347.95* 359.90* 0.51)
