Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
3,Lying,1,0,274.1186,(0.02* 1.00* 0.08),(0.99* 0.04* 0.10),(272.30* 157.82* 200.86)
3,Lying,2,0,279.8333,(0.00* 1.00* 0.03),(0.98* 0.17* 0.11),(272.30* 157.82* 200.86)
3,Lying,3,0,82.3105,(0.01* 1.00* 0.00),(0.99* 0.12* 0.10),(272.30* 157.82* 200.86)
3,Lying,1,90,72.66953,(0.00* 1.00* 0.04),(0.01* 0.33* -0.94),(272.30* 157.82* 200.86)
3,Lying,2,90,69.0731,(0.01* 1.00* -0.01),(0.01* 0.35* -0.94),(272.30* 157.82* 200.86)
3,Lying,3,90,69.30232,(0.01* 1.00* 0.01),(0.01* 0.36* -0.93),(272.30* 157.82* 200.86)
3,Lying,1,225,68.19387,(0.00* 1.00* 0.03),(-0.65* 0.35* 0.67),(272.30* 157.82* 200.86)
3,Lying,2,225,70.65767,(0.00* 1.00* 0.04),(-0.66* 0.31* 0.68),(272.30* 157.82* 200.86)
3,Lying,3,225,69.95283,(0.00* 1.00* 0.01),(-0.65* 0.34* 0.68),(272.30* 157.82* 200.86)
3,Lying,1,180,86.71312,(-0.02* 1.00* 0.05),(-1.00* 0.04* 0.05),(272.30* 157.82* 200.86)
3,Lying,2,180,90.76659,(0.01* 1.00* 0.02),(-1.00* 0.00* 0.05),(272.30* 157.82* 200.86)
3,Lying,3,180,93.81961,(0.00* 1.00* 0.01),(-1.00* -0.07* 0.06),(272.30* 157.82* 200.86)
3,Lying,1,315,79.89246,(0.01* 1.00* -0.01),(0.65* 0.17* 0.74),(272.30* 157.82* 200.86)
3,Lying,2,315,282.1227,(0.00* 1.00* 0.02),(0.64* 0.20* 0.74),(272.30* 157.82* 200.86)
3,Lying,3,315,283.4751,(0.00* 1.00* 0.02),(0.64* 0.22* 0.74),(272.30* 157.82* 200.86)
3,Lying,1,135,271.8582,(0.00* 1.00* 0.00),(-0.74* 0.03* -0.67),(272.30* 157.82* 200.86)
3,Lying,2,135,83.14277,(-0.01* 1.00* 0.01),(-0.72* 0.11* -0.68),(272.30* 157.82* 200.86)
3,Lying,3,135,85.74439,(-0.02* 1.00* 0.00),(-0.75* 0.06* -0.66),(272.30* 157.82* 200.86)
3,Lying,1,270,63.9029,(0.01* 1.00* 0.00),(-0.02* 0.44* 0.90),(272.30* 157.82* 200.86)
3,Lying,2,270,65.1289,(0.01* 1.00* -0.01),(-0.02* 0.43* 0.90),(272.30* 157.82* 200.86)
3,Lying,3,270,61.30958,(0.01* 1.00* -0.02),(-0.01* 0.50* 0.87),(272.30* 157.82* 200.86)
3,Lying,1,45,286.4418,(0.01* 1.00* 0.00),(0.72* 0.28* -0.64),(272.30* 157.82* 200.86)
3,Lying,2,45,284.0794,(0.04* 1.00* 0.04),(0.73* 0.24* -0.64),(272.30* 157.82* 200.86)
3,Lying,3,45,284.9589,(0.01* 1.00* 0.01),(0.73* 0.26* -0.63),(272.30* 157.82* 200.86)
