Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
4,Lying,1,90,33.03067,(0.01* 0.97* 0.25),(-0.14* 0.68* 0.71),(285.90* 333.39* 191.43)
4,Lying,2,90,39.74683,(-0.05* 0.97* 0.23),(-0.16* 0.59* 0.79),(285.90* 333.39* 191.43)
4,Lying,3,90,38.50825,(-0.02* 0.98* 0.19),(-0.15* 0.65* 0.75),(285.90* 333.39* 191.43)
4,Lying,1,225,358.6821,(-0.04* 0.97* 0.25),(-0.03* 0.97* 0.23),(285.90* 333.39* 191.43)
4,Lying,2,225,312.9799,(-0.01* 0.98* 0.19),(0.64* 0.74* -0.21),(285.90* 333.39* 191.43)
4,Lying,3,225,308.2334,(-0.03* 0.97* 0.24),(0.68* 0.70* -0.19),(285.90* 333.39* 191.43)
4,Lying,1,180,357.9164,(-0.02* 0.97* 0.23),(0.00* 0.98* 0.20),(285.90* 333.39* 191.43)
4,Lying,2,180,306.3703,(-0.01* 0.97* 0.24),(0.78* 0.54* 0.31),(285.90* 333.39* 191.43)
4,Lying,3,180,300.8269,(0.00* 0.97* 0.24),(0.84* 0.45* 0.31),(285.90* 333.39* 191.43)
4,Lying,1,315,58.86319,(-0.01* 0.97* 0.25),(-0.46* 0.68* -0.58),(285.90* 333.39* 191.43)
4,Lying,2,315,55.14959,(-0.04* 0.98* 0.21),(-0.43* 0.69* -0.58),(285.90* 333.39* 191.43)
4,Lying,3,315,67.19472,(-0.03* 0.98* 0.20),(-0.46* 0.53* -0.72),(285.90* 333.39* 191.43)
4,Lying,1,135,317.278,(-0.02* 0.98* 0.22),(0.35* 0.60* 0.72),(285.90* 333.39* 191.43)
4,Lying,2,135,314.5857,(0.00* 0.98* 0.21),(0.38* 0.56* 0.74),(285.90* 333.39* 191.43)
4,Lying,3,135,316.4522,(-0.02* 0.97* 0.23),(0.37* 0.58* 0.73),(285.90* 333.39* 191.43)
4,Lying,1,270,48.51443,(-0.03* 0.98* 0.21),(0.22* 0.80* -0.56),(285.90* 333.39* 191.43)
4,Lying,2,270,23.73138,(-0.03* 0.98* 0.21),(0.10* 0.98* -0.18),(285.90* 333.39* 191.43)
4,Lying,3,270,47.27645,(-0.03* 0.97* 0.23),(0.20* 0.83* -0.52),(285.90* 333.39* 191.43)
4,Lying,1,45,45.17427,(-0.03* 0.97* 0.22),(-0.63* 0.59* 0.51),(285.90* 333.39* 191.43)
4,Lying,2,45,46.09763,(-0.04* 0.97* 0.22),(-0.63* 0.57* 0.53),(285.90* 333.39* 191.43)
4,Lying,3,45,44.42004,(-0.07* 0.97* 0.24),(-0.64* 0.56* 0.53),(285.90* 333.39* 191.43)
4,Lying,1,0,63.88259,(-0.04* 0.98* 0.21),(-0.87* 0.45* -0.18),(285.90* 333.39* 191.43)
4,Lying,2,0,67.43022,(-0.04* 0.97* 0.23),(-0.90* 0.40* -0.18),(285.90* 333.39* 191.43)
4,Lying,3,0,67.75031,(-0.04* 0.98* 0.18),(-0.91* 0.38* -0.19),(285.90* 333.39* 191.43)
