Participant,Posture,tCount,Direction,MaxViewingRange,StartVector,EndVector,StartRotation
5,Lying,1,225,61.60403,(-0.01* 1.00* -0.06),(0.22* 0.53* 0.82),(271.37* 102.60* 322.21)
5,Lying,2,225,273.874,(-0.05* 1.00* -0.08),(0.28* 0.15* 0.95),(271.37* 102.60* 322.21)
5,Lying,3,225,276.4129,(-0.04* 1.00* -0.07),(0.28* 0.19* 0.94),(271.37* 102.60* 322.21)
5,Lying,1,180,295.1754,(-0.05* 0.99* -0.11),(-0.43* 0.49* 0.76),(271.37* 102.60* 322.21)
5,Lying,2,180,292.2819,(-0.06* 0.99* -0.08),(-0.46* 0.42* 0.78),(271.37* 102.60* 322.21)
5,Lying,3,180,281.1757,(-0.02* 1.00* -0.09),(-0.49* 0.26* 0.83),(271.37* 102.60* 322.21)
5,Lying,1,315,68.5243,(-0.04* 1.00* -0.07),(0.82* 0.37* -0.43),(271.37* 102.60* 322.21)
5,Lying,2,315,68.54992,(-0.06* 1.00* -0.05),(0.83* 0.39* -0.40),(271.37* 102.60* 322.21)
5,Lying,3,315,69.9741,(-0.07* 0.99* -0.10),(0.82* 0.36* -0.44),(271.37* 102.60* 322.21)
5,Lying,1,135,328.9976,(-0.04* 0.99* -0.11),(-0.51* 0.86* 0.11),(271.37* 102.60* 322.21)
5,Lying,2,135,319.1543,(0.01* 1.00* -0.06),(-0.61* 0.77* 0.15),(271.37* 102.60* 322.21)
5,Lying,3,135,296.858,(0.03* 1.00* -0.05),(-0.84* 0.49* 0.23),(271.37* 102.60* 322.21)
5,Lying,1,270,59.52396,(-0.02* 1.00* -0.08),(0.77* 0.55* 0.33),(271.37* 102.60* 322.21)
5,Lying,2,270,65.74518,(-0.07* 0.99* -0.08),(0.80* 0.50* 0.33),(271.37* 102.60* 322.21)
5,Lying,3,270,62.54631,(-0.07* 0.99* -0.08),(0.78* 0.54* 0.32),(271.37* 102.60* 322.21)
5,Lying,1,45,294.9894,(-0.02* 1.00* -0.06),(-0.33* 0.36* -0.87),(271.37* 102.60* 322.21)
5,Lying,2,45,63.09155,(-0.04* 1.00* -0.06),(-0.36* 0.39* -0.85),(271.37* 102.60* 322.21)
5,Lying,3,45,60.29475,(-0.06* 1.00* -0.06),(-0.34* 0.43* -0.84),(271.37* 102.60* 322.21)
5,Lying,1,0,70.37851,(-0.05* 1.00* -0.06),(0.31* 0.30* -0.90),(271.37* 102.60* 322.21)
5,Lying,2,0,70.82188,(-0.06* 1.00* -0.07),(0.31* 0.28* -0.91),(271.37* 102.60* 322.21)
5,Lying,3,0,70.28784,(-0.03* 1.00* -0.08),(0.32* 0.28* -0.91),(271.37* 102.60* 322.21)
5,Lying,1,90,52.65182,(0.02* 1.00* -0.09),(-0.72* 0.59* -0.37),(271.37* 102.60* 322.21)
5,Lying,2,90,44.78918,(-0.04* 1.00* -0.07),(-0.67* 0.67* -0.34),(271.37* 102.60* 322.21)
5,Lying,3,90,44.21527,(-0.01* 1.00* -0.03),(-0.63* 0.70* -0.32),(271.37* 102.60* 322.21)
