Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
225,1,14.43364,(4.63* 2.51* 358.57),2.355957,1.257639,(358.70* 22.16* 1.61),-3.498932,20.78901,(2.29* 1.21* 357.62)
225,1,14.46027,(4.59* 2.50* 358.58),2.320611,1.249418,(358.68* 22.16* 1.62),-3.514648,20.79021,(2.29* 1.21* 357.62)
225,1,14.48782,(4.54* 2.51* 358.61),2.276035,1.254689,(358.67* 22.16* 1.61),-3.533264,20.79005,(2.29* 1.21* 357.62)
225,1,14.51655,(4.52* 2.50* 358.63),2.247931,1.247389,(358.65* 22.15* 1.64),-3.543488,20.78044,(2.29* 1.21* 357.62)
225,1,14.54307,(4.48* 2.50* 358.63),2.214488,1.249319,(358.54* 22.08* 2.26),-3.64566,20.68036,(2.29* 1.21* 357.62)
225,1,14.57117,(4.44* 2.53* 358.66),2.169418,1.273846,(358.58* 22.02* 2.06),-3.61261,20.63298,(2.29* 1.21* 357.62)
225,1,14.59911,(4.41* 2.56* 358.67),2.14071,1.301555,(358.58* 22.00* 1.96),-3.61441,20.61636,(2.29* 1.21* 357.62)
225,1,14.62644,(4.37* 2.57* 358.74),2.104582,1.312057,(358.55* 22.02* 2.02),-3.642181,20.63593,(2.29* 1.21* 357.62)
225,1,14.65466,(4.32* 2.58* 358.74),2.05779,1.320624,(358.55* 22.06* 2.08),-3.639862,20.67257,(2.29* 1.21* 357.62)
225,1,14.68229,(4.28* 2.58* 358.72),2.013526,1.326019,(358.55* 22.08* 2.12),-3.641052,20.68483,(2.29* 1.21* 357.62)
225,1,14.71017,(4.28* 2.57* 358.73),2.010722,1.310109,(358.54* 22.08* 2.15),-3.647003,20.68898,(2.29* 1.21* 357.62)
225,1,14.73793,(4.30* 2.56* 358.75),2.033285,1.303094,(358.55* 22.08* 2.17),-3.639374,20.69065,(2.29* 1.21* 357.62)
225,1,14.76581,(4.32* 2.56* 358.76),2.052769,1.301113,(358.55* 22.09* 2.18),-3.635376,20.69294,(2.29* 1.21* 357.62)
225,1,14.79371,(4.33* 2.55* 358.78),2.067105,1.295106,(358.56* 22.09* 2.16),-3.629059,20.69441,(2.29* 1.21* 357.62)
225,1,14.8216,(4.35* 2.52* 358.80),2.081301,1.264011,(358.56* 22.07* 2.18),-3.626831,20.6811,(2.29* 1.21* 357.62)
225,1,14.84898,(4.34* 2.49* 358.82),2.071002,1.226241,(358.56* 22.06* 2.20),-3.622803,20.66166,(2.29* 1.21* 357.62)
225,1,14.87714,(4.34* 2.44* 358.83),2.076421,1.178725,(358.56* 22.04* 2.18),-3.623566,20.64643,(2.29* 1.21* 357.62)
