Direction,tCount,MaxViewingRange,HeadStartVector,HeadEndVector,MaxBodyRange,BodyStartVector,BodyEndVector,StartRotation
Right,1,-72.21165,(-0.07* 1.00* -0.06),(0.93* 0.37* -0.02),8.617849,(0.05* 0.94* 0.33),(0.20* 0.92* 0.33),(275.11* 227.54* 131.88)
Right,2,-75.03124,(-0.03* 1.00* -0.07),(0.96* 0.29* -0.02),11.68749,(0.06* 0.95* 0.31),(0.25* 0.90* 0.34),(275.11* 227.54* 131.88)
Right,3,-81.71967,(-0.04* 1.00* -0.07),(0.98* 0.18* -0.04),13.75353,(0.06* 0.96* 0.28),(0.28* 0.89* 0.35),(275.11* 227.54* 131.88)
Up,1,-37.93076,(-0.07* 1.00* -0.07),(-0.04* 0.74* -0.67),-3.574565,(0.06* 0.95* 0.30),(0.06* 0.93* 0.36),(275.11* 227.54* 131.88)
Up,2,-37.8707,(-0.05* 1.00* -0.05),(-0.05* 0.76* -0.65),-2.605567,(0.05* 0.94* 0.34),(0.05* 0.92* 0.39),(275.11* 227.54* 131.88)
Up,3,-38.93587,(-0.06* 1.00* -0.07),(-0.05* 0.73* -0.68),-1.326922,(0.05* 0.93* 0.35),(0.05* 0.93* 0.38),(275.11* 227.54* 131.88)
Left,1,76.85213,(-0.07* 0.99* -0.08),(-0.99* 0.16* -0.05),-18.10444,(0.06* 0.94* 0.34),(-0.25* 0.92* 0.30),(275.11* 227.54* 131.88)
Left,2,77.26392,(-0.06* 1.00* -0.02),(-0.99* 0.16* 0.00),-13.11207,(-0.01* 0.95* 0.30),(-0.23* 0.94* 0.25),(275.11* 227.54* 131.88)
Left,3,79.52841,(-0.07* 0.99* -0.09),(-0.99* 0.11* -0.05),-13.65555,(-0.01* 0.96* 0.29),(-0.25* 0.93* 0.26),(275.11* 227.54* 131.88)
Down,1,34.84738,(-0.10* 0.99* -0.08),(-0.04* 0.86* 0.50),-2.435742,(0.00* 0.96* 0.28),(-0.01* 0.97* 0.24),(275.11* 227.54* 131.88)
Down,2,38.91475,(-0.08* 1.00* -0.03),(-0.05* 0.80* 0.60),-3.783566,(0.00* 0.96* 0.30),(-0.02* 0.97* 0.23),(275.11* 227.54* 131.88)
Down,3,43.32566,(-0.07* 1.00* -0.05),(-0.05* 0.76* 0.65),-3.899329,(-0.01* 0.95* 0.30),(-0.02* 0.97* 0.24),(275.11* 227.54* 131.88)
