time,TurnedAngle,HeadPitch,HeadYaw,HeadRoll
0.4157121,0, 0, 0, 0
0.4197878,0.1101434, 0.1083524, -0.01978234, 0.1065312
0.4234821,0.1988102, 0.1988102, 0, 0.1008706
0.4269915,0.2705197, 0.2705197, 0, 0.09487279
0.4312581,0.3256589, 0.3250574, 0.01978234, 0.09065409
0.4348053,0.3706227, 0.3695653, 0.02797646, 0.08846933
0.438412,0.4049353, 0.4044518, 0.01978234, 0.08622923
0.4419076,0.4329587, 0.4316007, 0.03426402, 0.08392937
0.445688,0.453703, 0.4524074, 0.03426402, 0.08392937
0.44912,0.4693892, 0.4685547, 0.02797646, 0.08392937
0.4529977,0.4801054, 0.4788812, 0.03426402, 0.08392937
0.4565548,0.4881886, 0.4869847, 0.03426402, 0.08392937
0.4599474,0.4949555, 0.4933717, 0.03956468, 0.08622923
0.4638313,0.4973219, 0.4957456, 0.03956468, 0.08846933
0.4671729,0.4996771, 0.4981082, 0.03956468, 0.09065409
0.4713044,0.5043544, 0.5028, 0.03956468, 0.09065409
0.4746896,0.5082192, 0.5062904, 0.04423466, 0.09065409
0.4786368,0.5116726, 0.5101407, 0.03956468, 0.09065409
0.4823415,0.5151029, 0.5132, 0.04423466, 0.08846933
0.4859724,0.5173771, 0.5154827, 0.04423466, 0.09278741
0.4892535,0.5188877, 0.5169988, 0.04423466, 0.09487279
0.4925999,0.5203939, 0.5185105, 0.04423466, 0.09487279
0.4963894,0.5215207, 0.5196414, 0.04423466, 0.09487279
0.4999297,0.5233933, 0.5211454, 0.04845664, 0.09487279
0.5034851,0.5256317, 0.5230194, 0.05233916, 0.09487279
0.5070239,0.5267473, 0.5241405, 0.05233916, 0.09691329
0.5109378,0.5286014, 0.5263757, 0.04845664, 0.09278741
0.5142697,0.5297108, 0.5274898, 0.04845664, 0.09278741
0.5174278,0.5308178, 0.5286014, 0.04845664, 0.09065409
0.5205563,0.5315546, 0.5293413, 0.04845664, 0.09278741
0.5246008,0.5315546, 0.5293413, 0.04845664, 0.09278741
0.5280786,0.530449, 0.5282311, 0.04845664, 0.09065409
0.5316058,0.53008, 0.5274898, 0.05233916, 0.09278741
0.535205,0.5297108, 0.5267473, 0.05595291, 0.09065409
0.5388906,0.5308178, 0.5282311, 0.05233916, 0.09065409
0.5433508,0.5319225, 0.5293413, 0.05233916, 0.08622923
0.5485665,0.533025, 0.530449, 0.05233916, 0.08622923
0.5537202,0.5344914, 0.5315546, 0.05595291, 0.08622923
0.5583549,0.5352231, 0.5326577, 0.05233916, 0.08622923
0.5629219,0.5370479, 0.5341251, 0.05595291, 0.08846933
0.5672244,0.5377761, 0.5344914, 0.05934703, 0.08622923
0.5709871,0.5388666, 0.5359538, 0.05595291, 0.08392937
0.5745794,0.5403171, 0.5374122, 0.05595291, 0.08392937
0.5785405,0.5435666, 0.5410409, 0.05233916, 0.08392937
0.5819697,0.5457222, 0.5432066, 0.05233916, 0.08156469
0.5859042,0.5478694, 0.5450047, 0.05595291, 0.08156469
0.5900045,0.5514293, 0.5489398, 0.05233916, 0.07661668
0.5937717,0.5549665, 0.5521386, 0.05595291, 0.07661668
0.5972803,0.556375, 0.5542608, 0.04845664, 0.07401875
0.6006956,0.5581307, 0.5556712, 0.05233916, 0.07661668
0.6048704,0.5588315, 0.556375, 0.05233916, 0.07401875
