time,TurnedAngle,HeadPitch,HeadYaw,HeadRoll
0.441619,0, 0, 0, 0
0.4457205,0.2804634, 0.2594432, 0.1065312, 0.1519511
0.4502534,0.4714689, 0.4656223, 0.07401875, 0.05233916
0.4533534,0.6361217, 0.6342734, 0.04845664, -0.06255726
0.4568868,0.7661725, 0.7656615, 0.02797646, -0.1266688
0.4608305,0.8742447, 0.8742447, 0, -0.1823843
0.4643878,0.9561348, 0.9561348, 0, -0.2246844
0.4676712,1.024884, 1.024693, -0.01978234, -0.2601963
0.4716422,1.080827, 1.080465, -0.02797646, -0.2887141
0.4762111,1.128826, 1.128306, -0.03426402, -0.3127867
0.4800385,1.161127, 1.160453, -0.03956468, -0.3304307
0.4838094,1.189432, 1.188444, -0.04845664, -0.3460502
0.4876074,1.214343, 1.213214, -0.05233916, -0.3593647
0.4912449,1.231147, 1.230034, -0.05233916, -0.3685048
0.4946372,1.246626, 1.24537, -0.05595291, -0.3763854
0.4981249,1.252733, 1.251326, -0.05934703, -0.3810355
0.5016992,1.259587, 1.258033, -0.06255726, -0.3851218
0.5053076,1.262536, 1.260985, -0.06255726, -0.3881583
0.5085929,1.266559, 1.264858, -0.0656106, -0.3916712
0.5118051,1.271648, 1.2698, -0.06852804, -0.3951527
0.5155991,1.270108, 1.268103, -0.07132626, -0.3956476
0.5192229,1.270416, 1.268412, -0.07132626, -0.3971285
0.5227626,1.265632, 1.26362, -0.07132626, -0.3971285
0.5262807,1.263465, 1.261295, -0.07401875, -0.3981127
0.5303622,1.265168, 1.263156, -0.07132626, -0.3976209
0.5336419,1.267949, 1.26625, -0.0656106, -0.3981127
0.537107,1.271494, 1.269646, -0.06852804, -0.3986039
0.5407665,1.267023, 1.265168, -0.06852804, -0.3976209
0.5446872,1.264394, 1.262691, -0.0656106, -0.3971285
0.5480647,1.264085, 1.262381, -0.0656106, -0.3956476
0.551154,1.264394, 1.263001, -0.05934703, -0.3946573
0.5549742,1.259898, 1.258499, -0.05934703, -0.3916712
0.5582251,1.256943, 1.255697, -0.05595291, -0.3901695
0.5616548,1.255697, 1.25445, -0.05595291, -0.3891652
0.564875,1.255386, 1.254138, -0.05595291, -0.3886621
0.5690493,1.255386, 1.254294, -0.05233916, -0.3881583
0.5722665,1.254606, 1.25367, -0.04845664, -0.3851218
0.5756122,1.255074, 1.254138, -0.04845664, -0.3835945
0.5789483,1.255853, 1.255074, -0.04423466, -0.382573
0.5838087,1.249762, 1.248978, -0.04423466, -0.3789758
0.5871522,1.245527, 1.244741, -0.04423466, -0.3769049
0.5905573,1.231465, 1.230988, -0.03426402, -0.3685048
0.5940095,1.220451, 1.22013, -0.02797646, -0.3620769
0.5983014,1.202033, 1.201871, -0.01978234, -0.3533245
0.6016641,1.186962, 1.186797, -0.01978234, -0.3454843
0.6054268,1.174865, 1.174865, 0, -0.3386196
0.6091892,1.165165, 1.165165, 0, -0.332791
0.6128557,1.157413, 1.157413, 0, -0.3286494
0.616482,1.151991, 1.151991, 0, -0.324455
0.6203993,1.147906, 1.147906, 0, -0.3214254
0.6243402,1.146371, 1.146371, 0, -0.3189811
0.6278214,1.145176, 1.145176, 0, -0.3165179
0.6316543,1.146713, 1.146713, 0, -0.3146578
0.6354461,1.147736, 1.147736, 0, -0.3140353
0.6387816,1.145347, 1.145347, 0, -0.3109043
0.6420901,1.143466, 1.143466, 0, -0.309643
0.6463854,1.141924, 1.141924, 0, -0.3083766
0.6498646,1.147906, 1.147906, 0, -0.3083766
0.6531332,1.153009, 1.152839, 0.01978234, -0.3083766
0.656504,1.161801, 1.161801, 0, -0.3102743
0.6607987,1.169356, 1.169356, 0, -0.311533
0.6643772,1.181674, 1.181509, 0.01978234, -0.3146578
0.6680895,1.191569, 1.191569, 0, -0.3171355
0.671332,1.215309, 1.215309, 0, -0.3250574
0.6752517,1.235431, 1.235272, 0.01978234, -0.3316129
0.6787841,1.252108, 1.252108, 0, -0.3374619
0.6821857,1.284052, 1.284052, 0, -0.3483046
0.6852442,1.310749, 1.310749, 0, -0.3571801
0.689831,1.369308, 1.369308, 0, -0.3748225
0.6933479,1.418859, 1.418859, 0, -0.3896677
0.6975136,1.4714, 1.471134, -0.02797646, -0.4073442
0.7013491,1.516848, 1.516461, -0.03426402, -0.4224361
0.7048433,1.554945, 1.554441, -0.03956468, -0.4352126
0.7081771,1.588439, 1.587823, -0.04423466, -0.4463111
0.7120943,1.618341, 1.617615, -0.04845664, -0.4558544
0.7160248,1.579172, 1.578552, -0.04423466, -0.4436728
0.719429,1.548134, 1.547628, -0.03956468, -0.4334104
0.7230163,1.490297, 1.489903, -0.03426402, -0.4159008
0.7273269,1.4432, 1.442929, -0.02797646, -0.4020255
0.7310013,1.395216, 1.395075, -0.01978234, -0.3856296
0.734224,1.355952, 1.355952, 0, -0.3722032
0.7376977,1.323526, 1.323526, 0, -0.3615361
0.7417652,1.293466, 1.293466, 0, -0.3511023
0.7453258,1.268258, 1.268258, 0, -0.3426407
0.7485485,1.245841, 1.245841, 0, -0.3333784
0.7524503,1.227007, 1.227007, 0, -0.3262592
0.7561135,1.210954, 1.210954, 0, -0.3195939
0.7596069,1.197466, 1.197466, 0, -0.3146578
0.7627004,1.185807, 1.185807, 0, -0.309643
0.7663345,1.177029, 1.177029, 0, -0.3064671
0.7700686,1.169356, 1.169188, 0.01978234, -0.3032579
0.7734508,1.161969, 1.161969, 0, -0.2993615
0.7768495,1.155891, 1.155722, 0.01978234, -0.2960753
0.7808275,1.150801, 1.150631, 0.01978234, -0.2934199
0.7842673,1.145688, 1.145688, 0, -0.2914124
0.7886063,1.141239, 1.141239, 0, -0.2900664
0.7921237,1.14141, 1.141239, 0.01978234, -0.2873554
0.7960213,1.140724, 1.140553, 0.01978234, -0.2846186
0.7993553,1.15216, 1.15216, 0, -0.2853053
0.8027007,1.161296, 1.161296, 0, -0.2866737
0.8063501,1.176862, 1.176862, 0, -0.2887141
0.8098722,1.189103, 1.189103, 0, -0.289391
0.8130727,1.198936, 1.198936, 0, -0.2914124
0.8173451,1.208528, 1.208528, 0, -0.2927522
0.8222637,1.216114, 1.216114, 0, -0.2934199
0.8267983,1.219809, 1.219809, 0, -0.2920831
0.8303693,1.22589, 1.22589, 0, -0.2914124
0.8347161,1.230511, 1.230511, 0, -0.2914124
0.8381053,1.234163, 1.234163, 0, -0.2907402
0.841737,1.231623, 1.231623, 0, -0.289391
0.8450763,1.229556, 1.229556, 0, -0.2880355
0.8494736,1.229556, 1.229556, 0, -0.2866737
0.8526234,1.229715, 1.229715, 0, -0.2853053
0.8558494,1.224772, 1.224772, 0, -0.2832403
0.8589796,1.220771, 1.220771, 0, -0.2790645
0.8627875,1.217561, 1.217561, 0, -0.2776587
0.8663384,1.211762, 1.211762, 0, -0.2748253
0.8696957,1.207069, 1.207069, 0, -0.2719625
0.8736097,1.206745, 1.206745, 0, -0.2712421
0.8769954,1.205934, 1.205934, 0, -0.268341
0.880314,1.20561, 1.20561, 0, -0.268341
0.8835043,1.205122, 1.205122, 0, -0.268341
0.8870603,1.204798, 1.204635, 0.01978234, -0.2668786
0.8934123,1.20788, 1.20788, 0, -0.2661444
0.9023859,1.209337, 1.209337, 0, -0.2676108
0.9058676,1.213698, 1.213698, 0, -0.2676108
0.909416,1.21724, 1.21724, 0, -0.2676108
0.9131928,1.219809, 1.219809, 0, -0.2697954
0.9172141,1.221092, 1.221092, 0, -0.268341
0.9203473,1.222053, 1.222053, 0, -0.2690692
0.9238258,1.219167, 1.219007, -0.01978234, -0.2676108
0.9276614,1.217079, 1.216918, -0.01978234, -0.2676108
0.9313153,1.221092, 1.221092, 0, -0.2676108
0.9344696,1.224293, 1.224293, 0, -0.268341
0.9378118,1.226848, 1.226848, 0, -0.268341
0.9414226,1.23067, 1.23067, 0, -0.2676108
0.9449504,1.234163, 1.234163, 0, -0.2690692
0.9482455,1.243483, 1.243483, 0, -0.2676108
0.951577,1.251326, 1.25117, 0.01978234, -0.268341
0.9551397,1.260674, 1.260674, 0, -0.268341
0.958706,1.268566, 1.268412, 0.01978234, -0.268341
0.9623496,1.274722, 1.274568, 0.01978234, -0.2690692
0.9660064,1.293466, 1.293012, 0.03426402, -0.2697954
0.969818,1.309105, 1.308358, 0.04423466, -0.2705197
0.9730527,1.344648, 1.343338, 0.05934703, -0.2733977
0.9768835,1.374585, 1.372733, 0.07132626, -0.2748253
0.9806331,1.420513, 1.417479, 0.09278741, -0.2790645
0.9842284,1.459783, 1.455622, 0.1101434, -0.2804634
0.9876482,1.493183, 1.487932, 0.1251145, -0.2839303
0.9911506,1.555196, 1.547628, 0.1532334, -0.2880355
0.9952523,1.60876, 1.598754, 0.1791368, -0.2914124
0.9989535,1.585973, 1.577063, 0.1678588, -0.2866737
1.002178,1.568603, 1.560222, 0.1619255, -0.2818553
1.006396,1.524698, 1.518138, 0.1412742, -0.2762456
1.00973,1.489378, 1.483981, 0.1266688, -0.2712421
1.01275,1.460721, 1.456428, 0.1119058, -0.2668786
1.015786,1.42134, 1.418169, 0.09487279, -0.2601963
1.01869,1.389453, 1.387057, 0.08156469, -0.2548778
1.022198,1.350022, 1.348282, 0.06852804, -0.2486604
1.025351,1.317301, 1.316112, 0.05595291, -0.2422834
1.028396,1.290285, 1.289375, 0.04845664, -0.2382111
1.031845,1.272417, 1.271801, 0.03956468, -0.234068
1.035162,1.256632, 1.256321, 0.02797646, -0.2315465
1.038488,1.235272, 1.234955, 0.02797646, -0.2255535
1.04157,1.216597, 1.216436, 0.01978234, -0.2211734
1.044819,1.200241, 1.200078, 0.01978234, -0.2167048
1.048532,1.191733, 1.191569, 0.01978234, -0.2139789
1.051538,1.183329, 1.183329, 0, -0.2112177
