time, HeadPitch, HeadYaw, HeadRoll, BodyPitch, BodyYaw, BodyRoll
0.4186127, 0, 0, 0, 0, 0, 0
0.4219198, 0.1153499, -0.1170339, 0.04845664, 0.1235407, 0.1027921, 0.2332305
0.4260245, 0.2065338, -0.09891172, 0.05233916, 0.2229358, 0.1203313, 0.2046302
0.4289965, 0.2804634, -0.08846933, 0.06255726, 0.3006659, 0.1341704, 0.1823843
0.4322071, 0.3409232, -0.07661668, 0.0656106, 0.3642322, 0.14537, 0.165511
0.4350685, 0.3886621, -0.06852804, 0.06852804, 0.414487, 0.1532334, 0.1506579
0.4386968, 0.4270431, -0.05934703, 0.07401875, 0.4541341, 0.1594904, 0.1384764
0.4418584, 0.4592754, -0.05233916, 0.07661668, 0.4825446, 0.165511, 0.1297215
0.4449413, 0.4853748, -0.04845664, 0.07912937, 0.5047422, 0.1690205, 0.1251145
0.4489385, 0.5047422, -0.04423466, 0.08156469, 0.5200178, 0.174713, 0.1203313
0.4523654, 0.5203939, -0.04423466, 0.08392937, 0.5315546, 0.1791368, 0.1186941
0.4560469, 0.5359538, -0.03956468, 0.08392937, 0.5435666, 0.183454, 0.1153499
0.4590917, 0.5485832, -0.03426402, 0.08622923, 0.5532007, 0.1866263, 0.1136409
0.4620692, 0.5588315, -0.03426402, 0.08622923, 0.5605795, 0.1907741, 0.1119058
0.4659118, 0.5671728, -0.03426402, 0.08622923, 0.5675176, 0.1928145, 0.1101434
0.4690137, 0.5736903, -0.02797646, 0.08622923, 0.5726661, 0.1948336, 0.1065312
0.4724387, 0.57743, -0.02797646, 0.08846933, 0.5736903, 0.1968319, 0.1065312
0.4755663, 0.5804718, -0.02797646, 0.08846933, 0.5743721, 0.1978235, 0.1083524
0.4788796, 0.5824909, -0.02797646, 0.08846933, 0.575053, 0.1988102, 0.1083524
0.4821462, 0.5824909, -0.02797646, 0.08846933, 0.5760729, 0.2007689, 0.1083524
0.4849521, 0.5824909, -0.02797646, 0.08846933, 0.577091, 0.2027088, 0.1083524
0.4877884, 0.5821548, -0.03426402, 0.08846933, 0.5781073, 0.2036718, 0.1083524
0.4909876, 0.5804718, -0.03426402, 0.08846933, 0.5784457, 0.2055842, 0.1101434
0.4943544, 0.5794597, -0.03426402, 0.08846933, 0.5781073, 0.2055842, 0.1101434
0.4977497, 0.5794597, -0.03426402, 0.09065409, 0.5781073, 0.20842, 0.1101434
0.5006676, 0.5797972, -0.03426402, 0.09278741, 0.57743, 0.2093567, 0.1101434
0.5037203, 0.5797972, -0.03426402, 0.09065409, 0.5767518, 0.2102893, 0.1101434
0.5076173, 0.5797972, -0.03426402, 0.09065409, 0.5757331, 0.2112177, 0.1101434
0.51085, 0.5801346, -0.03426402, 0.09278741, 0.5753932, 0.2121421, 0.1119058
0.5138389, 0.5781073, -0.03956468, 0.09278741, 0.5736903, 0.2121421, 0.1119058
0.5167154, 0.5760729, -0.04423466, 0.09278741, 0.5726661, 0.2130625, 0.1119058
0.5201814, 0.5747126, -0.03956468, 0.09278741, 0.5719823, 0.2148914, 0.1136409
0.5233159, 0.5767518, -0.03956468, 0.09278741, 0.569239, 0.2139789, 0.1136409
0.5262377, 0.5781073, -0.04423466, 0.09487279, 0.5664824, 0.2130625, 0.1119058
0.5291161, 0.5791218, -0.03956468, 0.09487279, 0.5647526, 0.2130625, 0.1136409
0.53266, 0.5784457, -0.04423466, 0.09487279, 0.5605795, 0.2112177, 0.1153499
0.5357406, 0.57743, -0.04845664, 0.09487279, 0.5570779, 0.2093567, 0.1153499
0.538695, 0.577091, -0.04845664, 0.09487279, 0.5485832, 0.2046302, 0.1153499
0.5416076, 0.5764125, -0.04423466, 0.09487279, 0.5417637, 0.2027088, 0.1170339
0.5446525, 0.5760729, -0.04423466, 0.09278741, 0.5363187, 0.2007689, 0.1186941
0.5479798, 0.5733491, -0.04845664, 0.09487279, 0.5363187, 0.1978235, 0.1186941
0.5508351, 0.5706123, -0.05233916, 0.09487279, 0.5359538, 0.1948336, 0.1186941
0.5536974, 0.5678623, -0.05595291, 0.09278741, 0.5355885, 0.1938267, 0.1203313
0.5570217, 0.5657911, -0.05934703, 0.09278741, 0.5359538, 0.191797, 0.1219466
0.5604695, 0.5640592, -0.05934703, 0.09487279, 0.5363187, 0.1897456, 0.1219466
0.5634936, 0.5682068, -0.05934703, 0.08846933, 0.5315546, 0.1887116, 0.1235407
0.5667195, 0.5716401, -0.05934703, 0.08846933, 0.5274898, 0.1866263, 0.1251145
0.5697018, 0.5743721, -0.0656106, 0.08622923, 0.5248867, 0.1855749, 0.1266688
0.5732059, 0.577091, -0.06255726, 0.08392937, 0.5274898, 0.183454, 0.1282043
0.5761785, 0.5797972, -0.06255726, 0.08622923, 0.5293413, 0.1802258, 0.1282043
0.5789848, 0.5814822, -0.06255726, 0.08392937, 0.5308178, 0.1791368, 0.1282043
0.5823821, 0.5855064, -0.06255726, 0.08392937, 0.5348573, 0.1724585, 0.1282043
0.5855371, 0.5888388, -0.0656106, 0.08156469, 0.5377761, 0.1690205, 0.1282043
0.5885957, 0.5908293, -0.06255726, 0.07912937, 0.5399548, 0.165511, 0.1266688
0.5915537, 0.5924829, -0.06852804, 0.07401875, 0.5366834, 0.1570175, 0.1282043
0.5943406, 0.5931431, -0.06852804, 0.07132626, 0.5341251, 0.1506579, 0.1266688
0.5974662, 0.5977437, -0.06852804, 0.0656106, 0.5207698, 0.1384764, 0.132704
0.6008588, 0.6016592, -0.06852804, 0.0656106, 0.5093729, 0.1297215, 0.1356209
0.6038412, 0.6055493, -0.06852804, 0.06255726, 0.5000685, 0.1219466, 0.1398823
0.6068665, 0.6058724, -0.07132626, 0.05934703, 0.4996771, 0.1083524, 0.1384764
0.6097534, 0.6068404, -0.07132626, 0.05595291, 0.4988932, 0.09891172, 0.1370561
