time,TurnedAngle,HeadPitch,HeadYaw,HeadRoll
0.4739887,0, 0, 0, 0
0.4771043,0.1968319, 0.1186941, 0.1570175, 0.03956468
0.4822531,0.2594432, 0.2158, 0.1440177, 0.01978234
0.4853817,0.3208161, 0.2920831, 0.132704, 0
0.488337,0.373777, 0.3527702, 0.1235407, -0.01978234
0.4911833,0.4177785, 0.4010509, 0.1170339, -0.03426402
0.4946837,0.4562834, 0.4427898, 0.1101434, -0.04845664
0.4979191,0.4873863, 0.4764233, 0.1027921, -0.05595291
0.5007625,0.5128186, 0.5031891, 0.09891172, -0.06852804
0.5037666,0.5464389, 0.5388666, 0.09065409, -0.07661668
0.5076845,0.5747126, 0.5685511, 0.08392937, -0.08622923
0.5109528,0.5974163, 0.5921526, 0.07912937, -0.09278741
0.5140422,0.6224399, 0.6183397, 0.07132626, -0.1027921
0.5172698,0.6425489, 0.6391903, 0.0656106, -0.1101434
0.5211021,0.661456, 0.6590852, 0.05595291, -0.1186941
0.5242082,0.6772422, 0.6755064, 0.04845664, -0.1266688
0.5272904,0.6906884, 0.6892704, 0.04423466, -0.1312212
0.5305161,0.7008132, 0.699975, 0.03426402, -0.1384764
0.5342037,0.7099674, 0.7091401, 0.03426402, -0.1440177
0.5370803,0.7162784, 0.7160051, 0.01978234, -0.1506579
0.540945,0.7222635, 0.7219925, 0.01978234, -0.1570175
0.5444204,0.7276617, 0.7273927, 0.01978234, -0.1619255
0.5480436,0.729005, 0.729005, 0, -0.165511
0.5508459,0.7306137, 0.7306137, 0, -0.1690205
0.5544446,0.7327532, 0.7327532, 0, -0.1724585
0.5574272,0.7351527, 0.7348864, -0.01978234, -0.174713
0.5608949,0.7372789, 0.7367479, -0.02797646, -0.1769387
0.5643742,0.7370135, 0.7362165, -0.03426402, -0.1813082
0.5672628,0.7364823, 0.7356848, -0.03426402, -0.183454
0.57038,0.7359507, 0.7346201, -0.04423466, -0.1855749
0.5741602,0.7362165, 0.7343537, -0.05233916, -0.1887116
0.5771112,0.7364823, 0.7340872, -0.05934703, -0.1907741
0.580442,0.7364823, 0.7335538, -0.0656106, -0.1928145
0.5832095,0.7370135, 0.7335538, -0.07132626, -0.1938267
0.5865093,0.7378095, 0.7335538, -0.07912937, -0.1948336
0.5896845,0.7370135, 0.7322189, -0.08392937, -0.1958353
0.5924208,0.7370135, 0.7314168, -0.09065409, -0.1958353
0.5953072,0.7391344, 0.7330202, -0.09487279, -0.1968319
