time,TurnedAngle,HeadPitch,HeadYaw,HeadRoll
0.4259322,0, 0, 0, 0
0.4298228,1.341151, 1.288008, 0.373777, -0.3763854
0.4337425,2.368107, 2.292943, 0.5921526, -0.7671934
0.4373177,3.214306, 3.120105, 0.7730374, -1.088225
0.4411765,3.858387, 3.749723, 0.9099972, -1.32456
0.4447162,4.395697, 4.274755, 1.025075, -1.520327
0.4483169,4.84719, 4.715758, 1.122393, -1.683537
0.4516803,5.202624, 5.061209, 1.206421, -1.805586
0.4550729,5.506588, 5.35661, 1.278401, -1.909161
0.459523,5.766058, 5.606018, 1.351326, -1.991937
0.4627779,5.99404, 5.825208, 1.41513, -2.064122
0.4661201,6.161602, 5.983729, 1.472463, -2.113315
0.4696092,6.314382, 6.128519, 1.523671, -2.157854
0.4735214,6.457738, 6.264504, 1.571096, -2.199447
0.4774209,6.557148, 6.357181, 1.61034, -2.2244
0.4807825,6.6534, 6.447284, 1.646751, -2.248902
0.4842638,6.698522, 6.486913, 1.673978, -2.255332
0.4879644,6.751307, 6.53441, 1.701229, -2.264858
0.4920781,6.763266, 6.541789, 1.720332, -2.257674
0.4951483,6.785674, 6.559869, 1.739789, -2.255072
0.4983932,6.815552, 6.585498, 1.759697, -2.255766
0.5019674,6.789285, 6.555413, 1.770562, -2.233882
0.5061227,6.781308, 6.543437, 1.784216, -2.218938
0.5097988,6.725025, 6.48516, 1.783886, -2.185163
0.513188,6.688795, 6.446676, 1.787175, -2.159577
0.5170571,6.62824, 6.383466, 1.788379, -2.117755
0.5203236,6.587165, 6.339576, 1.792641, -2.085065
0.5244861,6.480714, 6.228409, 1.794278, -2.038937
0.5282994,6.400828, 6.143791, 1.79918, -2.002032
0.5317528,6.341556, 6.079832, 1.806453, -1.972388
0.5350337,6.224095, 5.959504, 1.798745, -1.918875
0.5391213,6.132005, 5.864345, 1.795042, -1.875028
0.5428573,6.021969, 5.755238, 1.775419, -1.815961
0.5462121,5.934519, 5.667871, 1.761809, -1.7668
0.5499171,5.847944, 5.583951, 1.740013, -1.714749
0.5537485,5.778621, 5.516189, 1.724309, -1.670467
0.5571253,5.723034, 5.46142, 1.713151, -1.632308
0.5607358,5.737468, 5.4828, 1.693042, -1.604131
0.5642786,5.751287, 5.501853, 1.677948, -1.579419
0.5680776,5.776179, 5.532118, 1.663893, -1.567854
0.5714505,5.798599, 5.558588, 1.653629, -1.556706
0.5747818,5.883299, 5.643996, 1.663658, -1.599243
0.5787714,5.956444, 5.717414, 1.673276, -1.633267
0.5829529,6.071475, 5.834487, 1.682723, -1.696044
0.5862714,6.170251, 5.934552, 1.692117, -1.747645
0.5892467,6.254951, 6.020211, 1.700654, -1.790129
0.5932733,6.391908, 6.16173, 1.703183, -1.85393
0.5967223,6.511172, 6.284409, 1.706856, -1.907725
0.6003783,6.68554, 6.466356, 1.701459, -1.981989
0.6043022,6.838363, 6.625044, 1.698466, -2.045453
0.6080238,7.048791, 6.8406, 1.704562, -2.125596
0.6115935,7.232615, 7.028335, 1.711093, -2.19428
0.6154167,7.394915, 7.193802, 1.717486, -2.25403
