Direction,tCount,Time,HeadPitch,HeadYaw,HeadRoll,BodyPitch,BodyYaw,BodyRoll
Down,1,6.212243,-0.2027088,-0.5315546,-0.04423466,0.6410245,0.4356619,0.249446
Down,1,6.290381,-0.2074791,-0.5203939,-0.04845664,0.6963314,0.4614008,0.2438933
Down,1,6.320783,-0.2102893,-0.5055169,-0.05595291,0.7322189,0.4751895,0.2571706
Down,1,6.350621,-0.2158,-0.4913847,-0.06255726,0.7628451,0.4909863,0.2797648
Down,1,6.376374,-0.2193969,-0.4776538,-0.06852804,0.7878303,0.5047422,0.3019647
Down,1,6.399066,-0.2246844,-0.4677188,-0.07132626,0.8047857,0.5188877,0.3226406
Down,1,6.427332,-0.2306999,-0.4562834,-0.07912937,0.8287433,0.5406791,0.354982
Down,1,6.461702,-0.2349025,-0.4528397,-0.08392937,0.8545501,0.564406,0.3805216
Down,1,6.483521,-0.2406627,-0.4524074,-0.08622923,0.8720036,0.5747126,0.3906707
Down,1,6.511471,-0.2564087,-0.4493696,-0.08622923,0.9069818,0.587175,0.4049353
Down,1,6.539754,-0.302612,-0.4247459,-0.0656106,0.9456397,0.5967609,0.4121198
Down,1,6.567711,-0.354982,-0.3990945,-0.04845664,0.9847674,0.6026341,0.4140146
Down,1,6.596017,-0.4010509,-0.3871488,-0.03426402,1.017795,0.6065179,0.416371
Down,1,6.61607,-0.4187142,-0.3851218,-0.02797646,1.030596,0.6081289,0.4187142
Down,1,6.637408,-0.4347627,-0.3871488,-0.02797646,1.025266,0.6000308,0.4191812
Down,1,6.665006,-0.4449939,-0.4000739,-0.01978234,1.013363,0.5834977,0.4228991
Down,1,6.692709,-0.4383485,-0.4201138,-0.02797646,1.01914,0.5811456,0.4334104
Down,1,6.720743,-0.4471871,-0.4414621,-0.03426402,1.012977,0.5821548,0.4467493
Down,1,6.748112,-0.4639383,-0.4562834,-0.03956468,0.9861575,0.5814822,0.4597013
Down,1,6.768441,-0.4718838,-0.4601268,-0.03426402,0.966516,0.5797972,0.4673002
Down,1,6.790785,-0.4829499,-0.4639383,-0.03956468,0.9446045,0.5781073,0.4751895
Down,1,6.818822,-0.5051297,-0.4710537,-0.03956468,0.9035233,0.5801346,0.4889896
Down,1,6.845821,-0.5374122,-0.4714689,-0.03426402,0.8554656,0.5855064,0.5028
Down,1,6.874054,-0.5695826,-0.4702222,-0.03426402,0.8187665,0.5845029,0.5124369
Down,1,6.902723,-0.6042554,-0.4714689,-0.02797646,0.7890712,0.5808088,0.5218958
Down,1,6.943255,-0.6495153,-0.4714689,-0.01978234,0.7543329,0.5777687,0.5319225
Down,1,6.970342,-0.7105184,-0.4743652,0,0.7102429,0.569239,0.5417637
Down,1,6.998768,-0.7674484,-0.4673002,0,0.6766641,0.5591815,0.5626699
Down,1,7.026384,-0.8256681,-0.4639383,0,0.649214,0.5478694,0.5801346
Down,1,7.05754,-0.8566085,-0.4913847,0,0.6249498,0.530449,0.605226
Down,1,7.085369,-0.8643403,-0.5004597,0,0.615167,0.53008,0.615485
Down,1,7.110059,-0.8866904,-0.4945601,0,0.6055493,0.5177552,0.6243232
Down,1,7.136877,-0.9240804,-0.4965344,0.01978234,0.589503,0.5008504,0.6391903
Down,1,7.164694,-0.9425307,-0.4969283,0.01978234,0.5851721,0.4913847,0.6555129
Down,1,7.192763,-0.9526493,-0.4941643,0.01978234,0.5891711,0.4813265,0.6720214
Down,1,7.2209,-0.9596078,-0.4788812,0.02797646,0.5814822,0.4817329,0.6737661
Down,1,7.241849,-0.9600154,-0.4702222,0.02797646,0.5781073,0.4821389,0.6734757
Down,1,7.262995,-0.9594038,-0.4579955,0.02797646,0.5726661,0.4897892,0.6728944
Down,1,7.290103,-0.9446045,-0.4445539,0,0.5647526,0.5059038,0.6723125
Down,1,7.318676,-0.9196228,-0.4467493,0,0.5595313,0.5188877,0.6705639
Down,1,7.346134,-0.9138597,-0.4320539,0,0.5532007,0.5322903,0.6661724
Down,1,7.373486,-0.9138597,-0.4210443,0,0.5510744,0.5366834,0.6652907
Down,1,7.39409,-0.9082754,-0.4111691,0,-0.5489398,0.533392,0.6632286
Down,1,7.415482,-0.9035233,-0.4005627,0,-0.5507192,0.5267473,0.6641131
Down,1,7.443476,-0.8991814,-0.3871488,0,-0.5521386,0.508604,0.6641131
Down,1,7.470963,-0.901572,-0.3779418,0,-0.5570779,0.4957456,0.6664661
Down,1,7.499173,-0.9074132,-0.3679734,0,-0.5650989,0.4877876,0.6702721
Down,1,7.527415,-0.9151434,-0.3593647,0,-0.5706123,0.4792896,0.6714388
Down,1,7.547645,-0.9206861,-0.3544303,0,-0.5733491,0.4747775,0.6723125
Down,1,7.569276,-0.9348176,-0.3471792,0,-0.5784457,0.4656223,0.6746368
Down,1,7.596189,-0.9695482,-0.3351346,0,-0.5898349,0.4427898,0.680413
Down,1,7.624081,-1.022782,-0.3310224,-0.01978234,-0.605226,0.4288719,0.6892704
Down,1,7.651513,-1.079015,-0.3322025,-0.02797646,-0.6180231,0.4130683,0.6968932
Down,1,7.679852,-1.150631,-0.3511023,-0.05233916,-0.63025,0.4005627,0.7052664
