Direction,tCount,Time,HeadPitch,HeadYaw,HeadRoll,BodyPitch,BodyYaw,BodyRoll
Left,1,2.320296,0.7669383,-0.4419051,-0.3588198,0.2690692,0.03426402,0.01978234
Left,1,2.408162,0.7135413,-0.4020255,-0.2676108,0.3006659,0.06852804,0.03426402
Left,1,2.438457,0.5740312,-0.3183671,-0.1370561,0.3262592,0.09891172,0.04845664
Left,1,2.472115,0.4776538,-0.2462884,-0.03426402,0.3449174,0.1219466,0.05595291
Left,1,2.495471,0.4961402,-0.1823843,-0.03426402,0.3609945,0.14537,0.06852804
Left,1,2.518037,0.5151029,-0.1282043,-0.03426402,0.3727285,0.165511,0.07661668
Left,1,2.546344,0.5439265,-0.05233916,-0.03956468,0.3851218,0.1958353,0.08622923
Left,1,2.580638,0.5574291,0,-0.03956468,0.3841043,0.2074791,0.08846933
Left,1,2.602763,0.5605795,0,-0.03956468,0.3810355,0.2102893,0.09065409
Left,1,2.631088,0.5654452,0.02797646,-0.03956468,0.3753442,0.2112177,0.09065409
Left,1,2.660348,0.5682068,0.04423466,-0.03426402,0.3695653,0.2121421,0.09278741
Left,1,2.686101,0.5723243,0.05595291,-0.03426402,0.3620769,0.2139789,0.09065409
Left,1,2.714257,0.577091,0.0656106,-0.03956468,0.3577275,0.2158,0.09065409
Left,1,2.734861,0.5804718,0.06852804,-0.04423466,0.3538778,0.2148914,0.09278741
Left,1,2.75633,0.5855064,0.07132626,-0.04423466,0.3286494,0.2017412,0.08156469
Left,1,2.784257,0.598725,0.08156469,-0.05233916,0.311533,0.1897456,0.07132626
Left,1,2.812247,0.6074851,0.09891172,-0.05934703,0.3039024,0.1845175,0.05233916
Left,1,2.839978,0.628073,0.1219466,-0.07661668,0.2853053,0.1701742,0.02797646
Left,1,2.871475,0.6348901,0.1582588,-0.08846933,0.276953,0.1643245,0.01978234
Left,1,2.901922,0.6361217,0.1866263,-0.08846933,0.261696,0.1557664,0
Left,1,2.923478,0.6516207,0.2332305,-0.09487279,0.2486604,0.1480375,0
Left,1,2.950569,0.7214502,0.3706227,-0.1083524,0.2130625,0.1203313,-0.01978234
Left,1,2.97792,0.6867107,0.5233933,-0.09891172,0.1823843,0.08846933,-0.02797646
Left,1,3.006537,0.6599753,0.6838553,-0.09278741,0.166689,0.05233916,-0.05233916
Left,1,3.033822,0.6781085,0.8809339,-0.1046783,0.1557664,0,-0.07132626
