time, HeadPitch, HeadYaw, HeadRoll, BodyPitch, BodyYaw, BodyRoll
0.4470202, 0, 0, 0, 0, 0, 0
0.450868, 0.1027921, -0.09278741, 0.05595291, 0.1119058, 0, 0.08156469
0.4551362, 0.1876719, -0.07661668, 0.06255726, 0.2007689, 0.01978234, 0.06852804
0.4586079, 0.2548778, -0.0656106, 0.06255726, 0.2719625, 0.01978234, 0.05934703
0.4618533, 0.315279, -0.05233916, 0.0656106, 0.3268584, 0.03956468, 0.04845664
0.4648682, 0.3642322, -0.03956468, 0.06255726, 0.3695653, 0.05233916, 0.04423466
0.4686316, 0.4039677, -0.02797646, 0.06255726, 0.4044518, 0.05934703, 0.03956468
0.4722233, 0.4392403, -0.01978234, 0.0656106, 0.4311472, 0.06852804, 0.02797646
0.4752949, 0.4673002, 0, 0.06852804, 0.4519747, 0.07401875, 0.03426402
0.4787152, 0.4849715, 0, 0.06852804, 0.468137, 0.08156469, 0.01978234
0.4823575, 0.4988932, 0, 0.07132626, 0.4813265, 0.08156469, 0.01978234
0.485794, 0.5169988, 0, 0.07132626, 0.4909863, 0.08846933, 0.01978234
0.4892002, 0.5308178, 0, 0.07132626, 0.4988932, 0.09278741, 0.01978234
0.4924681, 0.5428462, 0, 0.07132626, 0.5051297, 0.09487279, 0
0.4965796, 0.5489398, 0, 0.07132626, 0.5116726, 0.09691329, 0
0.499607, 0.5539077, 0, 0.07132626, 0.5173771, 0.09891172, 0.01978234
0.5031047, 0.555319, 0, 0.07132626, 0.5248867, 0.09891172, 0
0.5066931, 0.5570779, 0, 0.07401875, 0.5308178, 0.09891172, 0.01978234
0.5102215, 0.5581307, 0, 0.07401875, 0.5352231, 0.1008706, 0.01978234
0.5133762, 0.5595313, 0, 0.07401875, 0.5417637, 0.1008706, 0
0.5164313, 0.5609285, 0, 0.07401875, 0.5464389, 0.09891172, 0
0.5203787, 0.5612772, 0, 0.07401875, 0.5532007, 0.09891172, 0
0.5235763, 0.5619739, -0.01978234, 0.07661668, 0.5588315, 0.09891172, 0
0.5269441, 0.5623221, 0, 0.07401875, 0.563365, 0.09691329, 0
0.5303065, 0.5616257, 0, 0.07661668, 0.569239, 0.09691329, 0
0.5338422, 0.5612772, 0, 0.07661668, 0.5740312, 0.09691329, 0
0.5374858, 0.5591815, 0, 0.07132626, 0.5804718, 0.09487279, 0
0.540571, 0.5574291, -0.01978234, 0.07401875, 0.5858405, 0.09487279, 0
0.5441701, 0.5556712, -0.01978234, 0.07132626, 0.5901666, 0.09487279, 0
0.5476736, 0.5517841, -0.02797646, 0.07401875, 0.5957764, 0.09487279, 0
0.5515196, 0.5496522, -0.02797646, 0.07401875, 0.6003569, 0.09278741, 0
0.5547898, 0.5450047, -0.03426402, 0.07401875, 0.6045791, 0.09278741, 0
0.5578655, 0.5414024, -0.03956468, 0.07661668, 0.6074851, 0.09065409, 0
0.5614599, 0.5381398, -0.04423466, 0.07401875, 0.6135744, 0.09065409, 0
0.5647478, 0.5352231, -0.04423466, 0.07401875, 0.6183397, 0.08846933, 0
0.5680293, 0.5326577, -0.05233916, 0.07401875, 0.6221254, 0.08622923, -0.01978234
0.5711219, 0.5289715, -0.05233916, 0.07132626, 0.6277614, 0.08846933, 0
0.5746753, 0.5252593, -0.04845664, 0.07401875, 0.6318005, 0.08846933, 0
0.5777849, 0.5192646, -0.05595291, 0.07132626, 0.6265134, 0.0656106, -0.02797646
0.5811838, 0.5147229, -0.05595291, 0.07132626, 0.6218109, 0.04423466, -0.04423466
0.5842157, 0.5109072, -0.06255726, 0.07401875, 0.6183397, 0.02797646, -0.05934703
0.5881167, 0.5031891, -0.06852804, 0.06255726, 0.6218109, 0.02797646, -0.06255726
