time, HeadPitch, HeadYaw, HeadRoll, BodyPitch, BodyYaw, BodyRoll
0.3993616, 0, 0, 0, 0, 0, 0
0.4026395, 0.1119058, -0.05233916, -0.01978234, 0.1119058, -0.1370561, -0.03426402
0.406589, 0.2017412, -0.0656106, 0, 0.1948336, -0.1203313, 0
0.4095345, 0.2719625, -0.07401875, 0, 0.2601963, -0.1083524, 0
0.4132212, 0.3292442, -0.07401875, 0, 0.2804634, -0.1008706, 0
0.416392, 0.3748225, -0.07661668, 0, 0.2954137, -0.09278741, 0.02797646
0.4195084, 0.4111691, -0.07401875, 0, 0.3064671, -0.08846933, 0.03426402
0.4226297, 0.4365593, -0.08392937, 0, 0.3226406, -0.08622923, 0.03426402
0.4261905, 0.456712, -0.08846933, 0, 0.3351346, -0.08846933, 0.02797646
0.429257, 0.4673002, -0.1008706, 0, 0.3454843, -0.09065409, 0.01978234
0.4326924, 0.4756011, -0.1101434, 0, 0.3538778, -0.09065409, 0.01978234
0.4357878, 0.4813265, -0.1186941, 0, 0.3593647, -0.09487279, 0.01978234
0.4394884, 0.4901886, -0.1119058, 0, 0.3658403, -0.09691329, 0
0.4429127, 0.4969283, -0.1065312, 0, 0.3700944, -0.1008706, 0
0.4461915, 0.5000685, -0.1101434, 0, 0.3732531, -0.1027921, 0
0.4492311, 0.5024107, -0.1136409, 0, 0.3748225, -0.1046783, 0
0.4535157, 0.5035778, -0.1186941, 0, 0.3758652, -0.1083524, -0.01978234
0.4564577, 0.5089886, -0.1083524, 0, 0.3555328, -0.1083524, -0.01978234
0.4591238, 0.5124369, -0.1027921, 0, 0.3374619, -0.1083524, -0.01978234
0.4618562, 0.5154827, -0.09691329, 0, 0.3226406, -0.1083524, -0.01978234
0.4647381, 0.5143426, -0.1027921, 0, 0.2993615, -0.1046783, 0
0.4678998, 0.5128186, -0.1065312, 0, 0.2797648, -0.1008706, 0
0.470626, 0.5169988, -0.1008706, 0, 0.2639296, -0.09691329, 0
0.4733227, 0.5203939, -0.09278741, 0, 0.2502292, -0.09278741, 0
0.4760298, 0.5230194, -0.08846933, 0, 0.2390311, -0.08846933, 0.01978234
0.4791299, 0.5248867, -0.08392937, 0, 0.2281412, -0.08846933, 0.02797646
0.482028, 0.5282311, -0.07912937, 0, 0.2211734, -0.08622923, 0.03426402
0.4849658, 0.5308178, -0.07132626, 0, 0.2139789, -0.08622923, 0.03956468
0.4881071, 0.533025, -0.0656106, 0, 0.2046302, -0.08622923, 0.04423466
0.490842, 0.5348573, -0.06255726, 0, 0.1968319, -0.08622923, 0.04845664
0.4939146, 0.5366834, -0.05595291, 0, 0.1897456, -0.08622923, 0.05233916
0.4968598, 0.5403171, -0.05233916, 0, 0.1866263, -0.08622923, 0.05233916
0.4998127, 0.5432066, -0.04845664, 0, 0.183454, -0.08622923, 0.05595291
0.5025515, 0.5453635, -0.04423466, 0, 0.1791368, -0.08622923, 0.05595291
0.5059582, 0.5485832, -0.04423466, 0, 0.199792, -0.09065409, 0.05934703
0.5088107, 0.5500081, -0.03426402, 0, 0.2148914, -0.09278741, 0.05934703
0.5115386, 0.5521386, -0.02797646, 0, 0.2272819, -0.09691329, 0.05595291
0.5145105, 0.5514293, 0, 0, 0.2264194, -0.09691329, 0.06255726
0.5172495, 0.5507192, -0.02797646, 0, 0.2255535, -0.09691329, 0.05934703
0.5204305, 0.5503638, -0.02797646, 0, 0.2238118, -0.09891172, 0.05934703
0.5235332, 0.5507192, -0.02797646, 0, 0.2176059, -0.09691329, 0.06255726
0.5263321, 0.5510744, 0, 0, 0.2121421, -0.09891172, 0.06255726
0.5296612, 0.5496522, -0.02797646, 0, 0.2027088, -0.09691329, 0.0656106
0.5334216, 0.5482264, -0.02797646, 0, 0.1948336, -0.09691329, 0.0656106
0.5364733, 0.5471546, -0.02797646, 0, 0.1887116, -0.09691329, 0.0656106
0.5393615, 0.5475121, -0.02797646, 0, 0.1813082, -0.09691329, 0.06255726
0.5420896, 0.5478694, -0.02797646, 0, 0.1758294, -0.09691329, 0.0656106
0.5455899, 0.5482264, -0.02797646, 0, 0.1713202, -0.09891172, 0.0656106
0.5485794, 0.5500081, -0.02797646, 0, 0.165511, -0.09891172, 0.0656106
0.5512628, 0.5514293, 0, 0, 0.1594904, -0.09891172, 0.06255726
0.5541973, 0.5528469, -0.02797646, 0, 0.1557664, -0.1008706, 0.06255726
0.5570699, 0.5535544, -0.02797646, 0, 0.1519511, -0.1008706, 0.06255726
0.5602614, 0.5542608, 0, 0, 0.1493534, -0.1027921, 0.06255726
0.563286, 0.5567266, -0.02797646, 0, 0.14537, -0.1027921, 0.06255726
0.5660226, 0.5581307, 0, 0, 0.1426525, -0.1046783, 0.06255726
0.5686104, 0.5595313, -0.02797646, 0, 0.1412742, -0.1065312, 0.06255726
0.5714765, 0.5588315, 0, 0, 0.1384764, -0.1083524, 0.05934703
0.5745425, 0.55778, -0.02797646, 0, 0.1356209, -0.1101434, 0.05934703
0.57743, 0.5570779, 0, 0, 0.132704, -0.1101434, 0.05934703
0.5803891, 0.5584812, 0, 0, 0.1312212, -0.1119058, 0.05934703
0.5830538, 0.5588315, -0.02797646, 0, 0.1266688, -0.1119058, 0.05595291
0.5864288, 0.5588315, -0.02797646, 0, 0.1266688, -0.1136409, 0.05934703
0.5892602, 0.5605795, 0, 0, 0.1203313, -0.1153499, 0.05233916
0.5925722, 0.5623221, 0, 0, 0.1219466, -0.1136409, 0.05595291
0.5954648, 0.5616257, -0.02797646, 0, 0.1203313, -0.1170339, 0.05595291
