range,posture,start,end,
270,Standing,15244,15319,
270,Standing,15244,15345,
270,Standing,15244,15375,
270,Standing,15244,15389,
270,Standing,15244,15401,
270,Standing,15244,15419,
270,Standing,15244,15436,
270,Standing,15244,15449,
270,Standing,15244,15464,
270,Standing,15244,15476,
270,Standing,15244,15494,
270,Standing,15244,15506,
270,Standing,15244,15522,
270,Standing,15244,15535,
270,Standing,15244,15547,
270,Standing,15244,15560,
270,Standing,15244,15575,
270,Standing,15244,15587,
270,Standing,15244,15604,
270,Standing,15244,15617,
270,Standing,15244,15631,
270,Standing,15244,15643,
270,Standing,15244,15655,
270,Standing,15244,15673,
270,Standing,15244,15685,
270,Standing,15244,15703,
270,Standing,15244,15715,
270,Standing,15244,15730,
270,Standing,15244,15742,
270,Standing,15244,15755,
270,Standing,15244,15772,
270,Standing,15244,15784,
270,Standing,15244,15797,
270,Standing,15244,15813,
270,Standing,15244,15826,
270,Standing,15244,15841,
270,Standing,15244,15853,
270,Standing,15244,15870,
270,Standing,15244,15883,
270,Standing,15244,15895,
270,Standing,15244,15909,
270,Standing,15244,15922,
270,Standing,15244,15939,
270,Standing,15244,15951,
270,Standing,15244,15964,
270,Standing,15244,15981,
270,Standing,15244,15993,
270,Standing,15244,16006,
270,Standing,15244,16021,
270,Standing,15244,16033,
270,Standing,15244,16051,
270,Standing,15244,16063,
270,Standing,15244,16075,
270,Standing,15244,16092,
270,Standing,15244,16105,
270,Standing,15244,16119,
270,Standing,15244,16132,
270,Standing,15244,16144,
270,Standing,15244,16161,
270,Standing,15244,16174,
270,Standing,15244,16188,
270,Standing,15244,16200,
270,Standing,15244,16212,
270,Standing,15244,16230,
270,Standing,15244,16242,
270,Standing,15244,16260,
270,Standing,15244,16272,
270,Standing,15244,16287,
270,Standing,15244,16300,
270,Standing,15244,16312,
270,Standing,15244,16324,
270,Standing,15244,16342,
270,Standing,15244,16354,
270,Standing,15244,16371,
270,Standing,15244,16384,
270,Standing,15244,16396,
270,Standing,15244,16410,
270,Standing,15244,16422,
270,Standing,15244,16440,
270,Standing,15244,16452,
270,Standing,15244,16464,
270,Standing,15244,16479,
270,Standing,15244,16491,
270,Standing,15244,16508,
270,Standing,15244,16521,
270,Standing,15244,16533,
270,Standing,15244,16550,
270,Standing,15244,16563,
270,Standing,15244,16578,
270,Standing,15244,16590,
270,Standing,15244,16603,
270,Standing,15244,16620,
270,Standing,15244,16632,
270,Standing,15244,16650,
270,Standing,15244,16659,
270,Standing,15244,16671,
270,Standing,15244,16689,
270,Standing,15244,16701,
270,Standing,15244,16713,
270,Standing,15244,16731,
270,Standing,15244,16743,
270,Standing,15244,16757,
270,Standing,15244,16770,
270,Standing,15244,16783,
270,Standing,15244,16799,
270,Standing,15244,16812,
270,Standing,15244,16829,
270,Standing,15244,16841,
270,Standing,15244,16854,
270,Standing,15244,16869,
270,Standing,15244,16881,
270,Standing,15244,16911,
270,Standing,15244,16923,
270,Standing,15244,16937,
270,Standing,15244,16950,
270,Standing,15244,16967,
270,Standing,15244,16979,
270,Standing,15244,16992,
270,Standing,15244,17009,
270,Standing,15244,17021,
270,Standing,15244,17036,
270,Standing,15244,17048,
270,Standing,15244,17061,
270,Standing,15244,17078,
270,Standing,15244,17090,
270,Standing,15244,17107,
270,Standing,15244,17120,
270,Standing,15244,17132,
270,Standing,15244,17147,
270,Standing,15244,17160,
270,Standing,15244,17177,
270,Standing,15244,17189,
270,Standing,15244,17202,
270,Standing,15244,17216,
270,Standing,15244,17228,
270,Standing,15244,17241,
270,Standing,15244,17258,
270,Standing,15244,17270,
270,Standing,15244,17288,
270,Standing,15244,17300,
270,Standing,15244,17312,
270,Standing,15244,17328,
270,Standing,15244,17340,
270,Standing,15244,17356,
270,Standing,15244,17369,
270,Standing,15244,17381,
270,Standing,15244,17398,
270,Standing,15244,17411,
270,Standing,15244,17423,
270,Standing,15244,17438,
270,Standing,15244,17451,
270,Standing,15244,17468,
270,Standing,15244,17480,
270,Standing,15244,17495,
270,Standing,15244,17507,
270,Standing,15244,17519,
270,Standing,15244,17537,
270,Standing,15244,17549,
270,Standing,15244,17561,
270,Standing,15244,17579,
270,Standing,15244,17591,
270,Standing,15244,17606,
270,Standing,15244,17618,
270,Standing,15244,17631,
270,Standing,15244,17647,
270,Standing,15244,17659,
270,Standing,15244,17677,
270,Standing,15244,17687,
270,Standing,15244,17699,
270,Standing,15244,17717,
270,Standing,15244,17729,
270,Standing,15244,17743,
270,Standing,15244,17759,
270,Standing,15244,17771,
270,Standing,15244,17785,
270,Standing,15244,17798,
270,Standing,15244,17815,
270,Standing,15244,17827,
270,Standing,15244,17840,
270,Standing,15244,17857,
270,Standing,15244,17869,
270,Standing,15244,17882,
270,Standing,15244,17897,
270,Standing,15244,17909,
270,Standing,15244,17926,
270,Standing,15244,17939,
270,Standing,15244,17951,
270,Standing,15244,17966,
270,Standing,15244,17978,
270,Standing,15244,17995,
270,Standing,15244,18008,
270,Standing,15244,18020,
270,Standing,15244,18037,
270,Standing,15244,18050,
270,Standing,15244,18064,
270,Standing,15244,18076,
270,Standing,15244,18088,
270,Standing,15244,18106,
270,Standing,15244,18118,
270,Standing,15244,18136,
270,Standing,15244,18148,
270,Standing,15244,18160,
270,Standing,15244,18176,
270,Standing,15244,18188,
270,Standing,15244,18204,
270,Standing,15244,18217,
270,Standing,15244,18230,
270,Standing,15244,18244,
270,Standing,15244,18256,
270,Standing,15244,18269,
270,Standing,15244,18286,
270,Standing,15244,18298,
270,Standing,15244,18316,
270,Standing,15244,18328,
270,Standing,15244,18340,
270,Standing,15244,18355,
270,Standing,15244,18367,
270,Standing,15244,18384,
270,Standing,15244,18397,
270,Standing,15244,18409,
270,Standing,15244,18426,
270,Standing,15244,18439,
270,Standing,15244,18454,
270,Standing,15244,18466,
270,Standing,15244,18479,
270,Standing,15244,18496,
270,Standing,15244,18508,
270,Standing,15244,18521,
270,Standing,15244,18535,
270,Standing,15244,18547,
270,Standing,15244,18565,
270,Standing,15244,18577,
270,Standing,15244,18589,
270,Standing,15244,18607,
270,Standing,23270,23287,
270,Standing,23270,23300,
270,Standing,23270,23312,
270,Standing,23270,23327,
270,Standing,23270,23340,
270,Standing,23270,23352,
270,Standing,23270,23369,
270,Standing,23270,23382,
270,Standing,23270,23396,
270,Standing,23270,23408,
270,Standing,23270,23426,
270,Standing,23270,23438,
270,Standing,23270,23455,
270,Standing,23270,23468,
270,Standing,23270,23480,
270,Standing,23270,23494,
270,Standing,23270,23506,
270,Standing,23270,23519,
270,Standing,23270,23536,
270,Standing,23270,23548,
270,Standing,23270,23561,
270,Standing,23270,23578,
270,Standing,23270,23590,
270,Standing,23270,23603,
270,Standing,23270,23618,
270,Standing,23270,23630,
270,Standing,23270,23648,
270,Standing,23270,23660,
270,Standing,23270,23672,
270,Standing,23270,23687,
270,Standing,23270,23699,
270,Standing,23270,23716,
270,Standing,23270,23729,
270,Standing,23270,23741,
270,Standing,23270,23758,
270,Standing,23270,23771,
270,Standing,23270,23783,
270,Standing,23270,23797,
270,Standing,23270,23811,
270,Standing,23270,23827,
270,Standing,23270,23839,
270,Standing,23270,23852,
270,Standing,23270,23869,
270,Standing,23270,23879,
270,Standing,23270,23897,
270,Standing,23270,23909,
270,Standing,23270,23921,
270,Standing,23270,23939,
270,Standing,23270,23951,
270,Standing,23270,23963,
270,Standing,23270,23977,
270,Standing,23270,23990,
270,Standing,23270,24007,
270,Standing,23270,24023,
270,Standing,23270,24035,
270,Standing,23270,24049,
270,Standing,23270,24061,
270,Standing,23270,24076,
270,Standing,23270,24089,
270,Standing,23270,24101,
270,Standing,23270,24118,
270,Standing,23270,24130,
270,Standing,23270,24145,
270,Standing,23270,24158,
270,Standing,23270,24170,
270,Standing,23270,24187,
270,Standing,23270,24200,
270,Standing,23270,24217,
270,Standing,23270,24229,
270,Standing,23270,24242,
270,Standing,23270,24256,
270,Standing,23270,24268,
270,Standing,23270,24286,
270,Standing,23270,24298,
270,Standing,23270,24310,
270,Standing,23270,24328,
270,Standing,23270,24340,
270,Standing,23270,24352,
270,Standing,23270,24368,
270,Standing,23270,24380,
270,Standing,23270,24396,
270,Standing,23270,24409,
270,Standing,23270,24422,
270,Standing,23270,24436,
270,Standing,23270,24449,
270,Standing,23270,24466,
270,Standing,23270,24478,
270,Standing,23270,24491,
270,Standing,23270,24508,
270,Standing,23270,24520,
270,Standing,23270,24535,
270,Standing,23270,24547,
270,Standing,23270,24559,
270,Standing,23270,24577,
270,Standing,23270,24589,
270,Standing,23270,24601,
270,Standing,23270,24619,
270,Standing,23270,24631,
270,Standing,23270,24646,
270,Standing,23270,24658,
270,Standing,23270,24671,
270,Standing,23270,24687,
270,Standing,23270,24700,
270,Standing,23270,24715,
270,Standing,23270,24727,
270,Standing,23270,24739,
270,Standing,23270,24757,
270,Standing,23270,24769,
270,Standing,23270,24786,
270,Standing,23270,24799,
270,Standing,23270,24811,
270,Standing,23270,24825,
270,Standing,27840,27852,
270,Standing,27840,27865,
270,Standing,27840,27882,
270,Standing,27840,27894,
270,Standing,27840,27907,
270,Standing,27840,27922,
270,Standing,27840,27934,
270,Standing,27840,27952,
270,Standing,27840,27964,
270,Standing,27840,27976,
270,Standing,27840,27994,
270,Standing,27840,28008,
270,Standing,27840,28020,
270,Standing,27840,28033,
270,Standing,27840,28045,
270,Standing,27840,28062,
270,Standing,27840,28075,
270,Standing,27840,28089,
270,Standing,27840,28101,
270,Standing,27840,28114,
270,Standing,27840,28131,
270,Standing,27840,28143,
270,Standing,27840,28161,
270,Standing,27840,28173,
270,Standing,27840,28185,
270,Standing,27840,28200,
270,Standing,27840,28213,
270,Standing,27840,28225,
270,Standing,27840,28242,
270,Standing,27840,28255,
270,Standing,27840,28269,
270,Standing,27840,28281,
270,Standing,27840,28294,
270,Standing,27840,28311,
270,Standing,27840,28323,
270,Standing,27840,28341,
270,Standing,27840,28353,
270,Standing,27840,28365,
270,Standing,27840,28381,
270,Standing,27840,28393,
270,Standing,27840,28409,
270,Standing,27840,28422,
270,Standing,27840,28434,
270,Standing,27840,28451,
270,Standing,27840,28464,
270,Standing,27840,28476,
270,Standing,27840,28491,
270,Standing,27840,28504,
270,Standing,27840,28521,
270,Standing,27840,28533,
270,Standing,27840,28546,
270,Standing,27840,28560,
270,Standing,27840,28572,
270,Standing,27840,28590,
270,Standing,27840,28602,
270,Standing,27840,28614,
270,Standing,27840,28632,
270,Standing,27840,28644,
270,Standing,27840,28659,
270,Standing,27840,28672,
270,Standing,27840,28684,
270,Standing,27840,28700,
270,Standing,27840,28712,
270,Standing,27840,28730,
270,Standing,27840,28742,
270,Standing,27840,28754,
270,Standing,27840,28770,
270,Standing,27840,28782,
270,Standing,27840,28794,
270,Standing,27840,28812,
270,Standing,27840,28824,
270,Standing,27840,28838,
270,Standing,27840,28851,
270,Standing,27840,28868,
270,Standing,27840,28880,
270,Standing,27840,28893,
270,Standing,27840,28910,
270,Standing,27840,28922,
270,Standing,27840,28935,
270,Standing,27840,28950,
270,Standing,27840,28962,
270,Standing,27840,28979,
270,Standing,27840,28992,
270,Standing,27840,29004,
270,Standing,27840,29021,
270,Standing,27840,29031,
270,Standing,27840,29048,
270,Standing,27840,29061,
270,Standing,27840,29073,
270,Standing,27840,29090,
270,Standing,27840,29103,
270,Standing,27840,29115,
270,Standing,27840,29129,
270,Standing,27840,29142,
270,Standing,27840,29159,
270,Standing,27840,29171,
270,Standing,27840,29184,
270,Standing,27840,29201,
270,Standing,27840,29213,
270,Standing,27840,29229,
270,Standing,27840,29241,
270,Standing,27840,29253,
270,Standing,27840,29271,
270,Standing,27840,29283,
270,Standing,27840,29295,
270,Standing,27840,29309,
270,Standing,27840,29322,
270,Standing,27840,29339,
270,Standing,27840,29357,
270,Standing,27840,29369,
270,Standing,27840,29381,
270,Standing,27840,29393,
270,Standing,27840,29408,
270,Standing,27840,29420,
270,Standing,27840,29432,
270,Standing,27840,29450,
270,Standing,27840,29462,
270,Standing,27840,29474,
270,Standing,27840,29492,
270,Standing,27840,29504,
270,Standing,27840,29523,
270,Standing,27840,29532,
270,Standing,27840,29549,
270,Standing,27840,29561,
45,Standing,46108,46133,
45,Standing,46108,46155,
45,Standing,46108,46168,
45,Standing,46108,46183,
45,Standing,46108,46195,
45,Standing,46108,46212,
45,Standing,46108,46224,
45,Standing,46108,46241,
45,Standing,46108,46254,
45,Standing,46108,46269,
45,Standing,46108,46281,
45,Standing,46108,46299,
45,Standing,46108,46311,
45,Standing,46108,46325,
45,Standing,46108,46343,
45,Standing,46108,46355,
45,Standing,46108,46372,
45,Standing,46108,46385,
45,Standing,46108,46399,
45,Standing,46108,46411,
45,Standing,46108,46429,
45,Standing,46108,46446,
45,Standing,46108,46458,
45,Standing,46108,46471,
45,Standing,46108,46486,
