time, HeadPitch, HeadYaw, HeadRoll, BodyPitch, BodyYaw, BodyRoll
0.4651615, 0, 0, 0, 0, 0, 0
0.4694959, 0.1083524, 0.05934703, 0.09691329, 0.1701742, 0.09487279, -0.1119058
0.4746155, 0.1928145, 0.04845664, 0.09278741, 0.3045456, 0.07132626, -0.1384764
0.4783068, 0.2601963, 0.03956468, 0.09065409, 0.4125943, 0.05233916, -0.1607126
0.4825489, 0.315899, 0.01978234, 0.08846933, 0.4981082, 0.03956468, -0.1758294
0.4860327, 0.3588198, 0.02797646, 0.08622923, 0.5671728, 0.01978234, -0.1897456
0.4900176, 0.3886621, 0, 0.1046783, 0.6218109, 0, -0.2007689
0.4945023, 0.4125943, -0.03426402, 0.1219466, 0.6658786, 0, -0.2102893
0.4992201, 0.4343124, -0.04423466, 0.1219466, 0.7072059, 0, -0.2229358
0.5028983, 0.4515415, -0.05595291, 0.1251145, 0.7407211, 0, -0.234068
0.5068293, 0.4643598, -0.07912937, 0.1398823, 0.7638705, 0, -0.2406627
0.5101262, 0.4739525, -0.1027921, 0.1532334, 0.7828471, -0.01978234, -0.2454926
0.5138608, 0.4825446, -0.1297215, 0.1701742, 0.7607903, -0.01978234, -0.2446942
0.5169474, 0.4897892, -0.1519511, 0.1845175, 0.742568, -0.02797646, -0.2438933
0.5215506, 0.4965344, -0.1758294, 0.1968319, 0.7195491, -0.03956468, -0.2470816
0.5247264, 0.5024107, -0.1948336, 0.20842, 0.699975, -0.04423466, -0.249446
0.5283761, 0.5074486, -0.2121421, 0.2193969, 0.6702721, -0.04845664, -0.2470816
0.5317376, 0.5116726, -0.2289973, 0.2272819, 0.6449805, -0.05233916, -0.2454926
0.5356034, 0.5147229, -0.2422834, 0.235734, 0.6233823, -0.05233916, -0.2446942
0.539101, 0.5162413, -0.2517883, 0.2414744, 0.6003569, -0.05595291, -0.2414744
0.5425774, 0.5177552, -0.261696, 0.2470816, 0.5804718, -0.05233916, -0.2382111
0.546319, 0.5177552, -0.268341, 0.2517883, 0.5619739, -0.05233916, -0.2349025
0.5499757, 0.518133, -0.2755364, 0.2556444, 0.5457222, -0.04845664, -0.2315465
