time,turnedAngle,pitchAngle,yawAngle

2b???b???b???b???bj
87723,0,0,0
87725,0,0,0
87728,0,0,0
87730,0,0,0
87733,0,0,0
87735,0,0,0
87738,0,0,0
87740,0,0,0
87742,0,0,0
87745,0,0,0
87747,0,0,0
87750,0,0,0
87752,0,0,0
87754,0,0,0
87757,0,0,0
87759,0,0,0
87762,0,0,0
87764,0,0,0
87767,0,0,0
87770,0,0,0
87772,0,0,0
87775,0,0,0
87777,0,0,0
87779,0,0,0
87782,0,0,0
87784,0,0,0
87787,0,0,0
87789,0,0,0
87791,0,0,0
87794,0,0,0
87796,0,0,0
87799,0,0,0
87801,0,0,0
87804,0,0,0
87806,0,0,0
87809,0,0,0
87812,0,0,0
87814,0,0,0
87817,0,0,0
87819,0,0,0
87821,0,0,0
87824,0,0,0
87826,0,0,0
87829,0,0,0
87831,0,0,0
87833,0,0,0
87836,0,0,0
87838,0,0,0
87841,0,0,0
87843,0,0,0
87845,0,0,0
87848,0,0,0
87851,0,0,0
87854,0,0,0
87856,0,0,0
87858,0,0,0
87861,0,0,0
87863,0,0,0
87866,0,0,0
87868,0,0,0
87871,0,0,0
87873,0,0,0
87875,0,0,0
87878,0,0,0
87880,0,0,0
87883,0,0,0
87885,0,0,0
87887,0,0,0
87890,0,0,0
87892,0,0,0
87896,0,0,0
87898,0,0,0
87900,0,0,0
87903,0,0,0
87905,0,0,0
87908,0,0,0
87910,0,0,0
87912,0,0,0
87915,0,0,0
87917,0,0,0
87920,0,0,0
87922,0,0,0
87924,0,0,0
87927,0,0,0
87929,0,0,0
87932,0,0,0
87934,0,0,0
87938,0,0,0
87940,0,0,0
87942,0,0,0
87945,0,0,0
87947,0,0,0
87950,0,0,0
87952,0,0,0
87954,0,0,0
87957,0,0,0
87959,0,0,0
87962,0,0,0
87964,0,0,0
87966,0,0,0
87969,0,0,0
87971,0,0,0
87974,0,0,0
87976,0,0,0
87979,0,0,0
87982,0,0,0
87984,0,0,0
87987,0,0,0
87989,0,0,0
87991,0,0,0
87994,0,0,0
87996,0,0,0
87999,0,0,0
88001,0,0,0
88004,0,0,0
88006,0,0,0
88008,0,0,0
88011,0,0,0
88013,0,0,0
88016,0,0,0
88018,0,0,0
88020,0,0,0
88024,0,0,0
88026,0,0,0
88029,0,0,0
88031,0,0,0
88033,0,0,0
88036,0,0,0
88038,0,0,0
88041,0,0,0
88043,0,0,0
88045,0,0,0
88048,0,0,0
88050,0,0,0
88053,0,0,0
88055,0,0,0
88057,0,0,0
88060,0,0,0
88062,0,0,0
88066,0,0,0
88068,0,0,0
88071,0,0,0
88073,0,0,0
88075,0,0,0
88078,0,0,0
88080,0,0,0
88083,0,0,0
88085,0,0,0
88087,0,0,0
88090,0,0,0
88092,0,0,0
88095,0,0,0
88097,0,0,0
88099,0,0,0
88102,0,0,0
88104,0,0,0
88108,0,0,0
88110,0,0,0
88112,0,0,0
88115,0,0,0
88117,0,0,0
88120,0,0,0
88122,0,0,0
88124,0,0,0
88127,0,0,0
88129,0,0,0
88132,0,0,0
88134,0,0,0
88137,0,0,0
88139,0,0,0
88141,0,0,0
