range,posture,start,end,
270,ActuatedBed,76459390,76459489,
270,ActuatedBed,76459390,76459559,
270,ActuatedBed,76459390,76459592,
270,ActuatedBed,76459390,76459619,
270,ActuatedBed,76459390,76459650,
270,ActuatedBed,76459390,76459676,
270,ActuatedBed,76459390,76459689,
270,ActuatedBed,76459390,76459706,
270,ActuatedBed,76459390,76459717,
270,ActuatedBed,76459390,76459734,
270,ActuatedBed,76459390,76459747,
270,ActuatedBed,76459390,76459763,
270,ActuatedBed,76459390,76459777,
270,ActuatedBed,76459390,76459793,
270,ActuatedBed,76459390,76459804,
270,ActuatedBed,76459390,76459832,
270,ActuatedBed,76459390,76459845,
270,ActuatedBed,76459390,76459858,
270,ActuatedBed,76459390,76459875,
270,ActuatedBed,76459390,76459886,
270,ActuatedBed,76459390,76459902,
270,ActuatedBed,76459390,76459916,
270,ActuatedBed,76459390,76459927,
270,ActuatedBed,76459390,76459943,
270,ActuatedBed,76459390,76459957,
270,ActuatedBed,76459390,76459990,
270,ActuatedBed,76459390,76460014,
270,ActuatedBed,76459390,76460024,
270,ActuatedBed,76459390,76460038,
270,ActuatedBed,76459390,76460049,
270,ActuatedBed,76459390,76460065,
270,ActuatedBed,76459390,76460079,
270,ActuatedBed,76459390,76460095,
270,ActuatedBed,76459390,76460106,
270,ActuatedBed,76459390,76460136,
270,ActuatedBed,76459390,76460149,
270,ActuatedBed,76459390,76460166,
270,ActuatedBed,76459390,76460177,
270,ActuatedBed,76459390,76460193,
270,ActuatedBed,76459390,76460207,
270,ActuatedBed,76459390,76460218,
270,ActuatedBed,76459390,76460234,
270,ActuatedBed,76459390,76460248,
270,ActuatedBed,76459390,76460264,
270,ActuatedBed,76459390,76460292,
270,ActuatedBed,76459390,76460305,
270,ActuatedBed,76459390,76460315,
270,ActuatedBed,76459390,76460332,
270,ActuatedBed,76459390,76460346,
270,ActuatedBed,76459390,76460356,
270,ActuatedBed,76459390,76460372,
270,ActuatedBed,76459390,76460389,
270,ActuatedBed,76459390,76460402,
270,ActuatedBed,76459390,76460413,
270,ActuatedBed,76459390,76460443,
270,ActuatedBed,76459390,76460468,
270,ActuatedBed,76459390,76460481,
270,ActuatedBed,76459390,76460497,
270,ActuatedBed,76459390,76460509,
270,ActuatedBed,76459390,76460525,
270,ActuatedBed,76459390,76460538,
270,ActuatedBed,76459390,76460555,
270,ActuatedBed,76459390,76460566,
270,ActuatedBed,76459390,76460582,
270,ActuatedBed,76459390,76460607,
270,ActuatedBed,76459390,76460623,
270,ActuatedBed,76459390,76460637,
270,ActuatedBed,76459390,76460647,
270,ActuatedBed,76459390,76460663,
270,ActuatedBed,76459390,76460678,
270,ActuatedBed,76459390,76460694,
270,ActuatedBed,76459390,76460704,
270,ActuatedBed,76459390,76460719,
270,ActuatedBed,76459390,76460734,
270,ActuatedBed,76459390,76460762,
270,ActuatedBed,76459390,76460775,
270,ActuatedBed,76459390,76460791,
270,ActuatedBed,76459390,76460803,
270,ActuatedBed,76459390,76460816,
270,ActuatedBed,76459390,76460832,
270,ActuatedBed,76459390,76460846,
270,ActuatedBed,76459390,76460857,
270,ActuatedBed,76459390,76460873,
270,ActuatedBed,76459390,76460887,
270,ActuatedBed,76459390,76460914,
270,ActuatedBed,76459390,76460928,
270,ActuatedBed,76459390,76460944,
270,ActuatedBed,76459390,76460955,
270,ActuatedBed,76459390,76460972,
270,ActuatedBed,76459390,76460985,
270,ActuatedBed,76459390,76461001,
270,ActuatedBed,76459390,76461011,
270,ActuatedBed,76459390,76461026,
270,ActuatedBed,76459390,76461042,
270,ActuatedBed,76459390,76461067,
270,ActuatedBed,76459390,76461082,
270,ActuatedBed,76459390,76461093,
270,ActuatedBed,76459390,76461107,
270,ActuatedBed,76459390,76461123,
270,ActuatedBed,76459390,76461134,
270,ActuatedBed,76459390,76461151,
270,ActuatedBed,76459390,76461164,
270,ActuatedBed,76459390,76461180,
270,ActuatedBed,76459390,76461192,
270,ActuatedBed,76459390,76461221,
270,ActuatedBed,76459390,76461235,
270,ActuatedBed,76459390,76461246,
270,ActuatedBed,76459390,76461262,
270,ActuatedBed,76459390,76461276,
270,ActuatedBed,76459390,76461292,
270,ActuatedBed,76459390,76461303,
270,ActuatedBed,76459390,76461317,
270,ActuatedBed,76459390,76461333,
270,ActuatedBed,76459390,76461343,
270,ActuatedBed,76459390,76461374,
270,ActuatedBed,76459390,76461390,
270,ActuatedBed,76459390,76461401,
270,ActuatedBed,76459390,76461417,
270,ActuatedBed,76459390,76461430,
270,ActuatedBed,76459390,76461442,
270,ActuatedBed,76459390,76461455,
270,ActuatedBed,76459390,76461471,
270,ActuatedBed,76459390,76461483,
270,ActuatedBed,76459390,76461499,
270,ActuatedBed,76459390,76461523,
270,ActuatedBed,76459390,76461540,
270,ActuatedBed,76459390,76461553,
270,ActuatedBed,76459390,76461570,
270,ActuatedBed,76459390,76461583,
270,ActuatedBed,76459390,76461594,
270,ActuatedBed,76459390,76461611,
270,ActuatedBed,76459390,76461624,
270,ActuatedBed,76459390,76461640,
270,ActuatedBed,76459390,76461651,
270,ActuatedBed,76459390,76461681,
270,ActuatedBed,76459390,76461691,
270,ActuatedBed,76459390,76461706,
270,ActuatedBed,76459390,76461722,
270,ActuatedBed,76459390,76461732,
270,ActuatedBed,76459390,76461747,
270,ActuatedBed,76459390,76461763,
270,ActuatedBed,76459390,76461773,
270,ActuatedBed,76459390,76461790,
270,ActuatedBed,76459390,76461803,
270,ActuatedBed,76459390,76461831,
270,ActuatedBed,76459390,76461844,
270,ActuatedBed,76459390,76461860,
270,ActuatedBed,76459390,76461872,
270,ActuatedBed,76459390,76461888,
270,ActuatedBed,76459390,76461901,
270,ActuatedBed,76459390,76461913,
270,ActuatedBed,76459390,76461929,
270,ActuatedBed,76459390,76461942,
270,ActuatedBed,76459390,76461959,
270,ActuatedBed,76459390,76461983,
270,ActuatedBed,76459390,76462000,
270,ActuatedBed,76459390,76462013,
270,ActuatedBed,76459390,76462029,
270,ActuatedBed,76459390,76462040,
270,ActuatedBed,76459390,76462054,
270,ActuatedBed,76459390,76462070,
270,ActuatedBed,76459390,76462081,
270,ActuatedBed,76459390,76462097,
270,ActuatedBed,76459390,76462111,
270,ActuatedBed,76459390,76462138,
270,ActuatedBed,76459390,76462151,
270,ActuatedBed,76459390,76462168,
270,ActuatedBed,76459390,76462184,
270,ActuatedBed,76459390,76462195,
270,ActuatedBed,76459390,76462220,
270,ActuatedBed,76459390,76462236,
270,ActuatedBed,76459390,76462249,
270,ActuatedBed,76459390,76462261,
270,ActuatedBed,76459390,76462290,
270,ActuatedBed,76459390,76462304,
270,ActuatedBed,76459390,76462320,
270,ActuatedBed,76459390,76462331,
270,ActuatedBed,76459390,76462345,
270,ActuatedBed,76459390,76462361,
270,ActuatedBed,76459390,76462372,
270,ActuatedBed,76459390,76462388,
270,ActuatedBed,76459390,76462402,
270,ActuatedBed,76459390,76462418,
270,ActuatedBed,76459390,76462443,
270,ActuatedBed,76459390,76462459,
270,ActuatedBed,76459390,76462470,
270,ActuatedBed,76459390,76462483,
270,ActuatedBed,76459390,76462499,
270,ActuatedBed,76459390,76462511,
270,ActuatedBed,76459390,76462527,
270,ActuatedBed,76459390,76462540,
270,ActuatedBed,76459390,76462552,
270,ActuatedBed,76459390,76462568,
270,ActuatedBed,76459390,76462598,
270,ActuatedBed,76459390,76462609,
270,ActuatedBed,76459390,76462622,
270,ActuatedBed,76459390,76462639,
270,ActuatedBed,76459390,76462649,
270,ActuatedBed,76459390,76462663,
270,ActuatedBed,76459390,76462680,
270,ActuatedBed,76459390,76462693,
270,ActuatedBed,76459390,76462709,
270,ActuatedBed,76459390,76462721,
