time,turnedAngle,pitchAngle,yawAngle
,0,0,0
2472797,0,0,0
2472800,0,0,0
2472802,0,0,0
2472805,0,0,0
2472807,0,0,0
2472810,0,0,0
2472813,0,0,0
2472815,0,0,0
2472818,0,0,0
2472820,0,0,0
2472823,0,0,0
2472825,0,0,0
2472828,0,0,0
2472832,0,0,0
2472834,0,0,0
2472837,0,0,0
2472839,0,0,0
2472842,0,0,0
2472844,0,0,0
2472847,0,0,0
2472850,0,0,0
2472852,0,0,0
2472855,0,0,0
2472857,0,0,0
2472860,0,0,0
2472862,0,0,0
2472865,0,0,0
2472868,0,0,0
2472870,0,0,0
2472873,0,0,0
2472876,0,0,0
2472879,0,0,0
2472881,0,0,0
2472884,0,0,0
2472887,0,0,0
2472889,0,0,0
2472892,0,0,0
2472894,0,0,0
2472897,0,0,0
2472900,0,0,0
2472902,0,0,0
2472905,0,0,0
2472907,0,0,0
2472910,0,0,0
2472912,0,0,0
2472915,0,0,0
2472919,0,0,0
2472921,0,0,0
2472924,0,0,0
2472926,0,0,0
2472929,0,0,0
2472931,0,0,0
2472934,0,0,0
2472937,0,0,0
2472939,0,0,0
2472942,0,0,0
2472944,0,0,0
2472947,0,0,0
2472949,0,0,0
2472952,0,0,0
2472955,0,0,0
2472957,0,0,0
2472961,0,0,0
2472963,0,0,0
2472966,0,0,0
2472968,0,0,0
2472971,0,0,0
2472974,0,0,0
2472976,0,0,0
2472979,0,0,0
2472981,0,0,0
2472984,0,0,0
2472986,0,0,0
2472989,0,0,0
2472992,0,0,0
2472994,0,0,0
2472997,0,0,0
2472999,0,0,0
2473003,0,0,0
2473005,0,0,0
2473008,0,0,0
2473011,0,0,0
2473013,0,0,0
2473016,0,0,0
2473018,0,0,0
2473021,0,0,0
2473023,0,0,0
2473026,0,0,0
2473029,0,0,0
2473031,0,0,0
2473034,0,0,0
2473036,0,0,0
2473039,0,0,0
2473041,0,0,0
2473044,0,0,0
2473048,0,0,0
2473050,0,0,0
2473053,0,0,0
2473055,0,0,0
2473058,0,0,0
2473060,0,0,0
2473063,0,0,0
2473066,0,0,0
2473068,0,0,0
2473071,0,0,0
2473073,0,0,0
2473076,0,0,0
2473078,0,0,0
2473081,0,0,0
2473084,0,0,0
2473086,0,0,0
2473090,0,0,0
2473092,0,0,0
2473095,0,0,0
2473098,0,0,0
2473100,0,0,0
2473103,0,0,0
2473105,0,0,0
2473108,0,0,0
2473110,0,0,0
2473113,0,0,0
2473116,0,0,0
2473118,0,0,0
2473121,0,0,0
2473123,0,0,0
2473126,0,0,0
2473128,0,0,0
2473132,0,0,0
2473135,0,0,0
2473137,0,0,0
2473140,0,0,0
2473142,0,0,0
2473145,0,0,0
2473147,0,0,0
2473150,0,0,0
2473153,0,0,0
2473155,0,0,0
2473158,0,0,0
2473160,0,0,0
2473163,0,0,0
2473165,0,0,0
2473168,0,0,0
2473171,0,0,0
2473174,0,0,0
2473177,0,0,0
2473179,0,0,0
2473182,0,0,0
2473184,0,0,0
2473187,0,0,0
2473190,0,0,0
2473192,0,0,0
2473195,0,0,0
2473197,0,0,0
2473200,0,0,0
2473202,0,0,0
2473205,0,0,0
2473208,0,0,0
2473210,0,0,0
2473213,0,0,0
2473216,0,0,0
2473219,0,0,0
2473221,0,0,0
2473224,0,0,0
2473227,0,0,0
2473229,0,0,0
2473232,0,0,0
2473234,0,0,0
2473237,0,0,0
2473239,0,0,0
2473242,0,0,0
2473245,0,0,0
2473247,0,0,0
2473250,0,0,0
2473252,0,0,0
2473255,0,0,0
2473257,0,0,0
2473261,0,0,0
2473264,0,0,0
2473266,0,0,0
2473269,0,0,0
2473271,0,0,0
2473274,0,0,0
2473276,0,0,0
2473279,0,0,0
2473282,0,0,0
2473284,0,0,0
2473287,0,0,0
2473289,0,0,0
2473292,0,0,0
2473294,0,0,0
2473297,0,0,0
2473300,0,0,0
2473303,0,0,0
2473306,0,0,0
2473308,0,0,0
2473311,0,0,0
2473314,0,0,0
2473316,0,0,0
2473319,0,0,0
2473321,0,0,0
2473324,0,0,0
2473326,0,0,0
2473329,0,0,0
2473332,0,0,0
2473334,0,0,0
2473337,0,0,0
2473339,0,0,0
2473342,0,0,0
2473345,0,0,0
2473348,0,0,0
2473351,0,0,0
2473353,0,0,0
2473356,0,0,0
2473358,0,0,0
2473361,0,0,0
2473363,0,0,0
2473366,0,0,0
2473369,0,0,0
2473371,0,0,0
2473374,0,0,0
2473376,0,0,0
2473379,0,0,0
2473381,0,0,0
2473384,0,0,0
2473388,0,0,0
2473390,0,0,0
2473393,0,0,0
2473395,0,0,0
2473398,0,0,0
2473400,0,0,0
2473403,0,0,0
2473406,0,0,0
2473408,0,0,0
2473411,0,0,0
2473413,0,0,0
2473416,0,0,0
2473418,0,0,0
2473421,0,0,0
2473424,0,0,0
2473426,0,0,0
2473430,0,0,0
2473432,0,0,0
2473435,0,0,0
2473437,0,0,0
2473440,0,0,0
2473443,0,0,0
2473445,0,0,0
2473448,0,0,0
2473450,0,0,0
2473453,0,0,0
2473455,0,0,0
2473458,0,0,0
2473461,0,0,0
2473463,0,0,0
2473466,0,0,0
2473468,0,0,0
2473472,0,0,0
2473474,0,0,0
2473477,0,0,0
2473480,0,0,0
2473482,0,0,0
2473485,0,0,0
2473487,0,0,0
2473490,0,0,0
2473492,0,0,0
2473495,0,0,0
2473498,0,0,0
2473500,0,0,0
2473503,0,0,0
2473505,0,0,0
2473508,0,0,0
2473511,0,0,0
2473513,0,0,0
2473517,0,0,0
2473519,0,0,0
2473522,0,0,0
2473524,0,0,0
2473527,0,0,0
2473530,0,0,0
2473532,0,0,0
2473535,0,0,0
2473537,0,0,0
2473540,0,0,0
2473542,0,0,0
2473545,0,0,0
2473548,0,0,0
2473550,0,0,0
2473553,0,0,0
2473555,0,0,0
2473559,0,0,0
2473561,0,0,0
2473564,0,0,0
2473567,0,0,0
2473569,0,0,0
2473572,0,0,0
2473574,0,0,0
2473577,0,0,0
2473579,0,0,0
2473582,0,0,0
2473585,0,0,0
2473587,0,0,0
2473590,0,0,0
2473592,0,0,0
2473595,0,0,0
2473597,0,0,0
2473601,0,0,0
2473604,0,0,0
2473606,0,0,0
2473609,0,0,0
2473611,0,0,0
2473614,0,0,0
2473616,0,0,0
2473619,0,0,0
2473622,0,0,0
2473624,0,0,0
2473627,0,0,0
2473629,0,0,0
2473632,0,0,0
2473634,0,0,0
2473637,0,0,0
2473640,0,0,0
2473643,0,0,0
2473646,0,0,0
2473648,0,0,0
2473651,0,0,0
2473653,0,0,0
2473656,0,0,0
2473659,0,0,0
2473661,0,0,0
2473664,0,0,0
2473666,0,0,0
2473669,0,0,0
2473671,0,0,0
2473674,0,0,0
2473677,0,0,0
2473679,0,0,0
2473682,0,0,0
2473684,0,0,0
2473688,0,0,0
2473690,0,0,0
2473693,0,0,0
2473696,0,0,0
2473698,0,0,0
2473701,0,0,0
2473703,0,0,0
2473706,0,0,0
2473708,0,0,0
2473711,0,0,0
2473714,0,0,0
2473716,0,0,0
2473719,0,0,0
2473721,0,0,0
2473724,0,0,0
2473728,0,0,0
2473730,0,0,0
2473733,0,0,0
2473735,0,0,0
2473738,0,0,0
2473740,0,0,0
2473743,0,0,0
2473746,0,0,0
2473748,0,0,0
2473751,0,0,0
2473753,0,0,0
2473756,0,0,0
2473758,0,0,0
2473761,0,0,0
2473764,0,0,0
2473766,0,0,0
2473769,0,0,0
2473772,0,0,0
2473775,0,0,0
2473777,0,0,0
2473780,0,0,0
2473783,0,0,0
2473785,0,0,0
2473788,0,0,0
2473790,0,0,0
2473793,0,0,0
2473795,0,0,0
2473798,0,0,0
2473801,0,0,0
2473803,0,0,0
2473806,0,0,0
2473808,0,0,0
2473811,0,0,0
2473814,0,0,0
2473817,0,0,0
2473820,0,0,0
2473822,0,0,0
2473825,0,0,0
2473827,0,0,0
2473830,0,0,0
2473832,0,0,0
2473835,0,0,0
2473838,0,0,0
2473840,0,0,0
2473843,0,0,0
2473845,0,0,0
2473848,0,0,0
2473850,0,0,0
2473853,0,0,0
2473857,0,0,0
2473859,0,0,0
2473862,0,0,0
2473864,0,0,0
2473867,0,0,0
2473869,0,0,0
2473872,0,0,0
2473875,0,0,0
2473877,0,0,0
2473880,0,0,0
2473882,0,0,0
2473885,0,0,0
2473887,0,0,0
2473890,0,0,0
2473893,0,0,0
2473895,0,0,0
2473899,0,0,0
2473901,0,0,0
2473904,0,0,0
2473906,0,0,0
2473909,0,0,0
2473912,0,0,0
2473914,0,0,0
2473917,0,0,0
2473919,0,0,0
2473922,0,0,0
2473925,0,0,0
2473927,0,0,0
2473930,0,0,0
2473932,0,0,0
2473935,0,0,0
2473937,0,0,0
2473940,0,0,0
2473944,0,0,0
2473946,0,0,0
2473949,0,0,0
2473951,0,0,0
2473954,0,0,0
2473956,0,0,0
2473959,0,0,0
2473962,0,0,0
2473964,0,0,0
2473967,0,0,0
2473969,0,0,0
2473972,0,0,0
2473974,0,0,0
2473977,0,0,0
2473980,0,0,0
2473982,0,0,0
2473986,0,0,0
2473988,0,0,0
2473991,0,0,0
2473993,0,0,0
2473996,0,0,0
2473999,0,0,0
2474001,0,0,0
2474004,0,0,0
2474006,0,0,0
2474009,0,0,0
2474011,0,0,0
2474014,0,0,0
2474017,0,0,0
2474019,0,0,0
2474022,0,0,0
2474024,0,0,0
2474028,0,0,0
2474030,0,0,0
2474033,0,0,0
2474036,0,0,0
2474038,0,0,0
2474041,0,0,0
2474043,0,0,0
2474046,0,0,0
2474048,0,0,0
2474051,0,0,0
2474054,0,0,0
2474056,0,0,0
2474059,0,0,0
2474061,0,0,0
2474064,0,0,0
2474066,0,0,0
2474070,0,0,0
2474073,0,0,0
2474075,0,0,0
2474078,0,0,0
2474080,0,0,0
2474083,0,0,0
2474085,0,0,0
2474088,0,0,0
2474091,0,0,0
2474093,0,0,0
2474096,0,0,0
2474098,0,0,0
2474101,0,0,0
2474103,0,0,0
2474106,0,0,0
2474109,0,0,0
2474112,0,0,0
2474115,0,0,0
2474117,0,0,0
2474120,0,0,0
2474122,0,0,0
2474125,0,0,0
2474128,0,0,0
2474130,0,0,0
2474133,0,0,0
2474135,0,0,0
2474138,0,0,0
2474141,0,0,0
2474143,0,0,0
2474146,0,0,0
2474148,0,0,0
2474151,0,0,0
2474153,0,0,0
2474157,0,0,0
2474160,0,0,0
2474162,0,0,0
2474165,0,0,0
2474167,0,0,0
2474170,0,0,0
2474172,0,0,0
2474175,0,0,0
2474178,0,0,0
2474180,0,0,0
2474183,0,0,0
2474185,0,0,0
2474188,0,0,0
2474190,0,0,0
2474193,0,0,0
2474196,0,0,0
2474199,0,0,0
2474202,0,0,0
2474204,0,0,0
2474207,0,0,0
2474209,0,0,0
2474212,0,0,0
2474215,0,0,0
2474217,0,0,0
2474220,0,0,0
2474222,0,0,0
2474225,0,0,0
2474227,0,0,0
2474230,0,0,0
2474233,0,0,0
2474235,0,0,0
2474238,0,0,0
2474241,0,0,0
2474244,0,0,0
2474246,0,0,0
2474249,0,0,0
2474252,0,0,0
2474254,0,0,0
2474257,0,0,0
2474259,0,0,0
2474262,0,0,0
2474264,0,0,0
2474267,0,0,0
2474270,0,0,0
2474272,0,0,0
2474275,0,0,0
2474277,0,0,0
2474280,0,0,0
2474283,0,0,0
2474286,0,0,0
2474289,0,0,0
2474291,0,0,0
2474294,0,0,0
2474296,0,0,0
2474299,0,0,0
2474301,0,0,0
2474304,0,0,0
2474307,0,0,0
2474309,0,0,0
2474312,0,0,0
2474314,0.1101434,0.1119058,0.07661668
2474317,0.2007689,0.2017412,0.06852804
2474319,0.2007689,0.2017412,0.06852804
2474322,0.272681,0.272681,0.05934703
2474326,0.3333784,0.3333784,0.05595291
2474328,0.3333784,0.3333784,0.05595291
2474331,0.4154301,0.4149588,0.04845664
2474333,0.4419051,0.4414621,0.04845664
2474336,0.4419051,0.4414621,0.04845664
2474339,0.4626713,0.4626713,0.04423466
2474341,0.4626713,0.4626713,0.04423466
2474344,0.5020211,0.5016313,0.04423466
2474346,0.5158621,0.5154827,0.04423466
2474349,0.5158621,0.5154827,0.04423466
2474351,0.530449,0.53008,0.03426402
2474354,0.5510744,0.5507192,0.03956468
2474357,0.5510744,0.5507192,0.03956468
2474359,0.5581307,0.5581307,0.03426402
2474362,0.5640592,0.5637122,0.03426402
2474364,0.5640592,0.5637122,0.03426402
2474368,0.5726661,0.5723243,0.03426402
2474370,0.5855064,0.5851721,0.02797646
2474373,0.5855064,0.5851721,0.02797646
2474376,0.5814822,0.5811456,0.03426402
2474378,0.5814822,0.5811456,0.03426402
