time, HeadPitch, HeadYaw, HeadRoll, BodyPitch, BodyYaw, BodyRoll
0.4779656, 0, 0, 0, 0, 0, 0
0.4817316, 0.1493534, 0.1008706, 0.1467098, 0.06255726, 0.08392937, 0.04845664
0.4856848, 0.254109, 0.1219466, 0.1235407, 0.1170339, 0.1008706, 0.03956468
0.4888554, 0.339197, 0.1398823, 0.1046783, 0.1607126, 0.1136409, 0.03426402
0.4925708, 0.4029978, 0.1532334, 0.09065409, 0.1958353, 0.1219466, 0.02797646
0.4965691, 0.4545648, 0.1631294, 0.07912937, 0.2238118, 0.1282043, 0.02797646
0.500699, 0.4901886, 0.1713202, 0.06852804, 0.2446942, 0.1341704, 0.01978234
0.5039502, 0.5196414, 0.1769387, 0.0656106, 0.261696, 0.1398823, 0
0.5075093, 0.5619739, 0.1876719, 0.05233916, 0.2748253, 0.1398823, 0.01978234
0.511789, 0.5974163, 0.1978235, 0.04423466, 0.2846186, 0.1426525, 0.01978234
0.5155579, 0.6135744, 0.199792, 0.03956468, 0.2920831, 0.1426525, 0
0.5188591, 0.6274496, 0.2017412, 0.03956468, 0.2973941, 0.1426525, 0
0.5225575, 0.6388841, 0.2046302, 0.03426402, 0.301316, 0.1440177, 0
0.5259435, 0.6394964, 0.2036718, 0.03426402, 0.3051875, 0.1412742, 0
0.5292559, 0.640108, 0.2017412, 0.03426402, 0.3077414, 0.1398823, 0
0.5330053, 0.6029587, 0.1845175, 0.03956468, 0.3090104, 0.1370561, 0
0.5369619, 0.5723243, 0.1701742, 0.04845664, 0.309643, 0.1356209, 0
0.5410009, 0.508604, 0.1440177, 0.06255726, 0.3090104, 0.132704, 0
0.5445241, 0.4545648, 0.1219466, 0.07401875, 0.3090104, 0.1312212, 0
0.5480562, 0.4092611, 0.1027921, 0.08622923, 0.3083766, 0.1297215, 0
0.5517443, 0.3779418, 0.08846933, 0.09278741, 0.309643, 0.1251145, 0
0.554991, 0.3505445, 0.07661668, 0.09691329, 0.309643, 0.1219466, 0
0.5586635, 0.3316129, 0.06852804, 0.1008706, 0.311533, 0.1170339, 0
0.5624859, 0.3140353, 0.05934703, 0.1027921, 0.3127867, 0.1119058, 0.01978234
0.5662342, 0.3397734, 0.06852804, 0.1008706, 0.3121605, 0.1065312, 0
0.5695245, 0.3599087, 0.07661668, 0.09691329, 0.3121605, 0.1008706, 0
0.5729371, 0.3753442, 0.08392937, 0.09278741, 0.3109043, 0.1008706, 0
0.5768879, 0.3941611, 0.09065409, 0.09065409, 0.3102743, 0.09691329, 0
0.580586, 0.4087828, 0.09487279, 0.09065409, 0.3090104, 0.09487279, 0
0.5839463, 0.4025119, 0.09487279, 0.09487279, 0.3032579, 0.09278741, 0
0.5874437, 0.3971285, 0.09278741, 0.09891172, 0.2993615, 0.08622923, 0
0.5914454, 0.3820612, 0.08622923, 0.1027921, 0.2940859, 0.07912937, 0
0.5950704, 0.3690354, 0.08156469, 0.1046783, 0.2900664, 0.07661668, 0
0.5984841, 0.3577275, 0.07661668, 0.1065312, 0.2880355, 0.07401875, 0
0.6027878, 0.4020255, 0.09278741, 0.09487279, 0.2866737, 0.07132626, 0
0.6066151, 0.4374548, 0.1065312, 0.08622923, 0.2846186, 0.07401875, 0
0.6100741, 0.4913847, 0.1266688, 0.07401875, 0.2853053, 0.06255726, 0
0.6132997, 0.5363187, 0.1412742, 0.06255726, 0.2853053, 0.06255726, 0
0.6173775, 0.5828267, 0.1607126, 0.05233916, 0.2846186, 0.05233916, 0
0.6206675, 0.6211812, 0.174713, 0.03956468, 0.2846186, 0.04845664, 0
0.6248645, 0.6564078, 0.1876719, 0.03426402, 0.2832403, 0.04423466, 0
0.6285511, 0.6861406, 0.1988102, 0.01978234, 0.2811602, 0.04423466, 0
0.632144, 0.675796, 0.1968319, 0.02797646, 0.2825486, 0.03426402, 0
0.6355003, 0.6679325, 0.1928145, 0.03426402, 0.2839303, 0.02797646, 0
0.6391405, 0.6620474, 0.191797, 0.03426402, 0.2846186, 0.02797646, 0
0.6430326, 0.6752167, 0.1978235, 0.02797646, 0.2839303, 0.02797646, 0
0.646508, 0.6861406, 0.2027088, 0.02797646, 0.2839303, 0.02797646, 0
0.6498539, 0.7024865, 0.2102893, 0.01978234, 0.2818553, 0, 0
0.6532024, 0.7160051, 0.2148914, 0.01978234, 0.2818553, 0, 0
0.6572016, 0.7292733, 0.2211734, 0, 0.2839303, 0, 0
0.6604926, 0.7409853, 0.2255535, 0.01978234, 0.2859903, 0, 0
0.6640163, 0.7512136, 0.2298502, 0.01978234, 0.2873554, 0, 0
0.6675946, 0.7610474, 0.234068, 0, 0.2887141, 0, 0
0.6714091, 0.7699938, 0.2373883, 0, 0.2907402, 0, 0
0.6750797, 0.741777, 0.2281412, 0.01978234, 0.2914124, 0, 0
0.6782889, 0.719005, 0.2211734, 0.01978234, 0.2934199, 0, 0
0.682316, 0.6980155, 0.2139789, 0.02797646, 0.2960753, -0.02797646, 0
0.6860574, 0.6807005, 0.20842, 0.02797646, 0.2980514, -0.02797646, 0
0.6895007, 0.6667597, 0.2027088, 0.03956468, 0.2987072, -0.02797646, 0
0.6930754, 0.6740565, 0.2074791, 0.03426402, 0.2960753, -0.03426402, 0
0.6970659, 0.680413, 0.2112177, 0.03956468, 0.2940859, -0.04423466, 0
0.7012873, 0.6734757, 0.20842, 0.03426402, 0.2900664, -0.04423466, 0
0.7059729, 0.6679325, 0.2074791, 0.03956468, 0.2887141, -0.04845664, 0
0.7107474, 0.6789736, 0.2102893, 0.03426402, 0.2866737, -0.05595291, 0
0.7149825, 0.688134, 0.2139789, 0.03426402, 0.2859903, -0.0656106, 0
0.7189348, 0.7008132, 0.2193969, 0.02797646, 0.2853053, -0.06852804, 0
0.7229153, 0.7113441, 0.2229358, 0.02797646, 0.2839303, -0.06852804, 0
0.7266743, 0.7019292, 0.220287, 0.02797646, 0.2839303, -0.07661668, 0
0.7302981, 0.6940797, 0.2185032, 0.02797646, 0.2839303, -0.07661668, 0
0.7341032, 0.6991359, 0.2211734, 0.03426402, 0.2818553, -0.08156469, 0
0.7378964, 0.7033216, 0.2229358, 0.03426402, 0.2804634, -0.08392937, 0
0.7420825, 0.6918207, 0.2185032, 0.03426402, 0.2797648, -0.08622923, 0
0.745714, 0.6824232, 0.2148914, 0.03426402, 0.2790645, -0.08846933, 0
0.7498158, 0.6895542, 0.2158, 0.03426402, 0.2783625, -0.09278741, 0
0.7532058, 0.6954879, 0.2158, 0.02797646, 0.2783625, -0.09278741, 0
0.7567274, 0.7049889, 0.2185032, 0.02797646, 0.276953, -0.09691329, -0.01978234
0.7601489, 0.7127182, 0.2211734, 0.02797646, 0.2741124, -0.09891172, -0.01978234
0.7643596, 0.719005, 0.2229358, 0.02797646, 0.272681, -0.1027921, 0
0.7678239, 0.7052664, 0.2176059, 0.02797646, 0.2733977, -0.1008706, -0.01978234
0.7711736, 0.6937978, 0.2139789, 0.03956468, 0.2733977, -0.1065312, -0.01978234
0.7747637, 0.697174, 0.2130625, 0.03956468, 0.2712421, -0.1046783, -0.01978234
0.7785069, 0.7002546, 0.2130625, 0.03426402, 0.268341, -0.1083524, 0
0.7820622, 0.6884183, 0.20842, 0.03956468, 0.2676108, -0.1101434, -0.01978234
0.7856235, 0.6786853, 0.2046302, 0.04423466, 0.268341, -0.1136409, -0.02797646
0.7891095, 0.6702721, 0.199792, 0.04845664, 0.2668786, -0.1136409, -0.02797646
0.7932822, 0.6795497, 0.2017412, 0.04423466, 0.2676108, -0.1153499, -0.01978234
0.7967522, 0.6869956, 0.2036718, 0.03956468, 0.2676108, -0.1170339, -0.02797646
0.8002611, 0.6982958, 0.2065338, 0.03956468, 0.234068, -0.1065312, -0.04423466
0.8038974, 0.7074825, 0.20842, 0.03426402, 0.2093567, -0.09891172, -0.05595291
0.8073374, 0.7181882, 0.2112177, 0.02797646, 0.1855749, -0.08846933, -0.07132626
0.8108351, 0.7271236, 0.2139789, 0.02797646, 0.1735894, -0.07912937, -0.08392937
0.8142981, 0.7338206, 0.2158, 0.02797646, 0.1690205, -0.07132626, -0.09691329
0.8179306, 0.7401926, 0.2176059, 0.02797646, 0.1713202, -0.06255726, -0.1083524
0.8210649, 0.7449358, 0.2185032, 0.02797646, -0.1791368, -0.05595291, -0.1153499
0.8245591, 0.7300779, 0.2130625, 0.02797646, -0.1887116, -0.04845664, -0.1235407
0.8281824, 0.7179157, 0.20842, 0.03426402, -0.199792, -0.04845664, -0.1312212
0.8317981, 0.7074825, 0.2027088, 0.03956468, -0.2112177, -0.04423466, -0.1370561
0.8349866, 0.7091401, 0.2036718, 0.03956468, -0.2211734, -0.03956468, -0.1412742
0.8380757, 0.7099674, 0.2036718, 0.03956468, -0.2315465, -0.03426402, -0.14537
0.8422345, 0.7162784, 0.2055842, 0.03426402, -0.2373883, -0.03426402, -0.1480375
0.8458798, 0.721179, 0.2074791, 0.03426402, -0.2430897, -0.03426402, -0.1506579
0.8491638, 0.7271236, 0.2102893, 0.03426402, -0.2406627, -0.03426402, -0.1506579
0.8526086, 0.7316842, 0.2121421, 0.02797646, -0.2406627, -0.03426402, -0.1506579
0.8563096, 0.7346201, 0.2148914, 0.03426402, -0.2414744, -0.03426402, -0.1519511
0.8687804, 0.7383398, 0.2148914, 0.02797646, -0.2373883, -0.03426402, -0.1493534
0.8736806, 0.7340872, 0.2139789, 0.03426402, -0.2306999, -0.03426402, -0.1480375
0.8779105, 0.7295417, 0.2130625, 0.03426402, -0.2272819, -0.03426402, -0.1480375
0.881504, 0.7249676, 0.2121421, 0.03426402, -0.2246844, -0.02797646, -0.1480375
0.8852707, 0.7066523, 0.2055842, 0.03426402, -0.2211734, -0.03426402, -0.1467098
0.8894382, 0.6906884, 0.199792, 0.04423466, -0.220287, -0.03426402, -0.14537
0.8929398, 0.6923862, 0.2017412, 0.03956468, -0.2193969, -0.03956468, -0.1467098
0.8968678, 0.6932335, 0.2027088, 0.03956468, -0.2193969, -0.03956468, -0.1467098
0.9004268, 0.6996954, 0.2055842, 0.03426402, -0.2185032, -0.04845664, -0.1467098
0.9037795, 0.7044336, 0.2074791, 0.03426402, -0.2185032, -0.05233916, -0.1467098
0.9073365, 0.7121689, 0.2102893, 0.03426402, -0.2167048, -0.05595291, -0.1467098
0.911306, 0.717643, 0.2139789, 0.02797646, -0.2167048, -0.05595291, -0.1480375
0.9145448, 0.7214502, 0.2158, 0.02797646, -0.2167048, -0.06255726, -0.1480375
0.9182574, 0.7249676, 0.2176059, 0.03426402, -0.2176059, -0.0656106, -0.1480375
