time,turnedAngle,pitchAngle,yawAngle
,0,0,0
2745649,0,0,0
2745652,0,0,0
2745647,0,0,0
2745649,0,0,0
2745652,0,0,0
2745659,0,0,0
2745662,0,0,0
2745665,0,0,0
2745667,0,0,0
2745670,0,0,0
2745672,0,0,0
2745675,0,0,0
2745677,0,0,0
2745680,0,0,0
2745683,0,0,0
2745686,0,0,0
2745689,0,0,0
2745691,0,0,0
2745694,0,0,0
2745696,0,0,0
2745699,0,0,0
2745702,0,0,0
2745704,0,0,0
2745707,0,0,0
2745709,0,0,0
2745712,0,0,0
2745714,0,0,0
2745717,0,0,0
2745720,0,0,0
2745722,0,0,0
2745725,0,0,0
2745728,0,0,0
2745731,0,0,0
2745733,0,0,0
2745736,0,0,0
2745739,0,0,0
2745741,0,0,0
2745744,0,0,0
2745746,0,0,0
2745749,0,0,0
2745752,0,0,0
2745754,0,0,0
2745757,0,0,0
2745759,0,0,0
2745762,0,0,0
2745764,0,0,0
2745767,0,0,0
2745771,0,0,0
2745773,0,0,0
2745776,0,0,0
2745778,0,0,0
2745781,0,0,0
2745783,0,0,0
2745786,0,0,0
2745789,0,0,0
2745791,0,0,0
2745794,0,0,0
2745796,0,0,0
2745799,0,0,0
2745801,0,0,0
2745804,0,0,0
2745807,0,0,0
2745809,0,0,0
2745812,0,0,0
2745815,0,0,0
2745818,0,0,0
2745820,0,0,0
2745823,0,0,0
2745826,0,0,0
2745828,0,0,0
2745831,0,0,0
2745833,0,0,0
2745836,0,0,0
2745838,0,0,0
2745841,0,0,0
2745844,0,0,0
2745846,0,0,0
2745849,0,0,0
2745851,0,0,0
2745854,0,0,0
2745857,0,0,0
2745860,0,0,0
2745863,0,0,0
2745865,0,0,0
2745868,0,0,0
2745870,0,0,0
2745873,0,0,0
2745875,0,0,0
2745878,0,0,0
2745881,0,0,0
2745883,0,0,0
2745886,0,0,0
2745888,0,0,0
2745891,0,0,0
2745893,0,0,0
2745896,0,0,0
2745900,0,0,0
2745902,0,0,0
2745905,0,0,0
2745907,0,0,0
2745910,0,0,0
2745912,0,0,0
2745915,0,0,0
2745918,0,0,0
2745920,0,0,0
2745923,0,0,0
2745925,0,0,0
2745928,0,0,0
2745930,0,0,0
2745933,0,0,0
2745936,0,0,0
2745938,0,0,0
2745942,0,0,0
2745944,0,0,0
2745947,0,0,0
2745949,0,0,0
