Direction,tCount,Time,HeadPitch,HeadYaw,HeadRoll,BodyPitch,BodyYaw,BodyRoll
Right,1,3.316173,0.04423466,0.1845175,0,-0.8103587,-0.03956468,0.2571706
Right,1,3.382791,0.03956468,0.183454,-0.01978234,-0.8115651,-0.02797646,0.2556444
Right,1,3.412443,0.04423466,0.183454,-0.01978234,-0.8084246,-0.02797646,0.249446
Right,1,3.454608,0.03426402,0.1802258,-0.01978234,-0.7905577,0,0.2564087
Right,1,3.481474,0.03956468,0.1791368,-0.01978234,-0.8096339,0,0.2454926
Right,1,3.508149,0.03956468,0.1791368,-0.01978234,-0.7954926,0,0.2398483
Right,1,3.529757,0.03956468,0.1769387,-0.01978234,-0.7737964,0,0.2298502
Right,1,3.558927,0.04423466,0.174713,-0.02797646,-0.7268545,0.02797646,0.2093567
Right,1,3.586006,0.03956468,0.174713,-0.01978234,-0.6711472,0.02797646,0.1897456
Right,1,3.615469,0.04845664,0.174713,-0.01978234,-0.6255757,0.03956468,0.1690205
Right,1,3.643772,0.04423466,0.1758294,-0.01978234,-0.5858405,0.06255726,0.1384764
Right,1,3.665091,0.04423466,0.1735894,-0.01978234,-0.6042554,0.0656106,0.1046783
Right,1,3.696669,0.03426402,0.1701742,-0.01978234,-0.5395923,0.07132626,0.06852804
Right,1,3.725424,0.03426402,0.166689,0,-0.4985009,0.05934703,0.02797646
Right,1,3.75316,0.03426402,0.166689,0,-0.4718838,0.04423466,0
Right,1,3.780502,0.03956468,0.1678588,-0.01978234,-0.4396856,0.03426402,-0.01978234
Right,1,3.815121,0.04845664,0.1690205,-0.01978234,-0.4279585,0.02797646,-0.05233916
Right,1,3.836437,0.03956468,0.1678588,-0.01978234,-0.4010509,0.01978234,-0.04845664
Right,1,3.864058,0.03426402,0.1690205,0,-0.2264194,0.06255726,0
Right,1,3.892517,0.02797646,0.165511,-0.01978234,0.14537,0.1251145,0.05233916
Right,1,3.920236,0.03426402,0.1713202,0,0.20842,0.1398823,0.07661668
Right,1,3.950751,0.03426402,0.1713202,-0.01978234,0.2046302,0.1186941,0.03426402
Right,1,3.989459,0.04423466,0.1780411,-0.01978234,0.2238118,0.1119058,-0.01978234
Right,1,4.017366,0.03956468,0.1780411,0,0.2349025,0.1203313,-0.03426402
Right,1,4.044975,0.04845664,0.1758294,-0.01978234,0.2167048,0.1545051,0
Right,1,4.073154,0.04845664,0.1713202,0,0.2306999,0.1356209,-0.01978234
Right,1,4.100783,0.04845664,0.174713,-0.01978234,0.2654082,0.07132626,-0.04423466
