Direction,tCount,Time,HeadPitch,HeadYaw,HeadRoll,BodyPitch,BodyYaw,BodyRoll
Right,1,2.340136,0.03426402,0.1769387,0,-0.4977152,-0.05934703,0.03426402
Right,1,2.426375,0.03956468,0.174713,-0.01978234,-0.5132,-0.05233916,0.01978234
Right,1,2.454234,0.03956468,0.1724585,0,-0.5055169,-0.05233916,0.03426402
Right,1,2.476067,0.03956468,0.1701742,-0.01978234,-0.5120549,-0.04845664,0.01978234
Right,1,2.50329,0.03956468,0.1690205,-0.01978234,-0.5245137,-0.05233916,0.01978234
Right,1,2.5332,0.03426402,0.1678588,-0.01978234,-0.5421248,-0.05233916,0
Right,1,2.55433,0.03956468,0.166689,0,-0.5650989,-0.05233916,0.02797646
Right,1,2.583574,0.04423466,0.166689,-0.01978234,-0.6045791,-0.06255726,0.03956468
Right,1,2.610701,0.04845664,0.1690205,0,-0.6355062,-0.0656106,0.03426402
Right,1,2.640244,0.05595291,0.1701742,-0.01978234,-0.6578966,-0.0656106,0.02797646
Right,1,2.673935,0.05233916,0.1690205,0,-0.6696879,-0.0656106,0.01978234
Right,1,2.694987,0.05595291,0.1690205,-0.01978234,-0.6685182,-0.06852804,0.01978234
Right,1,2.72317,0.05934703,0.1690205,-0.01978234,-0.6688108,-0.07661668,0.01978234
Right,1,2.750576,0.05595291,0.165511,0,-0.6737661,-0.07401875,0
Right,1,2.779058,0.05233916,0.165511,0,-0.6783969,-0.06852804,0
Right,1,2.807084,0.05595291,0.1643245,0,-0.6827098,-0.0656106,0
Right,1,2.827421,0.05934703,0.165511,0,-0.6844273,-0.06255726,0
Right,1,2.848715,0.06255726,0.166689,0,-0.690405,-0.06255726,0.02797646
Right,1,2.876653,0.05233916,0.1701742,-0.01978234,-0.7038778,-0.06255726,0.03426402
Right,1,2.904365,0.04845664,0.1678588,0,-0.7102429,-0.05934703,0.04845664
Right,1,2.931688,0.04423466,0.1724585,0,-0.7072059,-0.05595291,0.05233916
Right,1,2.960081,0.03956468,0.1724585,-0.01978234,-0.6994157,-0.05233916,0.04423466
Right,1,2.980547,0.03956468,0.1758294,-0.01978234,-0.6954879,-0.04845664,0.03426402
Right,1,3.002281,0.03956468,0.1769387,0,-0.6898379,-0.05233916,0.01978234
Right,1,3.029028,0.04423466,0.1713202,-0.01978234,-0.6824232,-0.04845664,0
Right,1,3.056786,0.04423466,0.1724585,-0.01978234,-0.6731851,-0.04845664,0
Right,1,3.085479,0.04423466,0.1701742,0,-0.6570037,-0.03426402,0
Right,1,3.112877,0.03956468,0.1643245,0,-0.618656,0,-0.01978234
Right,1,3.133389,0.03956468,0.166689,-0.01978234,-0.5784457,0,0
Right,1,3.155112,0.03956468,0.1643245,-0.01978234,-0.5035778,0.01978234,0.03956468
Right,1,3.182976,0.03956468,0.1619255,-0.01978234,-0.3966355,0.05233916,0.1008706
Right,1,3.210623,0.03956468,0.1619255,-0.01978234,-0.2954137,0.07401875,0.1532334
Right,1,3.238115,0.03956468,0.1713202,-0.01978234,-0.1928145,0.09691329,0.1938267
Right,1,3.2657,0.03956468,0.1713202,-0.01978234,-0.1101434,0.1083524,0.2211734
Right,1,3.286424,0.04423466,0.1735894,-0.01978234,-0.08846933,0.1186941,0.23239
Right,1,3.307938,0.04423466,0.1724585,-0.01978234,-0.06255726,0.1170339,0.2349025
Right,1,3.335537,0.04423466,0.1724585,0,0.07661668,0.1027921,0.2185032
Right,1,3.363008,0.03426402,0.166689,0,0.1440177,0.1203313,0.2414744
Right,1,3.390893,0.03956468,0.166689,0,0.1968319,0.1384764,0.2594432
Right,1,3.419401,0.04423466,0.166689,-0.01978234,0.2790645,0.1724585,0.2783625
Right,1,3.439498,0.04845664,0.1678588,-0.01978234,0.2940859,0.1545051,0.261696
Right,1,3.461448,0.04423466,0.165511,-0.01978234,0.3449174,0.1426525,0.2382111
Right,1,3.488322,0.04845664,0.1631294,0,0.4343124,0.1266688,0.2027088
Right,1,3.516597,0.05233916,0.1594904,-0.01978234,0.5116726,0.1170339,0.1802258
Right,1,3.544154,0.04423466,0.1594904,0,0.5885065,0.1101434,0.1619255
Right,1,3.572147,0.03956468,0.1619255,0,0.6781085,0.1083524,0.1384764
Right,1,3.593455,0.03956468,0.1631294,-0.01978234,0.7236168,0.1083524,0.1282043
Right,1,3.614042,0.03956468,0.166689,-0.01978234,0.7810954,0.1119058,0.1153499
Right,1,3.641373,0.04423466,0.166689,0,0.8609378,0.1119058,0.07661668
Right,1,3.668796,0.04845664,0.1690205,-0.01978234,0.8952556,0.09278741,0.02797646
Right,1,3.6972,0.05233916,0.1713202,-0.01978234,0.9587917,0.09065409,0.01978234
Right,1,3.725079,0.04423466,0.1724585,0,1.050343,0.1153499,0.03956468
Right,1,3.745755,0.05233916,0.1735894,-0.01978234,1.085885,0.1219466,0.04845664
Right,1,3.766847,0.04845664,0.1724585,0,1.098427,0.1153499,0.04845664
Right,1,3.794515,0.04423466,0.1690205,0,1.120125,0.1153499,0.03426402
Right,1,3.821973,0.05233916,0.1678588,-0.01978234,1.141067,0.1136409,0.02797646
Right,1,3.850888,0.05233916,0.1678588,0,1.173365,0.1282043,0.05233916
Right,1,3.877779,0.05233916,0.166689,-0.01978234,1.182667,0.1384764,0.06852804
Right,1,3.898072,0.05233916,0.166689,0,1.147224,0.1186941,0.05595291
Right,1,3.919445,0.05595291,0.1678588,-0.01978234,1.125179,0.1119058,0.06255726
Right,1,3.947084,0.04423466,0.1631294,0,1.084803,0.1083524,0.07912937
Right,1,3.975052,0.03956468,0.165511,0,1.048105,0.1083524,0.07912937
Right,1,4.00286,0.04845664,0.1678588,0,1.003467,0.1027921,0.07912937
Right,1,4.030551,0.04845664,0.1678588,-0.01978234,0.9544962,0.09278741,0.08846933
Right,1,4.051069,0.05233916,0.1713202,0,0.9400361,0.08846933,0.08846933
Right,1,4.07287,0.04845664,0.1701742,-0.01978234,0.9071976,0.08156469,0.08846933
Right,1,4.10066,0.03956468,0.1678588,0,0.8372003,0.06852804,0.09891172
Right,1,4.128276,0.03426402,0.1631294,0,0.749388,0.05595291,0.1203313
Right,1,4.156376,0.04423466,0.1678588,0,0.6752167,0.04845664,0.1384764
Right,1,4.184364,0.03956468,0.1678588,-0.01978234,0.6132555,0.04423466,0.1557664
Right,1,4.204414,0.04423466,0.1678588,0,0.5736903,0.03956468,0.166689
Right,1,4.226129,0.04423466,0.1713202,0,0.5066768,0.01978234,0.1619255
Right,1,4.253218,0.04845664,0.1713202,0,0.4210443,0,0.1713202
Right,1,4.281188,0.04845664,0.166689,0,0.3706227,0,0.1978235
Right,1,4.308472,0.05233916,0.166689,0,0.3374619,0.05595291,0.254109
