Direction,tCount,MaxViewingRange,HeadStartVector,HeadEndVector,MaxBodyRange,BodyStartVector,BodyEndVector,StartRotation
Right,1,45.98283,(0.20* 0.98* 0.04),(0.83* 0.54* 0.14),1.323378,(-0.15* 0.88* 0.44),(-0.13* 0.89* 0.44),(281.74* 75.59* 275.55)
Right,2,42.25281,(0.21* 0.98* 0.04),(0.80* 0.58* 0.14),-0.6892704,(-0.14* 0.88* 0.45),(-0.14* 0.89* 0.44),(281.74* 75.59* 275.55)
Right,3,-51.46107,(0.22* 0.98* 0.03),(0.89* 0.44* 0.15),1.135739,(-0.14* 0.88* 0.45),(-0.13* 0.89* 0.44),(281.74* 75.59* 275.55)
Up,1,23.49705,(0.20* 0.98* 0.03),(0.25* 0.89* -0.37),3.302212,(-0.14* 0.88* 0.45),(-0.15* 0.86* 0.50),(281.74* 75.59* 275.55)
Up,2,25.40981,(0.19* 0.98* 0.04),(0.26* 0.89* -0.39),3.344451,(-0.14* 0.88* 0.45),(-0.15* 0.85* 0.50),(281.74* 75.59* 275.55)
Up,3,27.04938,(0.20* 0.98* 0.06),(0.26* 0.88* -0.40),2.934583,(-0.14* 0.88* 0.46),(-0.15* 0.85* 0.50),(281.74* 75.59* 275.55)
Left,1,-56.89584,(0.17* 0.99* 0.03),(-0.72* 0.68* -0.11),-1.918059,(-0.16* 0.88* 0.46),(-0.17* 0.86* 0.48),(281.74* 75.59* 275.55)
Left,2,54.31376,(0.19* 0.98* 0.01),(-0.68* 0.72* -0.13),-1.561726,(-0.16* 0.87* 0.47),(-0.18* 0.86* 0.48),(281.74* 75.59* 275.55)
Left,3,62.00076,(0.21* 0.98* 0.03),(-0.76* 0.65* -0.10),-2.181757,(-0.16* 0.87* 0.46),(-0.18* 0.85* 0.49),(281.74* 75.59* 275.55)
Down,1,-5.579737,(0.21* 0.98* 0.01),(0.19* 0.98* 0.10),2.464025,(-0.16* 0.87* 0.47),(-0.15* 0.89* 0.44),(281.74* 75.59* 275.55)
Down,2,-5.937128,(0.21* 0.98* 0.03),(0.19* 0.97* 0.13),0.7556288,(-0.15* 0.88* 0.46),(-0.14* 0.88* 0.45),(281.74* 75.59* 275.55)
Down,3,-6.109713,(0.20* 0.98* 0.02),(0.20* 0.97* 0.12),-1.359555,(-0.15* 0.88* 0.46),(-0.15* 0.89* 0.44),(281.74* 75.59* 275.55)
